Stimulus,TGSC ID,CID,Concentration %,Solvent
51755-66-9,1028521,65413,0.1,propylene glycol
51755-70-5,1590501,57350395,0.01,propylene glycol
51755-72-7,1596631,527445,,
51755-83-0,1102211,521348,0.1,dipropylene glycol
51755-85-2,1038391,62013,0.1,dipropylene glycol
5182-36-5,1026651,107381,100.0,
52-89-1,1349801,60960,,
52-90-4,1018061,5862,100.0,
520-74-1,1009621,3083613,,
52019-78-0,1141181,638097,100.0,
5205-07-2,1505281,78879,100.0,
5205-11-8,1046611,21265,100.0,
5208-59-3,1039751,62566,100.0,
5208-93-5,1055891,6436846,,
52210-18-1,1015891,103607,100.0,
523-47-7,1054311,10657,100.0,
523-80-8,1011001,10659,100.0,
52392-64-0,1013181,5273465,100.0,
524-06-1,1102001,5486616,,
5240-32-4,1012811,78903,100.0,
52435-37-7,1670791,71336630,100.0,
52474-60-9,1004441,103648,100.0,
52475-86-2,1337991,95596,100.0,
52475-89-5,1459101,103649,100.0,
52514-66-6,1484881,103654,100.0,
52514-67-7,1016881,103655,100.0,
52517-67-6,1051491,104224,100.0,
52557-97-8,1021221,103659,100.0,
52558-99-3,1552141,526661,,
5258-11-7,1374261,7093102,,
526-75-0,1162081,10687,10.0,dipropylene glycol
526-83-0,1482521,875,100.0,
526214-70-0,1552421,71587756,,
526214-71-1,1553131,71587757,,
526214-73-3,1553151,71587758,,
527-60-6,1163091,10698,0.1,propylene glycol
52704-36-6,1129271,518866,,
5271-38-5,1047401,78925,0.1,propylene glycol
5273-85-8,1551591,5318557,100.0,
52745-93-4,1554401,12600623,,
52788-71-3,1587341,103688,100.0,
52789-73-8,1037491,62017,100.0,
528-43-8,1597511,72300,,
5287-45-6,1056341,146586,0.1,propylene glycol
52884-63-6,1618531,303710,0.1,dipropylene glycol
529-01-1,1031161,79036,100.0,
529-20-4,1055241,10722,1.0,dipropylene glycol
5292-21-7,1028891,21363,,
530-59-6,1184741,10743,100.0,
53018-24-9,1044501,103719,10.0,dipropylene glycol
53046-97-2,1130951,6434541,1.0,dipropylene glycol
53053-51-3,1027671,65425,0.1,propylene glycol
53082-57-8,1049661,6437044,100.0,
53082-58-9,1047181,6437020,100.0,
531-26-0,1023511,62362,100.0,
531-59-9,1031831,10748,100.0,
53163-97-6,1464091,104421,0.1,propylene glycol
532-08-1,1015471,5355899,100.0,
532-32-1,1034681,517055,100.0,
532-87-6,1021081,101750,100.0,
5320-75-2,1015461,316771,100.0,
53243-59-7,1374171,1381163,,
53243-60-0,1374181,1585264,100.0,
53263-56-2,1619151,528699,,
53263-58-4,1036271,65427,1.0,propylene glycol
53282-12-5,1597541,699489,,
5329-14-6,1284941,5987,100.0,
533-18-6,1035001,10778,0.1,dipropylene glycol
5331-14-6,1016191,79240,10.0,dipropylene glycol
5331-32-8SRS,1016931,220050,100.0,
5333-83-5,1583951,79248,0.01,propylene glycol
53338-05-9,1031111,104471,100.0,
5337-68-8,1618501,219461,0.1,propylene glycol
53398-78-0,1026711,5352972,10.0,dipropylene glycol
53398-80-4,1026831,5352463,1.0,dipropylene glycol
53398-83-7,1026691,5352461,1.0,
53398-85-9,1016971,5365069,1.0,propylene glycol
53398-86-0,1026761,5352973,100.0,
53398-87-1,1304391,5367679,100.0,
53399-81-8S,1003281,6997336,10.0,propylene glycol
534-15-6,1018131,10795,1.0,propylene glycol
534-22-5,1023171,10797,1.0,propylene glycol
53447-45-3,1551821,441572,,
53447-46-4,1553171,5462398,,
53447-47-5,1553161,71587170,,
53447-48-6,1553141,16667664,,
53448-07-0,1036141,5283356,1.0,dipropylene glycol
53475-15-3S,1590521,7020891,1.0,propylene glycol
53488-14-5,1048261,104512,10.0,dipropylene glycol
5349-62-2,1032971,219672,100.0,
53498-32-1,1042781,104513,0.1,dipropylene glycol
5350-03-8,1038981,62571,100.0,
53538-27-5,1618541,303711,,
5355-63-5,1045521,6428929,100.0,
53562-86-0,1257961,6950307,,
53584-56-8,1660331,439314,,
536-50-5,1031071,10817,100.0,
536-59-4,1031131,10819,1.0,
536-60-7,1016451,325,100.0,
536-78-7,1023141,10823,0.1,dipropylene glycol
5362-56-1,1004661,21458,1.0,dipropylene glycol
53626-94-1,1583171,71438214,0.1,propylene glycol
53751-40-9,1010991,104598,100.0,
53767-93-4,1001901,103826,100.0,
538-23-8,1100921,10850,100.0,
538-86-3,1007261,10869,10.0,dipropylene glycol
53823-06-6,1017201,442362,100.0,
53833-30-0,1037371,62069,1.0,propylene glycol
53833-32-2,1490441,104620,100.0,
53833-33-3,1595431,567305,0.1,propylene glycol
53834-70-1,1423471,5366264,,
53897-60-2,1593801,18185507,0.01,propylene glycol
539-30-0,1011671,10873,100.0,
539-52-6,1531331,68316,100.0,
539-82-2,1000701,10882,10.0,dipropylene glycol
539-88-8,1024311,10883,100.0,
539-90-2,1012391,10885,100.0,
5392-40-5,1003431,8843,100.0,
53939-28-9,1064281,5364495,100.0,
53950-85-9,1047321,23452781,100.0,
53956-04-0,1026751,5351452,100.0,
5396-89-4,1003511,142266,100.0,
540-07-8,1019921,10886,100.0,
540-18-1,1004151,10890,100.0,
540-42-1,1020241,10895,1.0,
540-63-6,1036471,10902,0.01,propylene glycol
540-97-6,1338181,10911,100.0,
5405-41-4,1056311,62572,100.0,
5405-58-3,1023911,21503,10.0,dipropylene glycol
5406-12-2,1000311,64812,1.0,dipropylene glycol
5406-58-6,1003901,79409,100.0,
54082-68-7,1055441,6538156,10.0,dipropylene glycol
54089-83-7,1112911,103875,100.0,
541-31-1,1108121,10925,0.1,propylene glycol
541-35-5,1583981,10927,100.0,
541-47-9,1035401,10931,1.0,propylene glycol
541-58-2,1040101,10934,0.1,dipropylene glycol
541-85-5S,1211071,1715061,100.0,
541-91-3,1025391,10947,0.2,dipropylene glycol
5413-49-0,1597311,221634,100.0,
5413-60-5,1002151,110655,100.0,
5418-86-0,1108651,138491,0.1,propylene glycol
542-46-1,1003591,5315941,1.0,dipropylene glycol
542-55-2,1015121,10957,10.0,dipropylene glycol
542-85-8,1245361,10966,0.01,propylene glycol
5420-98-4,1041261,5905098,10.0,propylene glycol
5421-00-1,1050751,95395,100.0,
5421-12-5,1383421,95397,10.0,dipropylene glycol
5421-17-0,1027121,221691,100.0,
5421-27-2,1448481,79457,100.0,
5426-78-8,1019591,95485,10.0,dipropylene glycol
54290-12-9,1552151,5352263,,
543-39-5,1047641,10975,100.0,
543-49-7,1025621,10976,100.0,
54300-08-2,1594331,104721,0.1,propylene glycol
54300-09-3,1381291,104722,0.1,propylene glycol
54300-10-6,1583511,53423848,0.1,propylene glycol
54306-00-2,1042281,93366,100.0,
5434-57-1,1005991,62575,100.0,
54340-90-8,1015531,108237,100.0,
5435-64-3,1017351,21574,10.0,dipropylene glycol
5436-21-5,1036051,228548,0.1,dipropylene glycol
54393-36-1,1593991,5352836,10.0,dipropylene glycol
544-12-7,1451541,10993,1.0,dipropylene glycol
544-35-4,1043711,5282184,100.0,
544-40-1,1018851,11002,0.1,dipropylene glycol
544-63-8,1009061,11005,10.0,
54410-83-2,1130401,528108,0.1,dipropylene glycol
54411-06-2,1583711,521504,100.0,
5442-00-2,1003531,79509,100.0,
5444-75-7,1061431,94310,100.0,
54440-17-4,1051301,10149036,10.0,dipropylene glycol
544409-58-7,1391701,12003251,100.0,
54464-57-2,1020611,108242,100.0,
544714-08-1,1584151,71049629,,
54484-73-0,1001231,108244,10.0,dipropylene glycol
5451-52-5,1018421,79541,100.0,
5451-80-9,1026121,79544,100.0,
5451-88-7,1058561,79546,100.0,
5451-95-6,1058081,79547,100.0,
5452-07-3,1032901,62578,100.0,
5452-75-5,1245061,21595,,
5454-09-1,1017901,229387,100.0,
5454-11-5,1058341,79552,100.0,
5454-19-3,1018461,229385,100.0,
5454-21-7,1011771,79554,100.0,
5454-26-2,1017441,229384,100.0,
5454-28-4,1013461,21596,100.0,
54546-26-8,1015371,94569,100.0,
5455-24-3,1048121,138508,1.0,propylene glycol
5457-70-5,1035571,229888,100.0,
5458-59-3,1045561,21606,100.0,
546-49-6,1011221,68346,100.0,
546-79-2,1035671,62367,1.0,dipropylene glycol
546-80-5,1048021,261491,10.0,dipropylene glycol
546-93-0,1099161,11029,100.0,
5461-02-9,1051531,79581,100.0,
5461-06-3,1045151,79582,100.0,
5461-08-5,1033861,62580,100.0,
5462-06-6,1023691,64813,100.0,
54644-28-9,1576781,520895,0.01,propylene glycol
54653-25-7,1584271,6420258,100.0,
5466-06-8,1037391,21625,0.1,propylene glycol
5468-06-4,1033801,230525,100.0,
547-60-4,1437751,11038,,
547-61-5,1384501,94173,100.0,
547-63-7,1008761,11039,10.0,dipropylene glycol
5471-51-2,1020771,21648,10.0,dipropylene glycol
54717-12-3,1590761,529378,0.1,propylene glycol
54717-14-5,1116311,146677385,,
54717-17-8,1583781,547350,0.01,propylene glycol
54814-64-1,1038011,39914,10.0,propylene glycol
54815-13-3,1058071,108625,10.0,dipropylene glycol
54830-99-8,1442871,108630,100.0,
548774-80-7,1594531,6430879,0.1,propylene glycol
54889-48-4,1545841,101364,100.0,
549-56-4,1034311,11069,100.0,
54934-99-5,1583741,529049,0.01,propylene glycol
54947-74-9,1036901,62089,10.0,propylene glycol
54957-02-7,1036581,62090,0.1,propylene glycol
54982-83-1,1001991,41270,100.0,
55013-32-6,1552161,41285,1.0,propylene glycol
5502-75-0,1015951,83763,100.0,
55023-56-8,1072641,21498028,1.0,dipropylene glycol
55031-15-7,1008261,16220104,1.0,dipropylene glycol
55041-85-5,1552171,526559,,
55050-40-3,1377081,108662,100.0,
55066-48-3,1047241,108312,100.0,
55066-49-4,1000491,108313,100.0,
55066-56-3,1032831,62092,0.1,dipropylene glycol
551-08-6,1027291,62368,10.0,dipropylene glycol
551-93-9,1062161,11086,,
552-02-3,1055931,94174,100.0,
5524-05-0,1106571,22227,100.0,
55253-28-6,1037221,62095,1.0,dipropylene glycol
554-12-1,1003661,11124,100.0,
554-14-3,1179281,11126,0.01,propylene glycol
55418-52-5,1012851,62098,10.0,dipropylene glycol
55444-65-0,1444561,6437407,10.0,dipropylene glycol
55449-44-0,1623801,644216,100.0,
55487-20-2,1618481,525446,0.1,dipropylene glycol
555-10-2,1103551,11142,10.0,dipropylene glycol
5550-12-9,1037341,135414246,100.0,
5552-30-7,1385081,110664,100.0,
55546-11-7,1525511,108345,,
5555-90-8,1583371,11434978,10.0,dipropylene glycol
55589-62-3,1314121,23683747,100.0,
556-24-1,1021171,11160,10.0,dipropylene glycol
556-61-6,1260011,11167,0.01,propylene glycol
556-64-9,1260411,11168,0.01,propylene glycol
556-82-1,1032261,11173,100.0,
557-00-6,1034201,11176,100.0,
557-48-2,1031611,643731,1.0,dipropylene glycol
55704-78-4SS,1036231,6994854,0.1,propylene glycol
55719-85-2,1002521,5357002,100.0,
55764-22-2,1428191,108764,0.1,dipropylene glycol
55764-23-3,1036241,41569,0.1,propylene glycol
55764-25-5,1530281,108765,0.1,propylene glycol
55764-28-8,1036451,41570,0.1,propylene glycol
55764-31-3,1475701,62106,0.1,propylene glycol
5577-44-6,1037651,61874,10.0,dipropylene glycol
5579-78-2,1037091,62583,1.0,
55819-53-9,1303711,62108,100.0,
5585-39-7,1374101,1551246,10.0,dipropylene glycol
55947-18-7,1019741,20314017,,
5595-79-9,1009761,6453284,100.0,
56-12-2,1198861,119,1.0,propylene glycol
56-40-6,1008481,750,100.0,
56-81-5,1008461,753,100.0,
56-84-8,1037291,5960,100.0,
56-85-9,1037431,5961,100.0,
56-86-0,1025121,33032,100.0,
56-87-1,1107871,5962,100.0,
560-88-3SRR,1018451,98012,100.0,
56006-48-5,1555061,78052,1.0,propylene glycol
56011-02-0,1019291,91978,10.0,dipropylene glycol
56079-02-8,1595451,20362516,,
5616-51-3,1037521,21828,0.1,propylene glycol
5617-64-1,1591371,11959971,10.0,dipropylene glycol
56172-46-4,1002181,5980396,100.0,
562-74-3,1021751,11230,5.0,
56269-22-8,1582101,92083,0.1,dipropylene glycol
563-80-4,1046581,11251,0.1,dipropylene glycol
563187-91-7,1590321,9964606,10.0,
564-20-5,1038441,929262,1.0,isopropyl myristate
564-94-3,1008861,61130,100.0,
56423-43-9,1438311,91850,100.0,
565-62-8,1047171,5364579,,
565-63-9,1010801,643915,100.0,
565-69-5,1178591,11265,,
5655-61-8,1007341,93009,100.0,
56578-18-8,1057101,5283292,100.0,
56747-96-7,1004041,529438,100.0,
56767-18-1,1036351,6365761,10.0,dipropylene glycol
56797-44-5,1128611,6430107,0.1,dipropylene glycol
56805-23-3EE,1047851,5365706,1.0,dipropylene glycol
56836-93-2,1012661,92543,100.0,
56922-74-8,1026891,5352974,1.0,dipropylene glycol
56973-85-4,1003151,92606,10.0,dipropylene glycol
56973-87-6,1422091,6453423,100.0,
57-06-7,1002981,5971,0.01,propylene glycol
57-10-3,1009101,985,1.0,
57-11-4,1009271,5281,100.0,
57-48-7,1098991,5984,100.0,
57-55-6,1000381,1030,100.0,
57-88-5,1229271,5997,100.0,
57006-69-6,1134821,5363491,100.0,
57006-87-8,1582161,552119,100.0,
5703-24-2,1055621,151276,100.0,
5703-26-4,1010901,79782,10.0,dipropylene glycol
5704-20-1,1551601,521790,1.0,propylene glycol
57074-34-7,1399411,15775309,,
57074-37-0,1018321,5362798,100.0,
57082-24-3,1061391,62127,100.0,
57124-87-5SS,1038371,7157265,0.1,propylene glycol
57194-69-1,1093121,6428995,10.0,dipropylene glycol
57197-03-2,1012921,22764431,,
5724-81-2,1584161,79803,0.1,propylene glycol
57246-60-3,1521101,93596,0.1,propylene glycol
57345-19-4,1547611,93639,10.0,dipropylene glycol
57371-42-3,1039511,93649,100.0,
57378-68-4,1006961,42296,10.0,dipropylene glycol
5743-27-1,1098031,54678500,100.0,
5743-28-2,1253381,54713436,100.0,
57461-21-9,1552181,6428793,10.0,dipropylene glycol
57500-00-2,1008731,62131,0.1,dipropylene glycol
5756-24-1,1043061,79828,0.1,propylene glycol
57568-60-2Z,1036931,6537126,10.0,dipropylene glycol
57576-09-7RSR,1014371,94579,100.0,
576-15-8,1047721,68470,0.1,dipropylene glycol
576-26-1,1035711,11335,0.1,propylene glycol
5760-50-9,1350302,6435903,100.0,
5764-85-2,1006101,99818,100.0,
577-16-2,1057601,11340,100.0,
57743-63-2,1582901,6427076,1.0,propylene glycol
577969-21-2,1554961,71443964,,
577969-22-3,1554971,71443963,,
578-58-5,1032111,33637,1.0,dipropylene glycol
57856-81-2,1038711,93831,100.0,
579-07-7,1035591,11363,10.0,propylene glycol
579-74-8,1056461,68481,1.0,propylene glycol
579-93-1,1584101,68482,100.0,
579-94-2,1582691,68932,,
5794-03-6,1106261,92221,10.0,dipropylene glycol
5794-04-7,1056891,440966,10.0,dipropylene glycol
5794-13-8,1253401,170358,100.0,
58-08-2,1014161,2519,100.0,
58-86-6,1005221,6027,100.0,
58066-86-7,1583311,226249,,
58096-46-1,1430931,93947,100.0,
58181-76-3,1552191,129830062,,
5820-89-3,1452511,5320191,0.1,dipropylene glycol
58214-38-3,1611311,23678821,100.0,
58214-97-4,1000431,346281,100.0,
58244-29-4,1586881,94001,100.0,
58296-81-4,1051501,94014,1.0,dipropylene glycol
583-04-0,1009751,11406,100.0,
583-33-5,1013421,11409,100.0,
583-59-5,1179001,11418,100.0,
583-60-8,1108131,11419,10.0,dipropylene glycol
58308-70-6,1022901,20330071,,
5837-78-5,1014591,5281163,10.0,dipropylene glycol
584-02-1,1048801,11428,0.1,propylene glycol
584-08-7,1099541,11430,100.0,
58430-94-7,1002011,42745,100.0,
58461-27-1,1030131,94060,100.0,
58475-04-0,1590711,21918450,10.0,dipropylene glycol
585-24-0,1045191,92814,100.0,
585-25-1,1569281,11449,10.0,dipropylene glycol
585-84-2,1057191,643757,100.0,
58555-74-1,1013771,440917,100.0,
58567-11-6,1016091,94111,100.0,
58594-45-9,1132241,5364497,0.1,dipropylene glycol
586-62-9,1007171,11463,1.0,dipropylene glycol
586-81-2,1056011,11467,100.0,
586-82-3,1031201,11468,100.0,
58605-97-3,1390631,94132,100.0,
5862-47-5,1586541,4447651,0.1,propylene glycol
58625-95-9,1037451,6366072,,
58625-96-0,1478931,74174,100.0,
5870-68-8S,1037401,7567163,100.0,
5870-93-9,1025801,62592,100.0,
588-67-0,1033051,61134,10.0,dipropylene glycol
5888-51-7,1501791,79990,10.0,dipropylene glycol
589-18-4,1051051,11505,100.0,
589-35-5,1011821,11508,100.0,
589-38-8,1005661,11509,10.0,dipropylene glycol
589-55-9,1034991,11513,100.0,
589-59-3,1000631,11514,100.0,
589-66-2,1027631,61135,100.0,
589-75-3,1013701,11517,100.0,
589-82-2,1025641,11520,1.0,dipropylene glycol
589-90-2,1149021,11523,1.0,benzyl benzoate
589-92-4,1108151,11525,10.0,propylene glycol
589-98-0,1027901,11527,5.0,dipropylene glycol
58917-25-2,1555211,642783,,
58936-30-4,1593641,6429292,10.0,dipropylene glycol
58985-02-7,1046191,10353,100.0,
58985-18-5,1006131,6631,100.0,
59-51-8,1031751,876,100.0,
59-92-7,1253531,6047,100.0,
590-00-1,1033961,23673839,100.0,
590-01-2,1007651,11529,100.0,
590-36-3,1178361,11543,1.0,dipropylene glycol
590-86-3,1023131,11552,0.1,dipropylene glycol
59007-89-5,1097781,100927,,
59020-85-8,1024421,62143,0.1,propylene glycol
59020-90-5,1035351,62144,0.1,dipropylene glycol
59021-02-2,1031461,62145,0.1,propylene glycol
5905-46-4,1009221,529904,0.1,propylene glycol
59052-82-3,1017991,100936,100.0,
59056-62-1,1017071,100938,100.0,
59056-64-3,1005161,100939,100.0,
59056-70-1,1005201,100941,100.0,
591-12-8,1029001,11559,10.0,dipropylene glycol
591-23-1,1046711,11566,100.0,
591-24-2,1108141,11567,10.0,dipropylene glycol
591-31-1,1039091,11569,100.0,
591-47-9,1130971,11572,10.0,dipropylene glycol
591-48-0,1506511,11573,10.0,dipropylene glycol
591-49-1,1046721,11574,1.0,dipropylene glycol
591-60-6,1013081,11576,10.0,dipropylene glycol
591-68-4,1014011,61137,10.0,dipropylene glycol
591-78-6,1046671,11583,1.0,dipropylene glycol
591-80-0,1033581,61138,0.1,propylene glycol
591-82-2,1586761,68960,,
5910-85-0,1436811,20307,,
5910-87-2,1009081,5283339,10.0,dipropylene glycol
5910-89-4,1008121,22201,0.1,dipropylene glycol
5912-86-7,1096521,1549041,100.0,
5912-87-8,1574641,876160,100.0,
59121-25-4,1552201,93320,0.1,dipropylene glycol
59151-19-8,1017951,100968,100.0,
59191-78-5,1027741,62148,100.0,
592-20-1,1053041,11593,,
592-82-5,1226161,11613,0.01,propylene glycol
592-84-7,1013381,11614,10.0,dipropylene glycol
592-88-1,1002971,11617,0.1,propylene glycol
59204-74-9,1065881,42978,,
5921-82-4,1437461,80018,,
5921-83-5,1584231,537615,100.0,
59230-57-8,1045471,100990,100.0,
59231-37-7,1354961,100993,100.0,
5925-68-8,1543761,80024,0.1,propylene glycol
5925-75-7,1583091,521869,0.1,dipropylene glycol
59259-38-0,1038041,62151,100.0,
59285-67-5,1555461,6566010,100.0,
593-08-8,1029481,11622,10.0,dipropylene glycol
59303-05-8,1552211,521873,0.1,dipropylene glycol
5932-68-3,1060831,853433,100.0,
59323-76-1,1008981,6931725,1.0,dipropylene glycol
59323-81-8,1597241,20514321,0.1,propylene glycol
59324-17-3,1532111,6931727,0.1,dipropylene glycol
5933-87-9,1038971,550768,100.0,
5934-29-2,1016211,165377,,
59354-71-1,1019841,101023,100.0,
5937-11-1,1010481,160799,100.0,
59376-58-8,1051481,6436850,100.0,
5943-30-6SS,1056691,7458637,,
5943-34-0,1546511,80046,0.1,propylene glycol
59462-26-9,1591311,91746663,,
5947-36-4,1036941,102667,100.0,
59471-80-6,1398971,10362,100.0,
5948-04-9,1511171,22227,100.0,
5949-05-3,1056961,443157,10.0,dipropylene glycol
5953-49-1,1444411,110740,10.0,dipropylene glycol
5953-76-4,1512001,5356352,,
59557-05-0RSR,1031261,11413787,,
59558-23-5,1018831,43046,1.0,dipropylene glycol
59587-44-9,1048251,101087,100.0,
59672-05-8,1040871,108377,,
597532-53-1,1697291,11378760,,
597550-02-2,1104911,529497,100.0,
5978-70-1,1140431,80080,1.0,dipropylene glycol
598-75-4,1037501,11732,1.0,
5986-36-7,1058171,10998493,,
5986-38-9,1020581,5368785,100.0,
5986-55-0,1040361,521903,100.0,
5988-91-0,1050761,110747,10.0,dipropylene glycol
5989-33-3,1432371,6428573,100.0,
5989-54-8,1007831,439250,100.0,
599-04-2,1140771,439368,,
60-01-5,1025131,6050,100.0,
60-12-8,1010051,6054,100.0,
60-18-4,1037771,6057,100.0,
60-29-7,1243001,3283,1.0,dipropylene glycol
60-33-3,1045901,5280450,100.0,
60-33-3N,1036041,9937654,100.0,
60-35-5,1097381,178,,
60-82-2,1274381,4788,100.0,
600-14-6,1003991,11747,1.0,dipropylene glycol
600-18-0,1037661,58,1.0,propylene glycol
60037-58-3,1132251,5363293,,
60047-17-8,1030501,22310,100.0,
60066-88-8,1050371,5281535,10.0,dipropylene glycol
6007-26-7,1178061,22329,0.1,dipropylene glycol
60160-17-0,1044371,108902,100.0,
60241-52-3,1378101,108424,100.0,
60241-53-4,1047361,108425,100.0,
60241-55-6,1047371,108426,100.0,
6028-61-1,1021251,22383,0.1,propylene glycol
6032-29-7,1035821,22386,1.0,
6033-23-4,1107651,2724897,1.0,dipropylene glycol
6033-24-5,1107641,6992611,100.0,
60335-71-9,1050151,108443,10.0,dipropylene glycol
60362-71-2,1492591,108446,100.0,
604-68-2,1004271,79064,100.0,
604-69-3,1107601,99332,100.0,
60415-61-4,1470111,43263,100.0,
60416-24-2,1378671,108940,100.0,
60512-85-8,1033751,5273464,100.0,
60523-21-9,1004631,62166,100.0,
606-45-1,1032761,61151,100.0,
6066-49-5,1013781,61361,10.0,dipropylene glycol
607-85-2,1450281,11838,100.0,
607-90-9,1049851,69092,100.0,
607-91-0,1104961,4276,100.0,
607-97-6S,1043621,6994176,100.0,
60763-41-9,1015711,108505,100.0,
60763-42-0,1020621,108506,100.0,
60763-44-2,1030591,108507,,
60770-00-5,1096671,13013009,100.0,
60784-31-8,1452471,5354833,0.1,dipropylene glycol
60788-25-2,1000481,108515,100.0,
60826-15-5,1589751,108518,100.0,
608514-55-2,1584131,11469606,,
608514-56-3,1584121,11309884,,
60856-83-9,1095701,10909860,100.0,
60856-85-1,1095651,13237362,100.0,
6091-50-5,1002881,61362,10.0,dipropylene glycol
61-90-5,1030281,6106,100.0,
6106-04-3,1253621,23689119,100.0,
611-13-2,1029071,11902,10.0,dipropylene glycol
61114-24-7,1476571,3085213,100.0,
61122-71-2,1583021,46779070,0.1,propylene glycol
6119-47-7,1034321,3083939,100.0,
6119-70-6,1034331,61367,100.0,
61197-09-9,1037051,43579,0.1,propylene glycol
61197-12-4,1017461,20313890,,
61197-13-5,1010551,71398367,,
612-15-7,1035701,61153,100.0,
612-16-8,1056571,69154,,
612071-27-9,1597191,53425775,,
6125-24-2,1551611,80208,,
6126-50-7,1451511,61370,0.1,propylene glycol
61295-41-8,1036851,43598,0.1,propylene glycol
61295-44-1,1583451,12980878,0.1,dipropylene glycol
61295-50-9,1036861,62182,0.1,propylene glycol
61295-51-0,1036781,62183,0.1,propylene glycol
613-70-7,1025261,61155,5.0,
613-87-6,1141971,2734864,100.0,
6132-04-3,1034691,71474,100.0,
614-29-9,1011981,94178,100.0,
614-33-5,1025141,61156,100.0,
614-47-1,1011801,637760,100.0,
614-99-3,1022631,11980,10.0,dipropylene glycol
61407-00-9,1424601,71396131,1.0,propylene glycol
61444-38-0,1026771,6435882,100.0,
61444-41-5,1052451,5352267,100.0,
615-10-1,1034111,11982,1.0,dipropylene glycol
615-22-5,1168871,11989,0.1,dipropylene glycol
61531-45-1,1411651,109095,100.0,
6155-57-3,1034461,517320,100.0,
616-09-1,1049781,92821,100.0,
616-16-0,1311381,637572,100.0,
616-25-1,1027961,12020,1.0,dipropylene glycol
616-31-9,1042061,69220,0.1,propylene glycol
61675-72-7,1590491,20158044,0.1,propylene glycol
6169-06-8,1141281,2723888,1.0,dipropylene glycol
61692-77-1,1046631,6427119,100.0,
61692-79-3,1048971,6432903,100.0,
61692-83-9,1040411,5367762,1.0,dipropylene glycol
61692-84-0,1040221,5367806,100.0,
61699-38-5,1019571,109116,100.0,
617-01-6,1037761,61159,1.0,dipropylene glycol
617-05-0,1043971,12038,100.0,
617-35-6,1004191,12041,10.0,dipropylene glycol
617-45-8,1097831,424,,
617-50-5,1034041,12044,100.0,
617-94-7,1020901,12053,100.0,
61702-91-8,1010591,109127,100.0,
6175-49-1,1051921,22556,10.0,dipropylene glycol
61759-64-6,1117461,278476,100.0,
61791-42-2,1303361,23684896,100.0,
61792-11-8,1042831,112446,10.0,dipropylene glycol
61837-77-2,1596621,528762,,
619-01-2,1013231,12072,100.0,
619-62-5,1551431,526657,,
6191-71-5,1028261,5367536,10.0,dipropylene glycol
6192-44-5,1048991,22568,100.0,
61920-45-4,1016171,112457,100.0,
61931-80-4,1022781,6434672,100.0,
61931-81-5,1031151,5364231,100.0,
62-33-9,1298131,6109,100.0,
62-54-4,1007931,6116,100.0,
620-02-0,1032681,12097,10.0,dipropylene glycol
620-17-7,1043871,12101,,
620-23-5,1051061,12105,100.0,
620-79-1S,1022241,737068,100.0,
620-80-4,1597591,249817,100.0,
62006-39-7,1588071,173843,1.0,propylene glycol
62079-29-2,1031251,112802,1.0,dipropylene glycol
621-27-2,1049821,69302,,
621-82-9,1350711,8784,100.0,
62125-22-8,1358701,173849,100.0,
62147-49-3,1147431,2723627,100.0,
622-08-2,1171481,12141,,
622-39-9,1180611,69320,10.0,dipropylene glycol
622-45-7,1006021,12146,100.0,
622-60-6,1205151,73955,1.0,dipropylene glycol
622-62-8,1027411,12150,10.0,dipropylene glycol
622-78-6,1012031,2346,0.1,dipropylene glycol
6221-92-7,1017121,80353,100.0,
6221-93-8,1021421,80354,100.0,
6222-35-1,1029061,61375,100.0,
623-05-2,1107691,125,100.0,
623-15-4,1024531,212930,1.0,propylene glycol
623-17-6,1017931,12170,100.0,
623-18-7,1046791,5355414,10.0,dipropylene glycol
623-19-8,1028471,61166,100.0,
623-21-2,1040131,61167,100.0,
623-22-3Z,1034101,6435825,1.0,dipropylene glycol
623-30-3,1024521,12174,1.0,dipropylene glycol
623-36-9,1035441,12177,10.0,dipropylene glycol
623-37-0,1026481,12178,1.0,dipropylene glycol
623-42-7,1008721,12180,1.0,dipropylene glycol
623-43-8,1032381,638132,1.0,dipropylene glycol
623-70-1,1029101,429065,10.0,dipropylene glycol
623-84-7,1049731,12198,100.0,
62395-45-3,1011291,62328,100.0,
624-01-1,1597281,69346,10.0,propylene glycol
624-09-9,1026041,69350,100.0,
624-13-5,1049811,69351,100.0,
624-24-8,1008901,12206,1.0,dipropylene glycol
624-41-9,1008041,12209,100.0,
624-45-3,1046941,69354,,
624-51-1,1047891,12216,100.0,
624-54-4,1039001,12217,100.0,
624-89-5,1043811,12230,0.1,propylene glycol
624-92-0,1008081,12232,0.1,propylene glycol
6243-10-3,1017451,80388,100.0,
62439-41-2,1046421,112491,100.0,
62488-24-8,1004091,95950,,
62488-55-5,1597611,118487,1.0,dipropylene glycol
62488-56-6,1047841,112492,1.0,propylene glycol
625-31-0,1206301,12247,,
625-33-2,1009161,12248,0.1,dipropylene glycol
625-55-8,1020301,12257,10.0,dipropylene glycol
625-60-5,1028461,61171,0.1,propylene glycol
625-80-9,1042561,12264,0.1,propylene glycol
625-86-5,1040081,12266,10.0,propylene glycol
62563-80-8,1051731,8347,100.0,
6258-60-2,1204401,80407,1.0,propylene glycol
6258-63-5,1034941,80408,0.1,propylene glycol
6259-76-3,1002751,22629,100.0,
626-38-0,1350761,12278,1.0,
