TGSC ID,TGSC OPL ID,Name,CAS Number,Other CAS Number,Deleted CAS Number,Concentration %,Concentration Min %,Concentration Max %,CID,Formula,Beilstein Number,CoE Number,Nikkaji Web,MDL,EC Number,ECHA Substance,FDA UNII,FDA Internal Number,FEMA Number,Molecular Weight,XlogP3-AA
1001831,73522-63-1,"(1aR-(1aR*,3S*,4Z,5aR*,8aR*,9R*(Z),10aR*))-1a,2,3,5a,7,8,8a,9,10,10a-decahydro-3-hydroxy-4,10a-dimethyl-8-methylene-7-oxooxireno(5,6)cyclodeca(1,2-b)furan-9-yl 2-methyl-2-butanoate",73522-63-1,,,,,,,C20 H26 O6,,,,,,,,,,362.42242,1.9
1001841,67634-00-8,prop-2-enyl 2-(3-methylbutoxy)acetate,67634-00-8,,,,,,106729,C10 H18 O3,,,J333.238A,MFCD00216757,266-803-5,100.060.711,EMX89K493E,,,186.25106,2.3
1001842,67634-00-8,prop-2-enyl 2-(3-methylbutoxy)acetate,67634-00-8,,,,,,106729,C10 H18 O3,,,J333.238A,MFCD00216757,266-803-5,,,,,186.25106,2.3
1001851,141-97-9,ethyl 3-oxobutanoate,141-97-9,,,,,,8868,C6 H10 O3,0385838,240.0,J4.493H,MFCD00009199,205-516-1,,IZP61H3TB1,,2415,130.1433,0.2
1001852,141-97-9,ethyl 3-oxobutanoate,141-97-9,,,,,,8868,C6 H10 O3,0385838,240.0,J4.493H,MFCD00009199,205-516-1,100.005.015,IZP61H3TB1,,,130.1433,0.2
1001881,10415-87-9,3-methyl-1-phenylpentan-3-ol,10415-87-9,,7321-45-1,,,,61516,C12 H18 O,2354074,86.0,J28.641I,MFCD0002182,233-889-0,100.030.796,53PK0CX9TS,,,178.27466,3.0
1001891,1786-08-9,"4-methyl-2-(2-methylprop-1-enyl)-3,6-dihydro-2H-pyran",1786-08-9,,76985-28-9,,,,,C10 H16 O,1562957,,J38.675H,,217-241-4,100.015.675,NSW8112Y7S,,,152.23672,2.2
1001901,53767-93-4,"2,6-dimethyloct-7-en-2-yl acetate",53767-93-4,,,,,,,C12 H22 O2,,,J296.040K,MFCD00038510,258-751-7,100.053.392,W9O6R2H72I,,,198.30574,3.4
1001921,67634-20-2,"3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-inden-5-yl 2-methyl propanoate",67634-20-2,,,,,,,C14 H20 O2,,,J333.255A,,266-825-5,100.060.731,,,,220.3118,3.2
1001951,459-80-3,"3,7-dimethylocta-2,6-dienoic acid",459-80-3,,,,,,9989,C10 H16 O2,1763804,10094.0,,MFCD00036493,207-299-9,100.006.637,PL902IKN0A,,,168.23592,3.1
1001961,4621-04-9,4-propan-2-ylcyclohexan-1-ol,4621-04-9,,,,,,20739,C9 H18 O,2322224,,J34.007C,,225-035-0,100.022.759,Q5HS2TR1NE,,,142.24166,2.6
1001971,13257-44-8,"1,1-dimethoxynon-2-yne",13257-44-8,,,,,,,C11 H20 O2,4372599,,J59.359A,,236-249-9,100.032.940,,,,184.2788,3.3
1001991,54982-83-1,"2,5-dioxacyclohexadecane-1,6-dione",54982-83-1,,85024-16-4,,,,41270,C14 H24 O4,0199405,,J52.364J,MFCD00022325,259-423-6,100.054.003,NBW53A4P49,,,256.34208,3.6
1002001,107-74-4,"3,7-dimethyloctane-1,7-diol",107-74-4,,,,,,,C10 H22 O2,,559.0,J26.180G,,203-517-1,100.003.198,R0B4U2I48W,,,174.28374,1.9
1002011,58430-94-7,"3,5,5-trimethylhexyl acetate",58430-94-7,,,,,,,C11 H22 O2,1758391,,J74.802A,MFCD00026336,261-245-9,100.055.659,9HMD71U17Z,,,186.29474,3.5
1002021,53823-07-7,"(1aS,4aR,5S,7aS,7bR)-3,3,5,7b-tetramethyl-1,1a,2,4,5,6,7,7a-octahydrocyclopropa[h]azulen-4a-ol",53823-07-7,,,,,,,C15 H26 O,,,J10.853G,,,,,,,222.37142,4.1
1002031,2623-23-6,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] acetate",2623-23-6,,,,,,220674,C12 H22 O2,,206.0,J71.002D,,220-076-0,100.018.252,W8C5F4H1OA,,,198.30574,3.6
1002071,502-67-0,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal",502-67-0,,,,,,,C15 H24 O,1723428,,J102.721B,,,,G4E58106EW,,,220.35548,4.9
1002091,124-76-5,"(1R,4S,6R)-1,7,7-trimethylbicyclo[2.2.1]heptan-6-ol",124-76-5,,24393-70-2,,,,,C10 H18 O,4126091,2020.0,J1.669.567J,MFCD00074821,204-712-4,100.004.285,L88RA8N5EG,,,154.25266,2.7
1002092,124-76-5,"(1R,4S,6R)-1,7,7-trimethylbicyclo[2.2.1]heptan-6-ol",124-76-5,,24393-70-2,,,,,C10 H18 O,4126091,2020.0,J1.669.567J,MFCD00074821,204-712-4,,L88RA8N5EG,,,154.25266,2.7
1002101,11029-06-4,"1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane",11029-06-4,,,,,,,C15 H24,,,J1.429.750B,,,,,,,204.35628,6.1
1002111,110-43-0,heptan-2-one,110-43-0,,,,,,8051,C7 H14 O,1699063,136.0,J5.091A,MFCD00009513,203-767-1,100.003.426,89VVP1B008,,,114.18778,2.0
1002131,68892-05-7,"[(2E)-3,7-dimethylocta-2,6-dienyl] undec-10-enoate",68892-05-7,,,,,,,C21 H36 O2,,,J332.667E,,272-593-6,100.065.974,,,,320.51632,7.6
1002141,112-23-2,heptyl formate,112-23-2,,,,,,,C8 H16 O2,1750248,341.0,J34.717E,MFCD00053380,203-949-0,100.003.590,PU6O623G48,,,144.21392,3.0
1002151,5413-60-5,"3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-6-yl acetate",5413-60-5,,,,,,110655,C12 H16 O2,1949487,,J217.985G,MFCD00135806,226-501-6,,,,,192.25792,2.2
1002152,5413-60-5,"3a,4,5,6,7,7a-hexahydro-4,7-methanoinden-6-yl acetate",5413-60-5,,,,,,110655,C12 H16 O2,1949487,,J217.985G,MFCD00135806,226-501-6,100.024.092,5232EN3X2F,,,192.25792,2.2
1002161,111-90-0,2-(2-ethoxyethoxy)ethanol,111-90-0,,,,,,8146,C6 H14 O3,1736441,,J5.117I,MFCD00002872,203-919-7,100.003.563,A1A1I8X02B,,,134.17518,-0.5
1002171,1576-95-0,(Z)-pent-2-en-1-ol,1576-95-0,,,,96.0,99.9,,C5 H10 O,,,J127.236E,MFCD00063208,216-415-7,100.014.924,QNC2NB53MJ,,,86.1339,0.9
1002181,56172-46-4,"[(2E)-3,7-dimethylocta-2,6-dienyl] (E)-but-2-enoate",56172-46-4,,,,,,,C14 H22 O2,,,J65.642I,,260-027-0,100.054.552,,,,222.32774,4.3
1002191,103-64-0,2-bromoethenylbenzene,103-64-0,,1340-14-3,,,,7667,C8 H7 Br,2038495,,,MFCD00000185,203-131-3,100.002.847,46J0U1IRC9,,,183.04779,2.9
1002211,107-95-9,3-aminopropanoic acid,107-95-9,,87867-95-6,,,,239,C3 H7 N O2,0906793,11729.0,J4.070C,MFCD00008200,203-536-5,100.003.215,11P2JDE17B,,,89.09419,-3.0
1002221,122-68-9,,122-68-9,,,,,,,C18 H18 O2,,338.0,,MFCD00048269,204-565-6,100.004.151,F0Q8B0FS94,,,266.33986,4.9
1002221,122-68-9Z,,122-68-9 (Z),,,,,,,C18 H18 O2,,,,,,,,,,266.33986,4.9
1002221,290311-72-7,,290311-72-7,,,,,,,C18 H18 O2,,,,,,,,,,266.33986,4.9
1002231,80863-62-3,"(3S)-3-amino-4-oxo-4-[[(2R)-1-oxo-1-[(2,2,4,4-tetramethylthietan-3-yl)amino]propan-2-yl]amino]butanoic acid",80863-62-3,,126121-34-4,,,,,C14 H25 N3 O4 S,,,J997.311G,,,,PCE8DAE750,,,331.43605,-2.6
1002241,67880-32-4,"(6E,10E,14E)-16-hydroxy-2,6,10,14-tetramethylhexadeca-2,6,10,14-tetraen-4-one",67880-32-4,,,,,,6439034,C20 H32 O2,1968009,,J19.838B,,,,,,,304.47344,5.5
1002261,109-42-2,butyl undec-10-enoate,109-42-2,,,,,,61027,C15 H28 O2,1776569,2103.0,J61.753I,MFCD00048776,203-670-4,100.003.338,O3OKK2UWV6,,,240.38656,5.5
1002271,39776-45-9,"2-methyl-3-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]naphthalene-1,4-diol",39776-45-9,,,,,,,C31 H42 O2,,,J633.508J,,,,,,,446.67414,10.3
1002281,79-31-2,2-methylpropanoic acid,79-31-2,,,,,,6590,C4 H8 O2,0635770,6.0,J3.840G,MFCD00002658,201-195-7,100.001.087,8LL210O1U0,,,88.10616,0.8
1002291,7493-63-2,prop-2-enyl 2-aminobenzoate,7493-63-2,,,,,,24116,C10 H11 N O2,,254.0,J180.744G,MFCD00036504,231-331-0,100.028.483,81T0041N82,,,177.20307,2.5
1002301,19139-31-2,dihexyl (E)-but-2-enedioate,19139-31-2,,197167-00-3,,,,,C16 H28 O4,,,J34.714K,,242-833-4,100.038.924,6B3O343SS2,,,284.39596,4.9
1002311,1866-31-5N,,1866-31-5 (N),,,,,,,C12 H12 O2,,334.0,,MFCD00026105,,,N8149Z51V9,,,188.22604,3.0
1002321,3790-71-4,"(2Z,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",3790-71-4,,,,,,,C15 H26 O,1723038,,J133.568E,MFCD21365076,,,SQ4TI19PXT,,,222.37142,4.8
1002341,118-71-8,3-hydroxy-2-methylpyran-4-one,118-71-8,,,,,,8369,C6 H6 O3,0112169,148.0,J2.910F,MFCD00006578,204-271-8,100.003.884,3A9RD92BS4,,,126.11142,0.4
1002342,118-71-8,3-hydroxy-2-methylpyran-4-one,118-71-8,,,,,,8369,C6 H6 O3,0112169,148.0,J2.910F,MFCD00006578,204-271-8,,3A9RD92BS4,,,126.11142,0.4
1002351,28940-11-6,"8-methyl-1,5-benzodioxepin-3-one",28940-11-6,35783-05-2,,,,,,C10 H10 O3,,,J286.485A,MFCD07371373,249-320-4,,0NQ136C313,,,178.1873,1.9
1002352,28940-11-6,"8-methyl-1,5-benzodioxepin-3-one",28940-11-6,,35783-05-2,,,,,C10 H10 O3,,,J286.485A,MFCD07371373,249-320-4,100.044.823,0NQ136C313,,,178.1873,1.9
1002361,7541-49-3,"3,7,11,15-tetramethylhexadec-2-en-1-ol",7541-49-3,,844467-91-0,,,,,C20 H40 O,1726098,,,MFCD00151280,,,,,,296.538,8.2
1002362,7541-49-3,"3,7,11,15-tetramethylhexadec-2-en-1-ol",7541-49-3,,844467-91-0,,,,,C20 H40 O,1726098,,,MFCD00151280,,,,,,296.538,8.2
1002371,4613-38-1,"(2Z)-3,7-dimethylocta-2,6-dienoic acid",4613-38-1,,,,,,,C10 H16 O2,,,,,,,6K8MFD7K03,,,168.23592,3.1
1002391,105463-44-3,"2,2,7,7-tetramethyl-1-prop-2-enylcycloheptan-1-ol",105463-44-3,,,,,,,C14 H26 O,,,J120.484J,,,,,,,210.36042,4.5
1002411,81787-06-6,"3,5,6,6-tetramethyl-4-methylideneheptan-2-ol",81787-06-6,,,,,,,C12 H24 O,,,,,,,,,,184.32248,
1002461,88-41-5,(2-tert-butylcyclohexyl) acetate,88-41-5,,,,82.0,92.0,,C12 H22 O2,,,J68.543G,MFCD00027397,201-828-7,100.001.662,364FV60913,,,198.30574,3.6
1002462,88-41-5,(2-tert-butylcyclohexyl) acetate,88-41-5,,,,82.0,92.0,,C12 H22 O2,,,J68.543G,MFCD00027397,201-828-7,,364FV60913,,,198.30574,3.6
1002471,105-95-3,"1,4-dioxacycloheptadecane-5,17-dione",105-95-3,,,,,,61014,C15 H26 O4,0212344,10571.0,J45.855D,MFCD00046977,203-347-8,,9A87HC7ROD,,3543,270.36902,4.2
1002472,105-95-3,"1,4-dioxacycloheptadecane-5,17-dione",105-95-3,,,,,,61014,C15 H26 O4,0212344,10571.0,J45.855D,MFCD00046977,203-347-8,100.003.044,9A87HC7ROD,,,270.36902,4.2
1002481,77-54-3,"[(1S,2R,5S,7R,8R)-2,6,6,8-tetramethyl-8-tricyclo[5.3.1.01,5]undecanyl] acetate",77-54-3,,,,,,,C17 H28 O2,2052432,527.0,J39.197B,MFCD00077764,201-036-1,100.000.943,0WS0WJ9WNV,,,264.40856,4.5
1002511,,,9032-08-0,,109136-54-1,,,,,,,,,MFCD00081350,232-877-2,,,,,,
1002521,55719-85-2,2-cyclohexylethyl (E)-2-methylbut-2-enoate,55719-85-2,,,,,,,C13 H16 O2,2523411,2186.0,J60.242F,MFCD00036576,259-774-5,100.054.322,121LO7146V,,,204.26892,3.3
1002541,4728-82-9,prop-2-enyl 2-cyclohexylacetate,4728-82-9,,,,,,,C11 H18 O2,2575626,2070.0,J34.001D,,225-230-0,100.022.936,M6J8835739,,,182.26286,3.4
1002551,7493-65-4,prop-2-enyl 4-cyclohexylbutanoate,7493-65-4,,,,,,,C13 H22 O2,,283.0,J421.862K,,,,9JIF47RD7B,,,210.31674,4.3
1002571,7492-66-2,"1,1-diethoxy-3,7-dimethylocta-2,6-diene",7492-66-2,,,,,,,C14 H26 O2,,38.0,,MFCD00036575,231-323-7,100.028.476,R155R4727D,,,226.35962,4.2
1002581,5146-66-7,"3,7-dimethylocta-2,6-dienenitrile",5146-66-7,,,,,,21768,C10 H15 N,,,,MFCD00001926,225-918-0,100.023.562,MS598KEL3M,,,149.23655,3.3
1002591,16930-96-4,hexyl 2-methylbut-2-enoate,16930-96-4,,,,,,,C11 H20 O2,,,,MFCD00016625,240-997-1,100.037.255,,,,184.2788,3.6
1002592,16930-96-4,hexyl 2-methylbut-2-enoate,16930-96-4,,,,,,,C11 H20 O2,,,,MFCD00016625,240-997-1,,,,,184.2788,3.6
1002601,7493-66-5,prop-2-enyl 6-cyclohexylhexanoate,7493-66-5,,,,,,61406,C15 H26 O2,,2180.0,J1.536.426B,,,,SPW8K04M0V,,,238.37062,5.4
1002611,67883-79-8,[(Z)-hex-3-enyl] (Z)-2-methylbut-2-enoate,67883-79-8,,,,,,,C11 H18 O2,2961441,,J42.333E,MFCD00036528,267-554-5,100.061.394,9S19N7N2QK,,,182.26286,3.1
1002631,104-55-2,3-phenylprop-2-enal,104-55-2,,,,,,,C9 H8 O,1071571,102.0,,MFCD00007000,203-213-9,100.002.922,,,,132.16196,1.9
1002632,104-55-2,3-phenylprop-2-enal,104-55-2,,,,,,,C9 H8 O,1071571,102.0,,MFCD00007000,203-213-9,,,,,132.16196,1.9
1002651,121-32-4,3-ethoxy-4-hydroxybenzaldehyde,121-32-4,,,,,,8467,C9 H10 O3,1073761,108.0,J2.006K,MFCD00006944,204-464-7,,YC9ST449YJ,,2464,166.1763,1.6
1002652,121-32-4,3-ethoxy-4-hydroxybenzaldehyde,121-32-4,,,,,,8467,C9 H10 O3,1073761,108.0,J2.006K,MFCD00006944,204-464-7,100.004.059,YC9ST449YJ,,,166.1763,1.6
1002661,38019-89-5,"(2E)-1-(1-ethoxyethoxy)-3,7-dimethylocta-2,6-diene",38019-89-5,,,,,,,C14 H26 O2,,,J261.284D,,253-746-6,100.048.843,,,,226.35962,4.2
1002671,90-17-5,"(2,2,2-trichloro-1-phenylethyl) acetate",90-17-5,,39347-18-7,,,,7007,C10 H9 Cl3 O2,2270144,,J50.598F,MFCD00000804,201-972-0,100.001.793,4VE62Y0O29,,,267.53613,3.5
1002711,111-27-3,hexan-1-ol,111-27-3,,220713-27-9,,,,8103,C6 H14 O,0969167,53.0,J1.987I,MFCD00002982,203-852-3,100.003.503,6CP2QER8GS,,,102.17678,2.0
1002721,24691-17-6,"(3R,5S)-3-ethoxy-1,1,5-trimethylcyclohexane",24691-17-6,,,,,,,C11 H22 O,,,,,246-417-3,100.042.183,,,,170.29554,3.5
1002731,103538-03-0,"[3,4-dihydroxy-2-[(2E,6E,10E)-3,7,11,15-tetramethylhexadeca-2,6,10,14-tetraenyl]phenyl] acetate",103538-03-0,,,,,,5387599,C28 H40 O4,,,J2.614.118D,,,,,,,440.6236,8.5
1002741,6485-40-1,(5R)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,6485-40-1,,,,,,,C10 H14 O,2206714,146.0,J15.688D,MFCD00001578,229-352-5,100.026.684,5TO7X34D3D,,,150.22078,2.4
1002751,6259-76-3,hexyl 2-hydroxybenzoate,6259-76-3,,,,,,22629,C13 H18 O3,2453103,10695.0,J169.182A,MFCD00036487,228-408-6,100.025.826,8F78EY72YL,,,222.28406,5.7
1002761,68698-57-7,"methyl 1,2-dimethyl-3-prop-1-en-2-ylbicyclo[2.2.1]hept-2-ene-6-carboxylate",68698-57-7,,,,,,,C14 H20 O2,,,J332.588A,,272-085-4,100.065.513,,,,220.3118,2.9
1002771,7493-68-7,prop-2-enyl 5-cyclohexylpentanoate,7493-68-7,,,,,,,C14 H24 O2,,474.0,J1.536.436J,,,,BWA3BL8KX5,,,224.34368,4.9
1002791,2179-57-9,3-prop-2-enyldisulfanylprop-1-ene,2179-57-9,,,,,,16590,C6 H10 S2,1699241,485.0,J1.800G,MFCD00008656,218-548-6,100.016.862,5HI47O6OA7,,,146.2757,2.2
1002801,870-23-5,prop-2-ene-1-thiol,870-23-5,,,,,,,C3 H6 S,1697523,476.0,J1.740J,MFCD00004894,212-792-7,100.011.630,1X587IBY09,,,74.14582,1.2
1002831,28231-03-0,"2,6,6-trimethyl-8-methylidenetricyclo[5.3.1.01,5]undecan-9-ol",28231-03-0,,1405-91-0,,,,,C15 H24 O,,10189.0,J102.797B,,248-917-7,100.044.455,W4QN7VCD15,,,220.35548,3.6
1002841,7493-72-3,prop-2-enyl nonanoate,7493-72-3,,,,,,61410,C12 H22 O2,,390.0,J118.084C,MFCD00038344,231-334-7,100.028.486,GKV2G6HUKE,,,198.30574,4.3
1002851,1002-88-6,cobalt(2+);octadecanoate,1002-88-6,,,,,,,C36 H70 Co O4,,,J217.106F,MFCD00054343,213-694-7,100.012.449,000J930IO1,,,625.883895,
1002871,4230-97-1,prop-2-enyl octanoate,4230-97-1,,,,,,,C11 H20 O2,1768774,400.0,J34.612H,MFCD00038343,224-184-9,100.021.987,17ZH17CKME,,,184.2788,3.8
1002881,6091-50-5,(6S)-3-methyl-6-propan-2-ylcyclohex-2-en-1-one,6091-50-5,,,,,,,C10 H16 O,2042974,2052.0,J564.480A,MFCD00209529,,,8ZZ2GU5WBU,,,152.23672,2.2
1002911,1797-74-6,prop-2-enyl 2-phenylacetate,1797-74-6,,,,,,15717,C11 H12 O2,1867491,2162.0,J33.470G,MFCD00048176,217-281-2,100.015.711,3D2NBC7K7Q,,,176.21504,2.4
1002921,2408-20-0,prop-2-enyl propanoate,2408-20-0,,,,,,61319,C6 H10 O2,,2094.0,J95.039D,MFCD00048609,219-307-8,100.017.553,0OYW8C5029,,,114.1441,1.2
1002941,10484-09-0,prop-2-enyl 2-hydroxybenzoate,10484-09-0,,,,,,66330,C10 H10 O3,,,J102.636D,,233-992-0,100.030.889,J7HJ0PS9K0,,,178.1873,3.0
1002961,30895-79-5,"prop-2-enylhexa-2,4-dienoate",30895-79-5,,,,,,53423725,C9 H12 O2,,2182.0,,,,,,,,152.19304,2.2
1002971,592-88-1,3-prop-2-enylsulfanylprop-1-ene,592-88-1,,132879-26-6,,,,11617,C6 H10 S,1736016,11846.0,J6.765B,MFCD00008658,209-775-1,100.008.888,60G7CF7CWZ,,,114.2107,2.2
1002981,57-06-7,3-isothiocyanatoprop-1-ene,57-06-7,,107231-30-1,,,,5971,C4 H5 N S,0773748,2110.0,J1.165G,MFCD00004822,200-309-2,100.000.281,BN34FX42G3,,,99.15585,2.4
1003001,41820-22-8,S-prop-2-enyl propanethioate,41820-22-8,,,,83.0,85.0,,C6 H10 O S,,11436.0,J1.539.211H,MFCD00209497,,,95HUD1BW6G,,,130.2099,1.8
1003011,7493-71-2,prop-2-enyl (E)-2-methylbut-2-enoate,7493-71-2,,,,,,,C8 H12 O2,,2183.0,J107.446F,MFCD00016635,231-333-1,100.028.485,VVM5VQM38Z,,,140.18204,2.0
1003021,62637-89-2,disodium;5-methyl-4-[1-(2-methyl-4-oxido-5-propan-2-ylphenyl)-3-oxo-2-benzofuran-1-yl]-2-propan-2-ylphenolate,62637-89-2,,,,,,,C28 H28 Na2 O4,,,,,,,,,,474.50749856,
1003031,77-53-2,"(1S,2R,5S,7R,8R)-2,6,6,8-tetramethyltricyclo[5.3.1.01,5]undecan-8-ol",77-53-2,,13567-37-8,,,,65575,C15 H26 O,2206347,10190.0,J499.451E,MFCD00062952,201-035-6,100.000.942,63ZM9703BO,,,222.37142,3.9
1003051,7493-76-7,prop-2-enyl undec-10-enoate,7493-76-7,,,,,,61412,C14 H24 O2,,441.0,J307.836A,,231-337-3,100.028.489,QM7A7RN7O9,,,224.34368,4.8
1003061,2835-39-4,prop-2-enyl 3-methylbutanoate,2835-39-4,,,,,,17816,C8 H14 O2,1750520,2098.0,J36.953E,MFCD00048350,220-609-7,100.018.736,3551Z86V7T,,,142.19798,2.0
1003081,,,53850-34-3,,,,,,,unspecified,,,,,258-822-2,,KNC9Q0EE6G,,,,
1003111,491-07-6,5-methyl-2-propan-2-ylcyclohexan-1-one,491-07-6,,36977-92-1,,,,,C10 H18 O,3195564,2259.0,J633E,MFCD00136032,207-727-4,100.007.026,9WZ3E2G6CL,,,154.25266,2.7
1003111,36977-92-1,5-methyl-2-propan-2-ylcyclohexan-1-one,36977-92-1,,,,,,,C10 H18 O,,11475.0,,,253-295-5,100.048.434,9WZ3E2G6CL,,,154.25266,2.7
1003151,56973-85-4,"1-(5,5-dimethyl-1-cyclohexenyl)pent-4-en-1-one",56973-85-4,,,,,,,C13 H20 O,,,J24.541K,,260-486-7,100.054.970,,,,192.3016,3.6
1003181,2308-18-1,3-methylbutyl 3-oxobutanoate,2308-18-1,,,,,,,C9 H16 O3,,227.0,J149.306J,MFCD00059355,218-991-5,100.017.265,4QVH533ZIY,,,172.22412,1.6
1003191,71-41-0,pentan-1-ol,71-41-0,,,,,,6276,C5 H12 O,1730975,514.0,J1.423K,MFCD00002977,200-752-1,100.000.684,M9L931X26Y,,,88.14984,1.6
1003201,142-92-7,hexyl acetate,142-92-7,,,,,,8908,C8 H16 O2,1747138,196.0,J2.028A,MFCD00009524,205-572-7,100.005.066,7U7KU3MWT0,,,144.21392,2.4
1003221,,,72968-25-3,,,,,,,,,,,,277-131-7,,,,,,
1003241,28457-05-8,3-methylbutyl 2-aminobenzoate,28457-05-8,,,,,,,C12 H17 N O2,,,,,,,,,,207.27289,3.9
1003271,140-10-3,,140-10-3,,,,,,444539,C9 H8 O2,1905952,22.0,J2.024I,MFCD00004369,205-398-1,100.004.908,U14A832J8D,,,148.16116,2.1
1003281,53399-81-8,ethyl 2-methylpent-4-enoate,53399-81-8,,,,,,,C8 H14 O2,,10613.0,J267.347I,MFCD00010235,258-520-0,100.053.183,F7GX41R904,,,142.19798,2.1
1003281,53399-81-8R,ethyl (2R)-2-methylpent-4-enoate,53399-81-8 (R),,,,,,,C8 H14 O2,,,,,,,,,,142.19798,2.1
1003281,53399-81-8S,ethyl (2S)-2-methylpent-4-enoate,53399-81-8 (S),,,,,,,C8 H14 O2,,,,,,,,,,142.19798,2.1
1003291,104-54-1,3-phenylprop-2-en-1-ol,104-54-1,,,,,,308,C9 H10 O,1903999,65.0,,MFCD00002921,203-212-3,100.002.921,,,,134.1779,1.9
1003292,104-54-1,3-phenylprop-2-en-1-ol,104-54-1,,,,,,308,C9 H10 O,1903999,65.0,,MFCD00002921,203-212-3,,,,,134.1779,1.9
1003311,2050-01-3,3-methylbutyl 2-methylpropanoate,2050-01-3,,,,,,,C9 H18 O2,,294.0,J1.793K,MFCD00053719,218-078-1,100.016.436,RF0ZT103EG,,,158.24086,2.8
1003331,91-87-2,2-(dimethoxymethyl)hept-1-enylbenzene,91-87-2,,,,,,,C16 H24 O2,,47.0,,MFCD00209498,202-104-3,100.001.914,M2X8F8W2U8,,,248.36568,4.9
1003331,91-87-2E,[(E)-2-(dimethoxymethyl)hept-1-enyl]benzene,91-87-2 (E),,,,,,,C16 H24 O2,,,J182.082F,,,,,,,248.36568,4.9
1003331,91-87-2Z,[(Z)-2-(dimethoxymethyl)hept-1-enyl]benzene,91-87-2 (Z),,,,,,,C16 H24 O2,,,,,,,,,,248.36568,4.9
1003351,7493-79-0,2-(phenylmethylidene)heptyl formate,7493-79-0,,,,,,,C15 H20 O2,,357.0,,MFCD07780578,231-341-5,100.028.492,C0W8VHB8GR,,,232.3228,4.3
1003351,7493-79-0E,[(2E)-2-(phenylmethylidene)heptyl] formate,7493-79-0 (E),,,,,,,C15 H20 O2,,,,,,,,,,232.3228,4.9
1003351,7493-79-0Z,[(2Z)-2-(phenylmethylidene)heptyl] formate,7493-79-0 (Z),,,,,,,C15 H20 O2,,,J307.838H,,,,,,,232.3228,4.9
1003371,103-54-8,3-phenylprop-2-enyl acetate,103-54-8,,,,,,,C11 H12 O2,2046000,208.0,,MFCD00008722,203-121-9,,,,2293,176.21504,2.3
1003372,103-54-8,3-phenylprop-2-enyl acetate,103-54-8,,,,,,,C11 H12 O2,2046000,208.0,,MFCD00008722,203-121-9,100.002.838,,,,176.21504,2.3
1003381,7493-80-3,2-(phenylmethylidene)heptyl 3-methylbutanoate,7493-80-3,,,,,,,C19 H28 O2,,463.0,,,,,ZR2O0NCP37,,,288.43056,5.9
1003381,7493-80-3E,[(2E)-2-(phenylmethylidene)heptyl] 3-methylbutanoate,7493-80-3 (E),,,,,,,C19 H28 O2,,,,,,,,,,288.43056,5.9
1003381,7493-80-3Z,[(2Z)-2-(phenylmethylidene)heptyl] 3-methylbutanoate,7493-80-3 (Z),,,,,,,C19 H28 O2,,,,,,,ZR2O0NCP37,,,288.43056,6.2
1003391,140-27-2,3-phenylprop-2-enyl 3-methylbutanoate,140-27-2,,,,,,,C14 H18 O2,,454.0,,MFCD00048351,205-407-9,100.004.917,5JHK9Y2XRM,,,218.29586,3.9
1003401,16587-71-6,4-(2-methylbutan-2-yl)cyclohexan-1-one,16587-71-6,,,,,,27941,C11 H20 O,2240475,,J34.009J,MFCD00013798,240-642-0,100.036.932,5380BWU79X,,,168.2796,2.9
1003411,107-92-6,butanoic acid,107-92-6,,,,,,264,C4 H8 O2,0906770,5.0,J4.068A,MFCD00002814,203-532-3,100.003.212,40UIR9Q29H,,,88.10616,0.8
1003421,104-87-0,4-methylbenzaldehyde,104-87-0,,,,,,7725,C8 H8 O,0385772,115.0,J5.036I,MFCD00006954,203-246-9,,GAX22QZ28Q,,3068,120.15096,2.1
1003422,104-87-0,4-methylbenzaldehyde,104-87-0,,,,,,7725,C8 H8 O,0385772,115.0,J5.036I,MFCD00006954,203-246-9,100.002.952,GAX22QZ28Q,,,120.15096,2.1
1003431,5392-40-5,"3,7-dimethylocta-2,6-dienal",5392-40-5,,,,,,8843,C10 H16 O,1721871,109.0,,MFCD00006997,226-394-6,,T7EU0O9VPP,,2303,152.23672,3.0
1003432,5392-40-5,"3,7-dimethylocta-2,6-dienal",5392-40-5,,,,,,8843,C10 H16 O,1721871,109.0,,MFCD00006997,226-394-6,100.023.994,T7EU0O9VPP,,,152.23672,3.0
1003451,7549-37-3,"1,1-dimethoxy-3,7-dimethylocta-2,6-diene",7549-37-3,,,,,,,C12 H22 O2,1706336,39.0,,MFCD00008909,231-434-0,,6ZOD5NW633,,2305,198.30574,3.4
1003452,7549-37-3,"1,1-dimethoxy-3,7-dimethylocta-2,6-diene",7549-37-3,,,,,,,C12 H22 O2,1706336,39.0,,MFCD00008909,231-434-0,100.028.577,6ZOD5NW633,,,198.30574,3.4
