CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3
71549-77-4,"Acetic acid, anhydride, reaction products with (1S,3aR,4S,8aS)-decahydro-4,8,8-",Woody,Cedarwood,Sweet
"","trimethyl-9-methylene-1,4-methanoazulene",,,
144020-22-4,"Acetic acid, anhydride, reaction products with 1,5,10-trimethyl-1,5,9-cyclododecatriene",Woody,Amber,Smoky
862107-86-6,"Acetic acid, anhydride, reaction products with 2-methylbutene dimer, hydrogenated",Woody,Amber,Vetiver
108419-33-6,"Acetic acid, C8-10-branched alkyl esters, C9-rich",Fruity,Green,Earthy
124358-45-8,"Acetic acid, cyano-, reaction products with 10-undecenal",Citrus,Mandarin,Orange
68478-36-4,"Acetic acid, decyl ester, branched",Fruity,Floral,Soapy
69103-01-1,"Acetic acid, esters with turpentine-oil myrcene fraction terpene alcs.",Herbal,Lavender,Sage
513-86-0,Acetoin,Food Like,Buttery,Milky
1392276-61-7,"Acetonitrile, 2-(2,4,4-trimethylcyclopentylidene)-",Spicy,Saffron,Leathery
98-86-2,Acetophenone,Floral,Sweet,Powdery
54830-99-8,Acetoxydihydrodicyclopentadiene (Mixture of Isomers),Fruity,Green,Anisic
32388-55-9,Acetyl cedrene,Woody,Leathery,Vetiver
600-14-6,Acetyl propionyl,Gourmand,Caramel,Sweet
3608-11-5,Acetylcarene,Herbal,Woody,Floral
22047-25-2,Acetylpyrazine,Gourmand,Buttery,Popcorn
85480-47-3,"Acorus calamus, ext., hydrogenated",Spicy,Herbal,Medicinal
94350-09-1,Agarwood extract,Woody,Animal Like,Smoky
958663-49-5,"Agarwood extract, Vietnamese",Woody,Animal Like,Smoky
94350-09-1,Agarwood oil,Woody,Animal Like,Smoky
1333524-00-7,"Agarwood oil, Indonesia",Woody,Animal Like,Smoky
958663-49-5,"Agarwood oil, Vietnamese",Woody,Animal Like,Smoky
8001-99-8,Ajowan oil,Herbal,Green,Smoky
943609-24-3,"Alcoholic beverages, rum, CO2 extract, nonalc.",Fruity,Rum,Fresh
943609-24-3,"Alcoholic beverages, rum, extract, nonalc.",Fruity,Rum,Ethereal
943609-24-3,"Alcoholic beverages, rum, nonalc., distillate",Fruity,Rum,Fresh
93821-11-5,"Alcohols, C9-11-branched and linear, C10-rich",Floral,Waxy,Fermented
68526-85-2,"Alcohols, C9-11-iso-, C10-rich",Floral,Fatty,Rose
73049-35-1,"Alcohols, sesquiterpenoidal, citronella-oil",Citrus,Floral,Green
130169-57-2,"Aldehydes, C13-15-branched and linear",Aldehydic,Orange,Waxy
84082-36-0,Alfalfa extract,Green,Seaweed,Grassy
8006-77-7,Allspice oil,Spicy,Sweet,Balsamic
67634-01-9,Allyl (2-methylbutoxy)acetate,Fruity,Pineapple,Green
67634-00-8,Allyl (3-methylbutoxy)acetate,Fruity,Green,Pineapple
68901-15-5,Allyl (cyclohexyloxy)acetate,Herbal,Green,Galbanum
79-78-7,Allyl alpha-ionone,Powdery,Floral,Violet
2051-78-7,Allyl butyrate,Fruity,Pineapple,Green
1866-31-5,Allyl cinnamate,Spicy,Balsamic,Cinnamon
4728-82-9,Allyl cyclohexaneacetate,Fruity,Sweet,Pineapple
2705-87-5,Allyl cyclohexanepropionate,Fruity,Pineapple,Apple
57856-81-2,Allyl decanoate,Fruity,Sweet,Pineapple
2179-57-9,Allyl disulfide,Sulfurous,Onion,Garlic
142-19-8,Allyl heptanoate,Fruity,Pineapple,Green
123-68-2,Allyl hexanoate,Fruity,Sweet,Pineapple
4230-97-1,Allyl octanoate,Fruity,Pineapple,Waxy
7493-74-5,Allyl phenoxyacetate,Green,Fruity,Honey
1797-74-6,Allyl phenylacetate,Fruity,Honey,Rum
2408-20-0,Allyl propionate,Fruity,Apple,Apricot
592-88-1,Allyl sulfide,Sulfurous,Onion,Garlic
68132-80-9,Allyl trimethylhexanoate,Fruity,Pineapple,Spicy
8013-76-1,"Almond oil, bitter",Gourmand,Cherry,Almond
65114-03-6,"alpha,2,2,3-tetramethylcyclopent-3-ene-1-butyraldehyde",Woody,Sandalwood,Floral
67634-15-5,"alpha,alpha-Dimethyl-p-ethylphenylpropanal",Ozonic,Floral,Aldehydic
100-86-7,"alpha,alpha-Dimethylphenethyl alcohol",Floral,Fresh,Rose
10094-34-5,"alpha,alpha-Dimethylphenethyl butyrate",Fruity,Floral,Berry
10058-43-2,"alpha,alpha-Dimethylphenethyl formate",Floral,Herbal,Green
67785-77-7,"alpha,alpha-Dimethylphenylethyl propionate",Floral,Sweet,Jasmin
43052-87-5,"alpha-1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-2-buten-1-one",Floral,Sweet,Berry
60763-41-9,alpha-Amyl cinnamic aldehyde diethyl acetal,Floral,Fruity,Citrus
78605-96-6,alpha-Amyl trans-Cinnamaldehyde,Floral,Fresh,Citrus
122-40-7,alpha-Amylcinnamaldehyde,Floral,Jasmin,Balsamic
91-87-2,alpha-Amylcinnamaldehyde dimethyl acetal,Floral,Jasmin,Fruity
68527-78-6,alpha-Amylcinnamaldehyde-methyl anthranilate (Schiff base),Floral,Fresh,Jasmin
101-85-9,alpha-Amylcinnamyl alcohol,Floral,Jasmin,Citrus
17627-44-0,alpha-Bisabolene,Floral,Soft,Balsamic
7492-44-6,alpha-Butylcinnamaldehyde,Floral,Fruity,Green
469-61-4,alpha-Cedrene,Woody,Cedarwood,Aromatic
10461-98-0,alpha-Cyclohexylidene benzeneacetonitrile,Floral,Rose,Geranium
502-61-4,alpha-Farnesene,Floral,Woody,Green
3691-12-1,alpha-Guaiene,Woody,Peppery,Balsamic
101-86-0,alpha-Hexylcinnamaldehyde,Floral,Jasmin,Citrus
25312-34-9,alpha-Ionol,Powdery,Floral,Gourmand
127-41-3,alpha-Ionone,Floral,Violet,Fruity
79-69-6,alpha-Irone,Floral,Iris,Violet
7779-78-4,alpha-Isobutylphenethyl alcohol,Balsamic,Floral,warm
127-51-5,alpha-iso-Methylionone,Floral,Violet,Woody
1205-17-0,"alpha-Methyl-1,3-benzodioxole-5-propionaldehyde",Floral,Green,Cyclamen
93-92-5,alpha-Methylbenzyl acetate,Green,Fruity,Rhubarb
98-85-1,alpha-Methylbenzyl alcohol,Floral,Fruity,Woody
3460-44-4,alpha-Methylbenzyl butyrate,Fruity,Berry,Juicy
7775-39-5,alpha-Methylbenzyl isobutyrate,Fruity,Floral,Tropical-Fruit
120-45-6,alpha-Methylbenzyl propionate,Fruity,Floral,Green
101-39-3,alpha-Methylcinnamaldehyde,Spicy,Warm,Sweet
1504-55-8,alpha-Methylcinnamic alcohol,Floral,Sweet,Oriental
10528-67-3,alpha-Methyl-cyclohexanepropanol,Floral,Muguet,Green
99-83-2,alpha-Phellandrene,Citrus,Lime,Herbal
80-56-8,alpha-Pinene,Herbal,Pine,Camphoraceous
705-73-7,alpha-Propylphenethyl alcohol,Green,Fruity,Earthy
98-55-5,alpha-Terpineol,Herbal,Floral,Pine
80-26-2,alpha-Terpineol acetate,Citrus,Bergamot,Herbal
8038-65-1,Ambergris tincture,Amber,Sweet,Mossy
8015-62-1,Ambrette seed absolute,Musk like,Fruity,Floral
8015-62-1,Ambrette seed extract,Musk like,Fruity,Floral
8015-62-1,Ambrette seed oil,Musk like,Fruity,Floral
8015-62-1,Ambrette seed oil,Musk like,Fruity,Floral
8015-62-1,Ambrette tincture,Musk like,Fruity,Floral
71-41-0,Amyl alcohol,Balsamic,Fruity,Light
540-18-1,Amyl butyrate,Fruity,Banana,Pineapple
3487-99-8,Amyl cinnamate,Woody,Balsamic,Sweet
638-49-3,Amyl formate,Fruity,Banana,Green
540-07-8,Amyl hexanoate,Fruity,Sweet,Green
2445-72-9,Amyl isobutyrate,Fruity,Apple,Banana
638-25-5,Amyl octanoate,Fruity,Pineapple,Green
2050-08-0,Amyl salicylate,Floral,Green,Balsamic
2173-56-0,Amyl valerate,Fruity,Banana,Pear
67874-72-0,Amylcyclohexyl acetate (mixed isomers),Woody,Herbal,Pine
8015-65-4,Amyris oil,Woody,Sandalwood,Warm
68916-14-3,"Amyris oil, acetylated",Woody,Sandalwood,Smoky
8015-65-4,"Amyris oil, rectified",Woody,Sandalwood,Warm
104-46-1,Anethole (isomer unspecified),Anisic,Green,Herbal
8015-64-3,Angelica root oil,Spicy,Herbal,Amber
8015-64-3,Angelica seed absolute,Spicy,Peppery,Woody
8015-64-3,Angelica seed extract,Spicy,Pungent,Fresh
8015-64-3,Angelica seed oil,Spicy,Pungent,Fresh
8007-70-3,Anise seed oil,Anisic,Herbal,Liquorice
100-66-3,Anisole,Floral,Medicinal,Hawthorn
1331-83-5,Anisyl acetate (isomer unspecified),Fruity,Berry,Anisic
105-13-5,Anisyl alcohol,Anisic,Sweet,Licorice
1331-81-3,"Anisyl alcohol (o-,m-,p-)",Anisic,Sweet,Liquorice
122-91-8,Anisyl formate,Spicy,Powdery,Anisic
102-17-0,Anisyl phenylacetate,Fruity,Anisic,Honey
7549-33-9,Anisyl propionate,Fruity,Anisic,Berry
883111-87-3,Apple alcoholate,Fruity,Apple,Fresh
883111-87-3,Apple distillate,Fruity,Apple,Fresh
883111-87-3,Apple essence oil,Fruity,Apple,Green
883111-87-3,Apple extract,Fruity,Apple,Fresh
883111-87-3,"Apple oil, rectified",Fruity,Apple,Fresh
883111-87-3,Apple tincture,Fruity,Apple,Fresh
72869-69-3,Apricot absolute,Gourmand,Fruity,Sweet
68991-20-8,Armoise vulgaris oil,Herbal,Fresh,Camphoraceous
84775-75-7,Artemisia herba-alba oil,Herbal,Thyme,Camphoraceous
9000-04-8,Asafetida oil,Green,Sulfurous,Onion
68916-62-1,Baccartol,Citrus,Floral,Fresh
84082-61-1,Balm leaves extract,Citrus,Lemon,Fresh
8007-00-9,"Balsam absolute, Peru",Woody,Balsamic,Vanilla
8007-00-9,"Balsam absolute, Peru, pyrogenated",Woody,Balsamic,Vanilla
8007-00-9,"Balsam extract, Peru",Woody,Balsamic,Vanilla
85085-34-3,Balsam fir oleoresin,Woody,Balsamic,Pine
8007-00-9,"Balsam oil, Peru",Woody,Balsamic,Vanilla
8007-00-9,"Balsam oil, Peru",Woody,Balsamic,Vanilla
8007-00-9,"Balsam resinoid, Peru",Woody,Balsamic,Vanilla
8007-00-9,"Balsam, Peru",Woody,Balsamic,Vanilla
8007-47-4,"Balsams, Canada",Balsamic,Fresh,Woody
8015-73-4,"Basil absolute, chemotype linalool",Herbal,Aromatic,Spicy
8015-73-4,"Basil oil, chemotype estragole",Herbal,Aromatic,Green
8015-73-4,"Basil oil, chemotype estragole, rectified",Herbal,Aromatic,Green
8015-73-4,"Basil oil, chemotype linalool",Herbal,Aromatic,Floral
8015-73-4,"Basil oleoresin, chemotype estragole",Herbal,Aromatic,Floral
8006-78-8,"Bay leaves oil, West Indian, rectified",Spicy,Warm,Sweet
8006-78-8,"Bay leaves, West Indian, CO2 extract",Spicy,Warm,Sweet
8006-78-8,"Bay leaves, West Indian, extract",Spicy,Warm,Sweet
8006-78-8,"Bay leaves, West Indian, oil",Spicy,Warm,Sweet
68916-05-2,"Bay leaves, West Indian, oil",Spicy,Sweet,Balsamic
68916-05-2,"Bay oil, terpeneless",Spicy,Sweet,Balsamic
8021-39-4,Beechwood creosote,Woody,Smoky,Burnt
8012-89-3,Beeswax absolute,Floral,Balsamic,Honey
8012-89-3,Beeswax CO2 extract,Floral,Balsamic,Honey
8012-89-3,Beeswax concrete,Floral,Balsamic,Honey
8012-89-3,Beeswax resinoid,Floral,Balsamic,Honey
100-52-7,Benzaldehyde,Fruity,Cherry,Almond
1125-88-8,Benzaldehyde dimethyl acetal,Floral,Almond,Fruity
37837-44-8,Benzaldehyde methyl anthranilate (Schiff base),Floral,Almond,Cherry-Blossom
2568-25-4,Benzaldehyde propylene glycol acetal,Floral,Narcissus,Sweet
2186-92-7,"Benzene, 1-(dimethoxymethyl)-4-methoxy-",Floral,Hawthorn,Jasmin
637-69-4,"Benzene, 1-ethenyl-4-methoxy-",Anisic,Floral,Sweet
68844-97-3,"Benzeneacetaldehyde, 3,4-dimethyl-",Green,Floral,Fresh
130786-09-3,"Benzeneacetonitrile, a-butylidene-, (Z)",Floral,Herbal,Green
2206-94-2,"Benzenemethanol, alpha-methylene-, acetate",Floral,Jasmin,Green
134123-93-6,"Benzenepropanenitrile, 4-ethyl-.alpha.,.alpha.-dimethyl-",Herbal,Marine,Ozonic
56836-93-2,"Benzenepropanol, a,ß-dimethyl-",Floral,Muguet,Soft
65-85-0,Benzoic acid,Herbal,Balsamic,Powdery
67785-76-6,"Benzoic acid, 2-[(2-phenylethylidene)amino]-, methyl ester",Green,Hyacinth,Floral
111753-60-7,"Benzoic acid, 2-((3-(1,3-benzodioxol-5-yl)-2-methylpropylidene)amino)-, methyl ester",Floral,Neroli,Medicinal
14735-72-9,"Benzoic acid, 2-.(..(.(4-methoxyphenyl)methylene.).amino.).-,methyl ester",Floral,Neroli,Sweet
144761-91-1,"Benzoic acid, 2-[(1-hydroxy-3-phenylbutyl)amino], methyl ester",Floral,Neroli,Green
68039-34-9,"Benzoic acid, 2-[[[3-(4-hydroxy-4-methylpentyl)-3-cyclohexen-1-",Floral,Sweet,Neroli
"","yl]methylene]amino],methyl ester",,,
111753-62-9,"Benzoic acid, 2-[[3-(4-methoxyphenyl)-2-methylpropylidene]amino]-, methyl ester",Floral,Neroli,Marine
873888-84-7,"Benzoic acid, 2-hydroxy-, (3Z)-1-methyl-3-hexen-1-yl ester",Floral,Green,Muguet
51115-63-0,"Benzoic acid, 2-hydroxy-, 2-methylbutyl ester",Floral,Herbal,Woody
22717-57-3,"Benzoic acid, 2-hydroxy-5-methyl-, methyl ester",Fruity,Fresh,Minty
89-71-4,"Benzoic acid, 2-methyl-, methyl ester",Floral,Neroli,Citrus
96682-10-9,"Benzoic acid, 4-(benzoyloxy)-, phenylmethyl ester",Floral,Balsamic,Sweet
119-53-9,Benzoin,Balsamic,Sweet,Vanilla
9000-72-0,"Benzoin CO2 extract, Siam",Balsamic,Sweet,Milky
9000-72-0,"Benzoin extract, Siam",Balsamic,Sweet,Milky
9000-05-9,"Benzoin extract, Sumatra",Balsamic,Sweet,Vanilla
9000-72-0,"Benzoin gum, Siam",Balsamic,Sweet,Milky
9000-05-9,"Benzoin gum, Sumatra",Balsamic,Sweet,Vanilla
9000-05-9,Benzoin infusion,Balsamic,Sweet,Vanilla
9000-72-0,"Benzoin resinoid, Siam",Balsamic,Sweet,Milky
9000-05-9,"Benzoin resinoid, Sumatra",Balsamic,Sweet,Vanilla
100-47-0,Benzonitrile,Gourmand,Almond,Nutty
119-61-9,Benzophenone,Floral,Sweet,Herbal
95-16-9,Benzothiazole,Sulfurous,Coffee,Nutty
2094-69-1,"Benzyl 2,2-dimethylpropanoate",Floral,Herbal,Chamomile
2051-96-9,Benzyl 2-hydroxypropionate,Floral,Buttery,Fatty
56423-40-6,Benzyl 2-methylbutyrate,Floral,Fruity,Gardenia
140-11-4,Benzyl acetate,Fruity,Floral,Jasmin
2550-26-7,Benzyl acetone,Floral,Green,Jasmin
100-51-6,Benzyl alcohol,Balsamic,Fruity,Floral
120-51-4,Benzyl benzoate,Balsamic,Fruity,Floral
103-37-7,Benzyl butyrate,Fruity,Apple,Pineapple
103-41-3,Benzyl cinnamate,Spicy,Balsamic,Cinnamon
104-57-4,Benzyl formate,Floral,Cherry,Almond
6938-45-0,Benzyl hexanoate,Floral,Jasmin,Apricot
122-73-6,Benzyl isoamyl ether,Balsamic,Anisic,Fruity
103-28-6,Benzyl isobutyrate,Fruity,Apple,Pineapple
103-38-8,Benzyl isovalerate,Floral,Fruity,Animal Like
140-25-0,Benzyl laurate,Aldehydic,Waxy,Fatty
100-53-8,Benzyl mercaptan,Sulfurous,Garlic,Vegetable
538-86-3,Benzyl methyl ether,Floral,Ylang,Green
10276-85-4,Benzyl octanoate,Herbal,Fruity,Peach
102-16-9,Benzyl phenylacetate,Honey,Sweet,Floral
122-63-4,Benzyl propionate,Fruity,Floral,Jasmin
118-58-1,Benzyl salicylate,Floral,Balsamic,Dry
37526-88-8,Benzyl trans-2-methyl-2-butenoate,Earthy,Mushroom,Balsamic
10361-39-4,Benzyl valerate,Fruity,Floral,Apple
622-78-6,Benzylisothiocyanate,Spicy,Medicinal,Horseradish
8007-75-8,Bergamot oil,Citrus,Fresh,Floral
68917-80-6,Bergamot oil terpenes,Citrus,Floral,Fresh
8007-75-8,"Bergamot oil, expressed",Citrus,Fresh,Floral
68648-33-9,"Bergamot oil, furocoumarin free",Citrus,Fresh,Floral
8007-75-8,"Bergamot oil, rectified",Citrus,Fresh,Floral
8007-75-8,"Bergamot oil, terpeneless",Citrus,Fresh,Floral
35044-68-9,"beta-1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-2-buten-1-one",Floral,Rose,Plum
87-44-5,beta-Caryophyllene,Spicy,Earthy,Carrot
18794-84-8,beta-Farnesene,Floral,Woody,Jasmin
88-84-6,beta-Guaiene,Woody,Sweet,Guaicwood
22029-76-1,beta-Ionol,Herbal,Violet,Balsamic
14901-07-6,beta-Ionone,Floral,Woody,Violet
22030-19-9,beta-Ionyl acetate,Fruity,Raspberry,Violet
55066-49-4,beta-Methyl-benzenepentanal,Floral,Marine,Citrus
1123-85-9,beta-Methylphenethyl alcohol,Floral,Green,Spicy
63449-68-3,beta-Naphthyl anthranilate,Floral,Neroli,Grape
93-18-5,beta-Naphthyl ethyl ether,Floral,Sweet,Neroli
2173-57-1,beta-Naphthyl isobutyl ether,Fruity,Neroli,Strawberry
93-04-9,beta-Naphthyl methyl ether,Floral,Neroli,Powdery
514-51-2,beta-Patchoulene,Woody,Patchouli,Terpenic
555-10-2,beta-Phellandrene,Spicy,Peppery,Citrus
127-91-3,beta-Pinene,Herbal,Pine,Lime
60066-88-8,beta-Sinensal,Citrus,Mandarin,Aldehydic
464-48-2,"Bicyclo(2.2.1)heptan-2-one, 1,7,7-trimethyl-, (1S)-",Camphoraceous,Herbal,Fresh
116126-82-0,"Bicyclo[2.2.1]hept-5-ene-2-carboxylic acid, 3-(1-methylethyl)-, ethyl ester, (2-exo,3-",Fruity,Banana,Pineapple
"",endo)-,,,
55066-54-1,"Bicyclo[2.2.1]heptan-2-ol, 1,3,3-trimethyl-, benzoate",Aromatic,Pine,Waxy
137255-07-3,"Bicyclo[2.2.1]heptan-2-ol, 2-ethyl-1,3,3-trimethyl-, (1R,2R,4S)-",Minty,Earthy,Oily
67800-86-6,"Bicyclo[2.2.1]heptane, 2-ethoxy-1,3,3-trimethyl-",Aromatic,Pine,Woody
862111-34-0,"Bicyclo[2.2.1]heptane, 2-ethyl-6-methoxy-",Citrus,Green,Herbal
4747-61-9,"Bicyclo[3.1.1]heptane-2-ethanol, 6,6-dimethyl-",Floral,Herbal,Ylang
30897-75-7,"Bicyclo[3.1.1]hept-2-ene-2-acetaldehyde, 6,6-dimethyl-",Aromatic,Pine,Woody
1196-01-6,"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-, (1S,5S)-",Herbal,Camphoraceous,Minty
216970-21-7,"Bicyclo[4,3,1]decane, 3-methoxy-7,7-dimethyl-10-methylene",Woody,Grapefruit,Vetiver
92-52-4,Biphenyl,Green,Rose,Geranium
8001-88-5,"Birch tar oil, rectified",Woody,Warm,Smoky
26160-83-8,"Bis(hydroxymethyl)tricyclo[5.2.1.02,6]decane",Woody,Musk Like,Sandalwood
1618-26-4,bis-(Methylthio)methane,Sulfurous,Truffle,Garlic
495-62-5,Bisabolene,Spicy,Balsamic,Warm
507-70-0,Borneol,Herbal,Camphoraceous,Pine
76-49-3,Bornyl acetate,Woody,Pine,Fruity
76-50-6,Bornyl isovalerate,Woody,Pine,Fruity
8053-33-6,Boronia absolute,Fruity,Blackcurrant,Sweet
68916-76-7,Bran absolute,Amber,Vanilla,Honey
68650-46-4,"Bucchu absolute, betulina",Fruity,Green,Minty
68650-46-4,"Bucchu oil, betulina",Fruity,Green,Minty
92346-85-5,"Bucchu oil, crenulata",Green,Minty,Fruity
68650-46-4,"Bucchu oil, rectified, betulina",Fruity,Green,Minty
68650-46-4,"Bucchu resinoid, betulina",Fruity,Green,Minty
94333-88-7,"Bulnesia sarmienti, ext., acetate",Woody,Vetiver,Cedarwood
959130-05-3,Bursera graveolens wood oil,Aromatic,Citrus,Terpenic
406488-30-0,"Butanamide, 2-ethyl-N-methyl-N-(3-methylphenyl)-",Fruity,Tropical-Fruit,Grapefruit
155514-23-1,"Butanoic acid, 2-methyl-, 5-hexen-1-yl ester",Green,Fruity,Pineapple
1266606-26-1,"Butanoic acid, 2-methyl-5-(1-methylethyl)cyclopentyl ester",Fruity,Green,Apple
68039-26-9,"Butanoic acid, 2-methyl-, pentyl ester",Fruity,Apple,Tropical-Fruit
34322-08-2,"Butanoic acid, 2-methyl, S-(1-methylpropyl) ester",Fruity,Sulfurous,Fresh
113889-23-9,"Butanoic acid, 3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indenyl ester",Fruity,Peach,Woody
91745-88-9,Butter acids,Acidic,Buttery,Waxy
97926-23-3,Butter esters,Gourmand,Creamy,Buttery
109-42-2,Butyl 10-undecenoate,Fruity,Buttery,Oily
7785-66-2,Butyl 2-methylcrotonate (E),Floral,Fruity,Herbal
7785-64-0,Butyl 2-methylcrotonate (Z),Fruity,Rose,Wine
6297-41-2,Butyl 2-methylvalerate,Herbal,Chamomile,Floral
123-86-4,Butyl acetate,Fruity,Pear,Pineapple
71-36-3,Butyl alcohol,Fruity,Banana,Pear
7756-96-9,Butyl anthranilate,Floral,Neroli,Green
136-60-7,Butyl benzoate,Floral,Balsamic,Fruity
109-21-7,Butyl butyrate,Fruity,Raspberry,Blueberry
7492-70-8,Butyl butyryllactate,Gourmand,Fruity,Milky
538-65-8,Butyl cinnamate,Balsamic,Spicy,Fruity
592-84-7,Butyl formate,Fruity,Plum,Fermented
626-82-4,Butyl hexanoate,Fruity,Pear,Apple
97-87-0,Butyl isobutyrate,Fruity,Apple,Pear
109-19-3,Butyl isovalerate,Fruity,Apple,Pear
138-22-7,Butyl lactate,Gourmand,Milky,Fatty
2052-15-5,Butyl levulinate,Fruity,Waxy,Caramel
589-75-3,Butyl octanoate,Gourmand,Buttery,Herbal
122-43-0,Butyl phenylacetate,Floral,Fruity,Pear
590-01-2,Butyl propionate,Fruity,Sweet,Banana
2052-14-4,Butyl salicylate,Floral,Neroli,Fruity
544-40-1,Butyl sulfide,Fruity,Rose,Geranium
123-72-8,Butyraldehyde,Gourmand,Fruity,Chocolate
107-92-6,Butyric acid,Acidic,Gourmand,Cheesy
84012-17-9,Buxus sempervirens absolute,Woody,Mossy,Liquorice
68188-03-4,Cabreuva oil,Woody,Sweet,Balsamic
8002-31-1,Cacao absolute,Gourmand,Chocolate,Powdery
8002-31-1,Cacao extract,Gourmand,Chocolate,Powdery
8002-31-1,Cacao infusion and tincture,Gourmand,Chocolate,Powdery
8002-31-1,Cacao oil,Gourmand,Chocolate,Powdery
8013-10-3,Cade oil,Smoky,Phenolic,Leathery
8013-10-3,Cade oil,Smoky,Phenolic,Leathery
8013-10-3,"Cade oil, rectified",Smoky,Phenolic,Leathery
29350-73-0,Cadinene,Woody,Cedarwood,Smoky
8008-98-8,Cajuput oil,Herbal,Fresh,Aromatic
8015-79-0,Calamus oil,Woody,Warm,Spicy
1069136-34-0,Callitropsis nootkatensis oil,Woody,Fresh,Earthy
1069136-34-0,"Callitropsis nootkatensis oil, rectified",Woody,Fresh,Earthy
68916-73-4,Camellia leaf extract,Floral,Green,Tea
68916-73-4,Camillia leaf concentrate,Floral,Green,Tea
68916-73-4,Camillia leaf distillate,Floral,Green,Tea
79-92-5,Camphene,Herbal,Camphoraceous,Woody
8008-51-3,"Camphor oil, white",Camphoraceous,Fresh,Herbal
8008-51-3,"Camphor oil, white, rectified",Camphoraceous,Fresh,Herbal
68606-83-7,Cananga oil,Floral,Spicy,Ylang
8023-77-6,Capsicum oleoresin,Spicy,Hay,Tobacco
97675-54-2,Carambola alcoholate,Fruity,Tropical-Fruit,Pear
8000-42-8,Caraway seed oil,Herbal,Spicy,Fresh
8000-42-8,"Caraway seed oil, rectified",Herbal,Spicy,Fresh
67643-70-3,"Carbamic acid, N,N-dimethyl-, 1-ethenyl-1,5-dimethyl-4-hexen-1-yl ester",Spicy,Fresh,Peppery
8000-66-6,Cardamom seed absolute,Spicy,Aromatic,Metallic
8000-66-6,Cardamom seed CO2 extract,Spicy,Aromatic,Metallic
8000-66-6,Cardamom seed distillate,Spicy,Aromatic,Metallic
8000-66-6,Cardamom seed extract,Spicy,Aromatic,Metallic
8000-66-6,Cardamom seed oil,Spicy,Aromatic,Metallic
8000-66-6,Cardamon seed,Spicy,Aromatic,Metallic
8021-43-0,Carnation absolute,Floral,Carnation,Spicy
79070-15-8,Carob absolute,Woody,Sweet,Fruity
79070-15-8,Carob bean extract,Woody,Sweet,Fruity
8015-88-1,Carrot seed,Powdery,Dry,Fruity
8015-88-1,Carrot seed absolute,Powdery,Dry,Fruity
8015-88-1,Carrot seed oil,Powdery,Dry,Fruity
8015-88-1,Carrot seed oil terpenless,Powdery,Dry,Fruity
8015-88-1,"Carrot seed oil, rectified",Powdery,Dry,Fruity
499-75-2,Carvacrol,Herbal,Camphoraceous,Thyme
99-48-9,Carveol,Minty,Spearmint,Peppermint
97-42-7,Carvyl acetate,Herbal,Minty,Fresh
97-45-0,Carvyl propionate,Herbal,Minty,Aromatic
57082-24-3,Caryophyllene acetate,Woody,Fruity,Spicy
75975-83-6,Caryophyllene acetylated,Woody,Amber,Vetiver
32214-91-8,Caryophyllene alcohol acetate,Balsamic,Fruity,Woody
1139-30-6,Caryophyllene oxide,Woody,Carrot,Dry
8007-06-5,Cascarilla bark extract,Spicy,Woody,Peppery
8007-06-5,Cascarilla bark oil,Spicy,Woody,Peppery
8007-80-5,Cassia backs terpenes,Spicy,Sweet,Cinnamon
8007-80-5,Cassia bark extract,Spicy,Sweet,Cinnamon
8007-80-5,Cassia bark oil,Spicy,Woody,Sweet
8007-80-5,Cassia oil,Spicy,Sweet,Cinnamon
8007-80-5,"Cassia oil, (low coumarin)",Spicy,Sweet,Cinnamon
8007-80-5,"Cassia oil, rectified",Spicy,Sweet,Cinnamon
8023-82-3,Cassie absolute,Floral,Fresh,Spicy
97676-19-2,Cassis bud absolute,Fruity,Blackcurrant,Green
97676-19-2,Cassis bud CO2 extract,Fruity,Blackcurrant,Green
97676-19-2,Cassis bud oil,Fruity,Blackcurrant,Green
97676-19-2,"Cassis bud oil, terpeneless",Fruity,Blackcurrant,Green
97676-19-2,Cassis essence oil,Fruity,Blackcurrant,Green
97676-19-2,Cassis tincture,Fruity,Green,Blackcurrant
871465-49-5,Cassyrane,Fruity,Juicy,Blackcurrant
8023-83-4,Castoreum absolute,Animal like,Leathery,Phenolic
8023-83-4,Castoreum concrete,Animal like,Leathery,Phenolic
8023-83-4,Castoreum extract,Animal like,Leathery,Phenolic
8023-83-4,Castoreum resinoid,Animal like,Leathery,Phenolic
8023-83-4,Castoreum tincture,Animal like,Leathery,Phenolic
8007-20-3,Cedar leaf oil,Herbal,Cedarwood,Pungent
91770-83-1,"Cedar leaf oil, China",Herbal,Camphoraceous,Pungent
68917-35-1,"Cedar leaf oil, East Canada",Herbal,Fresh,Sharp
8007-20-3,"Cedar leaf oil, rectified",Herbal,Aromatic,Woody
68990-83-0,"Cedarwood  extract, Texas",Woody,Cedarwood,Powdery
8023-85-6,"Cedarwood extract, Atlas",Woody,Sweet,Milky
68990-83-0,"Cedarwood oil (low cedrol), Texas",Woody,Cedarwood,Powdery
61789-42-2,Cedarwood oil acetylated,Woody,Cedarwood,Amber
68608-32-2,Cedarwood oil terpenes,Woody,Cedarwood,Sandalwood
