CID,Primary Odor,Sub Odor
6437138,Floral,Orange Blossom
6437138,Fragrant,Floral
6437138,Fragrant,Orange
6437138,Fragrant,Sweet
6437138,Fragrant/Fruity,Citrus
6437138,Fragrant/Fruity,Fruity
6437138,Fresh,Fresh
6437138,Fruity,Citrus
6437138,Fruity,Lemon
6437138,Lemon,Citrus
6437138,Lemon,Fruity
6437138,Lemon,Lemon
6437138,Lemon,Sweet
6437138,Minty,Sweet
6437138,Nature,Floral
6437138,Nature,Fruity
6437138,Non-citrusfruity,Sweet
6437138,Sweet,Fruity
6437138,Sweet,Lemon
6437138,Sweet,Sweet
6437138,Terpenes/Pine/Lemon,Lemon
6437138,Terpenes/Pine/Lemon,Sweet
6437138,Vegetables,Lemon
6437163,Caramel,Honey
6437163,Floral,Floral
6437163,Floral,Geranium
6437163,Floral,Rose
6437163,Fragrant,Floral
6437163,Fragrant,Geranium
6437163,Fragrant,Rose
6437163,Nature,Floral
6437163,Plants,Neroli
6437178,Floral,Floral
6437178,Fragrant,Floral
6437178,Fresh,Fresh
6437178,Nature,Floral
6437178,Popcorn,Fatty
6437178,Waxy,Waxy
6437207,Floral,Floral
6437207,Floral,Geranium
6437207,Floral,Rose
6437207,Fragrant,Floral
6437207,Fragrant,Geranium
6437207,Fragrant,Rose
6437207,Fragrant/Fruity,Green
6437207,Green,Green
6437207,Nature,Floral
6437243,Balsamic,Balsamic
6437243,Buildingmaterials&construction,Woody
6437243,Floral,Rose
6437243,Fragrant,Rose
6437243,Fragrant/Fruity,Fruity
6437243,Grassy/Woody,Woody
6437243,Lemon,Fruity
6437243,Nature,Fruity
6437243,Nutty,Nutty
6437243,Popcorn,Nutty
6437243,Popcorn,Woody
6437243,Sweet,Fruity
6437243,Woody,Woody
6437247,Buildingmaterials&construction,Woody
6437247,Fragrant,Sweet
6437247,Grassy/Woody,Woody
6437247,Lemon,Sweet
6437247,Minty,Sweet
6437247,Non-citrusfruity,Sweet
6437247,Popcorn,Woody
6437247,Sweet,Sweet
6437247,Terpenes/Pine/Lemon,Sweet
6437247,Vegetation,Sandalwood
6437247,Woody,Sandalwood
6437247,Woody,Sawdust
6437247,Woody,Woody
6437247,Woodyoriental,Sandalwood
6437266,Ambrosial,Musk
6437266,Buildingmaterials&construction,Woody
6437266,Grassy/Woody,Woody
6437266,Popcorn,Woody
6437266,Vegetation,Sandalwood
6437266,Woody,Sandalwood
6437266,Woody,Woody
6437266,Woodyoriental,Sandalwood
6437290,Beverage,Brandy
6437290,Fragrant/Fruity,Fruity
6437290,Fragrant/Fruity,Green
6437290,Fruity,Fig
6437290,Fruity,Grape
6437290,Fruity,Prune
6437290,Green,Green
6437290,Lemon,Fruity
6437290,Nature,Fruity
6437290,Sweet,Fruity
6437290,Waxy,Waxy
6437291,Floral,Floral
6437291,Floral,Rose
6437291,Floral,Violet
6437291,Fragrant,Floral
6437291,Fragrant,Rose
6437291,Fragrant,Violet
6437291,Fragrant/Fruity,Fruity
6437291,Fresh,Fresh
6437291,Fruity,Peach
6437291,Fruity,Plum
6437291,Fruity,Tropical
6437291,Lemon,Fruity
6437291,Nature,Floral
6437291,Nature,Fruity
6437291,Sweet,Fruity
6437300,Balsamic,Balsamic
6437300,Fragrant/Fruity,Fruity
6437300,Lemon,Fruity
6437300,Nature,Fruity
6437300,Plants,Cypress
6437300,Spices,Cumin
6437300,Sweet,Fruity
6437380,Odorless,
6437407,Fragrant/Fruity,Fruity
6437407,Fruity,Apple
6437407,Lemon,Fruity
6437407,Nature,Fruity
6437407,Sweet,Fruity
6437428,Dryfruit,Apricot
6437428,Floral,Floral
6437428,Fragrant,Floral
6437428,Fragrant,Sweet
6437428,Fragrant/Fruity,Fruity
6437428,Fresh,Fresh
6437428,Fruity,Apricot
6437428,Fruity,Peach
6437428,Fruity,Plum
6437428,Fruity,Ripe
6437428,Fruity,Tropical
6437428,Lemon,Fruity
6437428,Lemon,Sweet
6437428,Minty,Sweet
6437428,Nature,Floral
6437428,Nature,Fruity
6437428,Non-citrusfruity,Sweet
6437428,Other,Fleshy
6437428,Plants,Davana
6437428,Popcorn,Warm
6437428,Sweet,Fruity
6437428,Sweet,Jammy
6437428,Sweet,Sweet
6437428,Sweet,Warm
6437428,Terpenes/Pine/Lemon,Sweet
6437442,Fragrant/Fruity,Fruity
6437442,Fruity,Berry
6437442,Lemon,Fruity
6437442,Nature,Fruity
6437442,Sweet,Fruity
6437460,Buildingmaterials&construction,Woody
6437460,Food,Spices
6437460,Grassy/Woody,Woody
6437460,Minty,Spices
6437460,Non-fooditems,Oily
6437460,Popcorn,Oily
6437460,Popcorn,Woody
6437460,Softfloral,Powdery
6437460,Spices,Spices
6437460,Vegetation,Sandalwood
6437460,Woody,Sandalwood
6437460,Woody,Woody
6437460,Woody/Resinous,Spices
6437460,Woodyoriental,Sandalwood
6437467,Buildingmaterials&construction,Woody
6437467,Floral,Floral
6437467,Floral,Violet
6437467,Fragrant,Floral
6437467,Fragrant,Violet
6437467,Fragrant/Fruity,Fruity
6437467,Grassy/Woody,Woody
6437467,Lemon,Fruity
6437467,Nature,Floral
6437467,Nature,Fruity
6437467,Popcorn,Woody
6437467,Softfloral,Powdery
6437467,Sweet,Fruity
6437467,Woody,Vetiver
6437467,Woody,Woody
6437468,Dry,Dry
6437468,Drywoods,Tobacco
6437468,Floral,Violet
6437468,Fragrant,Sweet
6437468,Fragrant,Violet
6437468,Grassy/Woody,Sweet Tobacco
6437468,Herbaceous,Tobacco
6437468,Lemon,Sweet
6437468,Minty,Sweet
6437468,Non-citrusfruity,Sweet
6437468,Nutty,Nutty
6437468,Popcorn,Nutty
6437468,Sweet,Sweet
6437468,Terpenes/Pine/Lemon,Sweet
6437468,Tobaccosmoke,Sweet Tobacco
6437468,Tobaccosmoke,Tobacco
6437469,Buildingmaterials&construction,Woody
6437469,Floral,Violet
6437469,Fragrant,Violet
6437469,Fruity,Berry
6437469,Grassy/Woody,Woody
6437469,Plants,Orris
6437469,Popcorn,Woody
6437469,Softfloral,Powdery
6437469,Woody,Woody
6437473,Balsamic,Balsamic
6437473,Buildingmaterials&construction,Woody
6437473,Floral,Floral
6437473,Floral,Orchid
6437473,Fragrant,Floral
6437473,Fragrant/Fruity,Green
6437473,Grassy/Woody,Woody
6437473,Green,Green
6437473,Nature,Floral
6437473,Popcorn,Woody
6437473,Woody,Woody
6437544,Fragrant/Fruity,Fruity
6437544,Fruity,Apple
6437544,Fruity,Pear
6437544,Lemon,Fruity
6437544,Nature,Fruity
6437544,Sweet,Fruity
6437544,Waxy,Waxy
6437572,Fragrant/Fruity,Fruity
6437572,Fragrant/Fruity,Green
6437572,Fruity,Melon
6437572,Green,Green
6437572,Lemon,Fruity
6437572,Nature,Fruity
6437572,Sweet,Fruity
6437572,Vegetables,Cucumber
6437599,Buildingmaterials&construction,Woody
6437599,Drywoods,Tobacco
6437599,Food,Spices
6437599,Fragrant,Sweet
6437599,Fragrant/Fruity,Fruity
6437599,Grassy/Woody,Hay
6437599,Grassy/Woody,Sweet Tobacco
6437599,Grassy/Woody,Woody
6437599,Herbaceous,Hay
6437599,Herbaceous,Tobacco
6437599,Lemon,Fruity
6437599,Lemon,Sweet
6437599,Minty,Spices
6437599,Minty,Sweet
6437599,Nature,Fruity
6437599,Non-citrusfruity,Sweet
6437599,Nutty,Nutty
6437599,Popcorn,Nutty
6437599,Popcorn,Woody
6437599,Spices,Spices
6437599,Sweet,Fruity
6437599,Sweet,Sweet
6437599,Terpenes/Pine/Lemon,Sweet
6437599,Tobaccosmoke,Sweet Tobacco
6437599,Tobaccosmoke,Tobacco
6437599,Woody,Woody
6437599,Woody/Resinous,Spices
6437648,Floral,Rose
6437648,Fragrant,Rose
6437648,Fragrant/Fruity,Fruity
6437648,Fruity,Apple
6437648,Lemon,Fruity
6437648,Nature,Fruity
6437648,Sweet,Fruity
6437677,Floral,Floral
6437677,Floral,Rose
6437677,Fragrant,Floral
6437677,Fragrant,Rose
6437677,Nature,Floral
6437677,Vegetation,Leafy
6437677,Waxy,Waxy
6437720,Floral,Floral
6437720,Floral,Rose
6437720,Fragrant,Floral
6437720,Fragrant,Rose
6437720,Fragrant,Sweet
6437720,Lemon,Sweet
6437720,Minty,Sweet
6437720,Nature,Floral
6437720,Non-citrusfruity,Sweet
6437720,Plants,Palmarosa
6437720,Spices,Cinnamyl
6437720,Sweet,Sweet
6437720,Terpenes/Pine/Lemon,Sweet
6437735,Aromatic,Clove
6437735,Balsamic,Balsamic
6437735,Floral,Carnation
6437735,Floral,Floral
6437735,Food,Spices
6437735,Fragrant,Floral
6437735,Fragrant,Sweet
6437735,Herbaceous,Tea
6437735,Lemon,Sweet
6437735,Minty,Spices
6437735,Minty,Sweet
6437735,Nature,Floral
6437735,Non-citrusfruity,Sweet
6437735,Spices,Clove
6437735,Spices,Spices
6437735,Sweet,Sweet
6437735,Terpenes/Pine/Lemon,Sweet
6437735,Woody/Resinous,Spices
6437737,Balsamic,Balsamic
6437737,Buildingmaterials&construction,Woody
6437737,Drywoods,Tobacco
6437737,Food,Spices
6437737,Fragrant,Sweet
6437737,Fragrant/Fruity,Green
6437737,Grassy/Woody,Sweet Tobacco
6437737,Grassy/Woody,Woody
6437737,Green,Green
6437737,Herbaceous,Tobacco
6437737,Lemon,Sweet
6437737,Minty,Spices
6437737,Minty,Sweet
6437737,Non-citrusfruity,Sweet
6437737,Plants,Tonka
6437737,Popcorn,Woody
6437737,Spices,Spices
6437737,Sweet,Sweet
6437737,Terpenes/Pine/Lemon,Sweet
6437737,Tobaccosmoke,Sweet Tobacco
6437737,Tobaccosmoke,Tobacco
6437737,Woody,Woody
6437737,Woody/Resinous,Spices
6437739,Buildingmaterials&construction,Woody
6437739,Earthy,Earthy
6437739,Earthy/Musty/Moldy,Earthy
6437739,Earthy/Musty/Moldy,Earthy/ Musty
6437739,Grassy/Woody,Woody
6437739,Popcorn,Earthy
6437739,Popcorn,Woody
6437739,Sharp/Pungent,Earthy
6437739,Vegetation,Root
6437739,Woody,Vetiver
6437739,Woody,Woody
6437739,Woody/Resinous,Earthy
6437774,Dryfruit,Walnut
6437774,Floral,Floral
6437774,Fragrant,Floral
6437774,Fragrant/Fruity,Green
6437774,Green,Green
6437774,Green,Violet Leaves
6437774,Nature,Floral
6437774,Nutty,Walnut
6437805,Floral,Floral
6437805,Floral,Rose
6437805,Fragrant,Floral
6437805,Fragrant,Rose
6437805,Nature,Floral
6437805,Waxy,Waxy
6437979,Balsamic,Balsamic
6437979,Floral,Floral
6437979,Fragrant,Floral
6437979,Nature,Floral
6437982,Chemical/Hydrocarbon,Aldehydic
6437982,Floral,Floral
6437982,Floral,Lily
6437982,Floral,Magnolia
6437982,Floral,Muguet
6437982,Fragrant,Floral
6437982,Nature,Floral
6438067,Drywoods,Tobacco
6438067,Floral,Floral
6438067,Floral,Rose
6438067,Fragrant,Floral
6438067,Fragrant,Rose
6438067,Fragrant/Fruity,Fruity
6438067,Fruity,Plum
6438067,Herbaceous,Tobacco
6438067,Lemon,Fruity
6438067,Nature,Floral
6438067,Nature,Fruity
6438067,Sweet,Fruity
6438067,Tobaccosmoke,Tobacco
6438069,Floral,Floral
6438069,Floral,Jasmine
6438069,Fragrant,Floral
6438069,Fragrant/Fruity,Fruity
6438069,Fragrant/Fruity,Green
6438069,Fruity,Banana
6438069,Fruity,Tropical
6438069,Green,Green
6438069,Lemon,Fruity
6438069,Nature,Floral
6438069,Nature,Fruity
6438069,Non-citrusfruity,Banana
6438069,Other,Natural
6438069,Sweet,Fruity
6438069,Waxy,Waxy
6438070,Dryfruit,Apricot
6438070,Floral,Floral
6438070,Floral,Jasmine
6438070,Fragrant,Floral
6438070,Fragrant/Fruity,Fruity
6438070,Fruity,Apricot
6438070,Fruity,Peach
6438070,Lemon,Fruity
6438070,Nature,Floral
6438070,Nature,Fruity
6438070,Non-fooditems,Oily
6438070,Popcorn,Oily
6438070,Sweet,Fruity
6438191,Ambrosial,Musk
6438191,Buildingmaterials&construction,Woody
6438191,Drywoods,Tobacco
6438191,Grassy/Woody,Woody
6438191,Herbaceous,Tobacco
6438191,Mossywoods,Amber
6438191,Popcorn,Woody
6438191,Softoriental,Amber
6438191,Tobaccosmoke,Tobacco
6438191,Woody,Vetiver
6438191,Woody,Woody
6438195,Ambrosial,Musk
6438195,Buildingmaterials&construction,Woody
6438195,Dairy,Creamy
6438195,Dairy,Milky
6438195,Food,Grease
6438195,Grassy/Woody,Woody
6438195,Popcorn,Woody
6438195,Vegetation,Sandalwood
6438195,Waxy,Waxy
6438195,Woody,Sandalwood
6438195,Woody,Woody
6438195,Woodyoriental,Sandalwood
6438196,Buildingmaterials&construction,Woody
6438196,Food,Grease
6438196,Grassy/Woody,Woody
6438196,Non-fooditems,Oily
6438196,Popcorn,Oily
6438196,Popcorn,Woody
6438196,Vegetation,Sandalwood
6438196,Waxy,Waxy
6438196,Woody,Sandalwood
6438196,Woody,Woody
6438196,Woodyoriental,Sandalwood
6438200,Fruity,Pear
6438200,Fruity,Tropical
6438200,Waxy,Waxy
6438291,Chemical/Hydrocarbon,Aldehydic
6438291,Floral,Floral
6438291,Floral,Muguet
6438291,Fragrant,Floral
6438291,Fragrant,Sweet
6438291,Lemon,Sweet
6438291,Minty,Sweet
6438291,Nature,Floral
6438291,Non-citrusfruity,Sweet
6438291,Sweet,Sweet
6438291,Terpenes/Pine/Lemon,Sweet
6438291,Waxy,Waxy
6438313,Chemical/Hydrocarbon,Aldehydic
6438313,Citrus,Citrus
6438313,Floral,Floral
6438313,Fragrant,Floral
6438313,Fragrant,Sweet
6438313,Fragrant/Fruity,Citrus
6438313,Fragrant/Fruity,Fruity
6438313,Fruity,Citrus
6438313,Lemon,Citrus
6438313,Lemon,Fruity
6438313,Lemon,Sweet
6438313,Minty,Sweet
6438313,Nature,Floral
6438313,Nature,Fruity
6438313,Non-citrusfruity,Sweet
6438313,People&animals,Animal
6438313,Softfloral,Powdery
6438313,Sweet,Fruity
6438313,Sweet,Sweet
6438313,Terpenes/Pine/Lemon,Sweet
6438313,Waxy,Waxy
6438319,Dryfruit,Apricot
6438319,Floral,Floral
6438319,Floral,Jasmine
6438319,Fragrant,Floral
6438319,Fragrant/Fruity,Fruity
6438319,Fruity,Apricot
6438319,Fruity,Peach
6438319,Lemon,Fruity
6438319,Nature,Floral
6438319,Nature,Fruity
6438319,Non-fooditems,Oily
6438319,Popcorn,Oily
6438319,Sweet,Fruity
6439529,Floral,Floral
6439529,Fragrant,Floral
6439529,Nature,Floral
6440618,Ambrosial,Musk
6440618,Buildingmaterials&construction,Woody
6440618,Grassy/Woody,Woody
6440618,Mossywoods,Amber
6440618,Popcorn,Warm
6440618,Popcorn,Woody
6440618,Softoriental,Amber
6440618,Sweet,Warm
6440618,Woody,Woody
6440731,Floral,Carnation
6440731,Floral,Floral
6440731,Food,Spices
6440731,Fragrant,Floral
6440731,Fragrant,Sweet
6440731,Fruity,Tropical
6440731,Lemon,Sweet
6440731,Minty,Spices
6440731,Minty,Sweet
6440731,Nature,Floral
6440731,Non-citrusfruity,Sweet
6440731,Spices,Spices
6440731,Sweet,Sweet
6440731,Terpenes/Pine/Lemon,Sweet
6440731,Woody/Resinous,Spices
6440993,Fragrant/Fruity,Fruity
6440993,Fruity,Apple
6440993,Fruity,Grape
6440993,Fruity,Juicy
6440993,Fruity,Pear
6440993,Fruity,Plum
6440993,Lemon,Fruity
6440993,Nature,Fruity
6440993,Sweet,Fruity
6441026,Bakery,Buttery
6441026,Buildingmaterials&construction,Metallic
6441026,Caramel,Buttery
6441026,Clean,Clean
6441026,Dairy,Buttery
6441026,Fresh,Fresh
6441026,Fresh,Fresh Air
6441026,Metallic,Metallic
6441026,Nature,Fresh Air
6441026,NoseFeel,Metallic
6441026,Plants,Costus
6441026,Water,Water
6441026,Water,Wet Air
6441135,Floral,Lily
6441135,Floral,Violet
6441135,Fragrant,Violet
6441135,Fragrant/Fruity,Fruity
6441135,Fragrant/Fruity,Green
6441135,Fruity,Kiwi
6441135,Green,Green
6441135,Lemon,Fruity
6441135,Nature,Fruity
6441135,Non-fooditems,Oily
6441135,Popcorn,Oily
6441135,Sweet,Fruity
6441135,Vegetation,Seedy
6441136,Chlorinous/Ozonous,Ozone
6441136,Fragrant,Sweet
6441136,Fragrant/Fruity,Green
6441136,Fresh,Fresh
6441136,Fruity,Melon
6441136,Green,Green
6441136,Lemon,Sweet
6441136,Minty,Sweet
6441136,Non-citrusfruity,Sweet
6441136,Sweet,Sweet
6441136,Terpenes/Pine/Lemon,Sweet
6441136,Water,Ozone
6441164,Aromatic,Herbal
6441164,Buildingmaterials&construction,Woody
6441164,Floral,Floral
6441164,Fragrant,Floral
6441164,Fragrant,Herbal
6441164,Fragrant/Fruity,Fruity
6441164,Fruity,Berry
6441164,Grassy/Woody,Woody
6441164,Herbaceous,Herbal
6441164,Lemon,Fruity
6441164,Nature,Floral
6441164,Nature,Fruity
6441164,Plants,Costus
6441164,Popcorn,Woody
6441164,Sweet,Fruity
6441164,Vegetables,Rhubarb
6441164,Vegetation,Herbal
6441164,Vegetation,Root
6441164,Woody,Woody
6441164,Woody/Resinous,Herbal
6441344,Buildingmaterials&construction,Woody
6441344,Floral,Floral
6441344,Floral,Violet
6441344,Fragrant,Floral
6441344,Fragrant,Sweet
6441344,Fragrant,Violet
6441344,Grassy/Woody,Woody
6441344,Lemon,Sweet
6441344,Minty,Sweet
6441344,Nature,Floral
6441344,Non-citrusfruity,Sweet
6441344,Popcorn,Woody
6441344,Softfloral,Powdery
6441344,Sweet,Sweet
6441344,Terpenes/Pine/Lemon,Sweet
6441344,Woody,Woody
6441535,Balsamic,Balsamic
6441535,Clean,Clean
6441535,Floral,Floral
6441535,Fragrant,Floral
6441535,Nature,Floral
6441593,Fresh,Fresh
6441593,Popcorn,Fatty
6441804,Buildingmaterials&construction,Woody
6441804,Dry,Dry
6441804,Drywoods,Cedar
6441804,Fragrant,Sweet
6441804,Grassy/Woody,Woody
6441804,Lemon,Sweet
6441804,Minty,Sweet
6441804,Mossywoods,Amber
6441804,Non-citrusfruity,Sweet
6441804,Popcorn,Woody
6441804,Softfloral,Powdery
6441804,Softoriental,Amber
6441804,Sweet,Sweet
6441804,Terpenes/Pine/Lemon,Sweet
6441804,Vegetation,Sandalwood
6441804,Woody,Cedar
6441804,Woody,Patchouli
6441804,Woody,Sandalwood
6441804,Woody,Woody
6441804,Woodyoriental,Patchouli
6441804,Woodyoriental,Sandalwood
6441873,Buildingmaterials&construction,Metallic
6441873,Fragrant/Fruity,Fruity
6441873,Fragrant/Fruity,Green
6441873,Fresh,Fresh
6441873,Fruity,Tropical
6441873,Green,Green
6441873,Lemon,Fruity
6441873,Metallic,Metallic
6441873,Nature,Fruity
6441873,NoseFeel,Metallic
6441873,Other,Natural
6441873,Sweet,Fruity
6441873,Waxy,Waxy
6441973,Chemical/Hydrocarbon,Lactonic
6441973,Dairy,Milky
6441973,Floral,Floral
6441973,Floral,Gardenia
6441973,Floral,Jasmine
6441973,Fragrant,Floral
6441973,Fragrant/Fruity,Fruity
6441973,Fragrant/Fruity,Green
6441973,Fruity,Peach
6441973,Green,Green
6441973,Lemon,Fruity
6441973,Microbiological,Lactonic
6441973,Nature,Floral
6441973,Nature,Fruity
6441973,Sweet,Fruity
6441974,Odorless,
6442059,Bitter,Bitter
6442059,Citrus,Citrus
6442059,Citrus,Orange
6442059,Fragrant,Orange
6442059,Fragrant/Fruity,Citrus
6442059,Fruity,Citrus
6442059,Lemon,Citrus
6442642,Citrus,Citrus
6442642,Fragrant/Fruity,Citrus
6442642,Fragrant/Fruity,Green
6442642,Fruity,Citrus
6442642,Green,Green
6442642,Lemon,Citrus
6445555,Food,Spices
6445555,Fragrant,Sweet
6445555,Lemon,Sweet
6445555,Minty,Spices
6445555,Minty,Sweet
6445555,Non-citrusfruity,Sweet
6445555,Plants,Cypress
6445555,Spices,Cinnamyl
6445555,Spices,Spices
6445555,Sweet,Sweet
6445555,Terpenes/Pine/Lemon,Sweet
6445555,Woody/Resinous,Spices
6445771,Buildingmaterials&construction,Woody
6445771,Grassy/Woody,Woody
6445771,Popcorn,Woody
6445771,Softfloral,Powdery
6445771,Vegetation,Sandalwood
6445771,Woody,Sandalwood
6445771,Woody,Woody
6445771,Woodyoriental,Sandalwood
6450204,Caramel,Honey
6450204,Floral,Floral
6450204,Floral,Narcissus
6450204,Food,Vegetable
6450204,Fragrant,Floral
6450204,Fragrant,Sweet
6450204,Fragrant/Fruity,Green
6450204,Green,Green
6450204,Lemon,Sweet
6450204,Minty,Sweet
6450204,Nature,Floral
6450204,Non-citrusfruity,Sweet
6450204,Sweet,Sweet
6450204,Terpenes/Pine/Lemon,Sweet
6450204,Vegetables,Pea
6450204,Vegetables,Radish
6450204,Vegetation,Foliage
6450204,Vegetation,Hyacinth
6450452,Beverage,Cognac
6450452,Beverage,Winey
6450452,Chemical/Hydrocarbon,Fusel
6450452,Floral,Floral
6450452,Fragrant,Floral
6450452,Nature,Floral
6450538,Chemical/Hydrocarbon,Aldehydic
6450538,Citrus,Citrus
6450538,Citrus,Mandarin
6450538,Citrus,Tangerine
6450538,Fragrant,Sweet
6450538,Fragrant/Fruity,Citrus
6450538,Fresh,Fresh
6450538,Fruity,Citrus
6450538,Fruity,Tangerine
6450538,Lemon,Citrus
6450538,Lemon,Sweet
6450538,Minty,Sweet
6450538,Non-citrusfruity,Sweet
6450538,Sweet,Sweet
6450538,Terpenes/Pine/Lemon,Sweet
6450538,Water,Water
6450832,Beverage,Winey
6450832,Buildingmaterials&construction,Woody
6450832,Earthy,Earthy
6450832,Earthy/Musty/Moldy,Earthy
6450832,Earthy/Musty/Moldy,Earthy/ Musty
6450832,Floral,Chrysanthemum
6450832,Floral,Floral
6450832,Fragrant,Floral
6450832,Fragrant/Fruity,Fruity
6450832,Fragrant/Fruity,Green
6450832,Grassy/Woody,Woody
6450832,Green,Green
6450832,Lemon,Fruity
6450832,Nature,Floral
6450832,Nature,Fruity
6450832,Popcorn,Earthy
6450832,Popcorn,Woody
6450832,Sharp/Pungent,Earthy
6450832,Sweet,Fruity
6450832,Woody,Woody
6450832,Woody/Resinous,Earthy
6451242,Odorless,
6451245,Bitter,Bitter
6451245,Dryfruit,Almond
6451245,Fragrant/Fruity,Fruity
6451245,Lemon,Fruity
6451245,Nature,Fruity
6451245,Nutty,Almond
6451245,Popcorn,Almond
6451245,Sweet,Fruity
6452049,Aromatic,Herbal
6452049,Buildingmaterials&construction,Woody
6452049,Chemical/Hydrocarbon,Lactonic
6452049,Fragrant,Herbal
6452049,Grassy/Woody,Woody
6452049,Herbaceous,Herbal
6452049,Microbiological,Lactonic
6452049,Popcorn,Woody
6452049,Vegetables,Celery
6452049,Vegetation,Herbal
6452049,Woody,Woody
6452049,Woody/Resinous,Herbal
6452133,Sweet,Vanilla
6452133,Woody,Vanilla
6453284,Aromatic,Clove
6453284,Balsamic,Balsamic
6453284,Buildingmaterials&construction,Woody
6453284,Burnt,Burnt Wood
6453284,Drywoods,Burnt Wood
6453284,Floral,Carnation
6453284,Floral,Floral
6453284,Food,Spices
6453284,Fragrant,Floral
6453284,Fragrant,Sweet
6453284,Grassy/Woody,Woody
6453284,Lemon,Sweet
6453284,Minty,Spices
6453284,Minty,Sweet
6453284,Nature,Floral
6453284,Non-citrusfruity,Sweet
6453284,Popcorn,Woody
6453284,Softfloral,Powdery
6453284,Spices,Clove
6453284,Spices,Spices
6453284,Sweet,Sweet
6453284,Sweet,Vanilla
6453284,Terpenes/Pine/Lemon,Sweet
6453284,Woody,Vanilla
6453284,Woody,Woody
6453284,Woody/Resinous,Burnt Wood
6453284,Woody/Resinous,Spices
6453423,Aromatic,Herbal
6453423,Balsamic,Balsamic
6453423,Fragrant,Herbal
6453423,Fragrant/Fruity,Fruity
6453423,Fragrant/Fruity,Green
6453423,Fruity,Pineapple
6453423,Green,Galbanum
6453423,Green,Green
6453423,Herbaceous,Herbal
6453423,Lemon,Fruity
6453423,Nature,Fruity
6453423,Non-citrusfruity,Pineapple
6453423,Plants,Fir needle
6453423,Plants,Galbanum
6453423,Sweet,Fruity
6453423,Vegetation,Herbal
6453423,Woody/Resinous,Herbal
6455146,Bakery,Buttery
6455146,Caramel,Buttery
6455146,Dairy,Buttery
6455146,Dairy,Creamy
6455146,Fragrant,Sweet
6455146,Lemon,Sweet
6455146,Minty,Sweet
6455146,Non-citrusfruity,Sweet
6455146,Nutty,Nutty
6455146,Popcorn,Fatty
6455146,Popcorn,Nutty
6455146,Sweet,Sweet
6455146,Terpenes/Pine/Lemon,Sweet
6504440,Floral,Floral
6504440,Floral,Lily of the valley
6504440,Fragrant,Floral
6504440,Nature,Floral
6536347,Floral,Rose
6536347,Fragrant,Rose
6536892,Citrus,Citrus
6536892,Citrus,Grapefruit
6536892,Citrus,Lemon
6536892,Floral,Floral
6536892,Fragrant,Floral
6536892,Fragrant/Fruity,Citrus
6536892,Fragrant/Fruity,Fruity
6536892,Fresh,Fresh
6536892,Fruity,Citrus
6536892,Fruity,Grapefruit
6536892,Fruity,Lemon
6536892,Lemon,Citrus
6536892,Lemon,Fruity
6536892,Lemon,Lemon
6536892,Nature,Floral
6536892,Nature,Fruity
6536892,Sweet,Fruity
6536892,Sweet,Lemon
6536892,Terpenes/Pine/Lemon,Lemon
6536892,Vegetables,Lemon
6537490,Odorless,
6537503,Chemical/Hydrocarbon,Alcohol
6537503,Medicinal/Alcohol,Alcohol
6537503,Pungent,Alcohol
6537739,Ambrosial,Musk
6537958,Beverage,Winey
6537958,Dairy,Cheese
6537958,Dairy,Dairy
6537958,Fragrant/Fruity,Fruity
6537958,Fragrant/Fruity,Green
6537958,Green,Green
6537958,Lemon,Fruity
6537958,Nature,Fruity
6537958,Sweet,Fruity
6540477,Bakery,Roasted
6540477,Cooked,Cooked
6552009,Balsamic,Balsamic
6552009,Earthy,Earthy
6552009,Earthy/Musty/Moldy,Earthy
6552009,Earthy/Musty/Moldy,Earthy/ Musty
6552009,Minty,Camphor
6552009,Popcorn,Earthy
6552009,Sharp/Pungent,Earthy
6552009,Terpenes/Pine/Lemon,Pine
6552009,Woody,Pine
6552009,Woody/Resinous,Earthy
6566010,Bakery,Buttery
6566010,Caramel,Buttery
6566010,Dairy,Buttery
6566010,Fragrant,Sweet
6566010,Fragrant/Fruity,Fruity
6566010,Fruity,Peach
6566010,Lemon,Fruity
6566010,Lemon,Sweet
6566010,Minty,Sweet
6566010,Nature,Fruity
6566010,Non-citrusfruity,Sweet
6566010,Popcorn,Fatty
6566010,Sweet,Fruity
6566010,Sweet,Sweet
6566010,Terpenes/Pine/Lemon,Sweet
6604200,Odorless,
6708682,Chemical/Hydrocarbon,Aldehydic
6708682,Citrus,Citrus
6708682,Cleaningmaterials,Limonene
6708682,Fragrant/Fruity,Citrus
6708682,Fruity,Citrus
6708682,Lemon,Citrus
6708682,Waste,Dirt
6850743,Citrus,Lemon
6850743,Fruity,Lemon
6850743,Lemon,Lemon
6850743,Sweet,Lemon
6850743,Terpenes/Pine/Lemon,Lemon
6850743,Vegetables,Lemon
6850745,Buildingmaterials&construction,Woody
6850745,Caramel,Honey
6850745,Citrus,Citrus
6850745,Floral,Floral
6850745,Food,Spices
6850745,Fragrant,Floral
6850745,Fragrant/Fruity,Citrus
6850745,Fragrant/Fruity,Fruity
6850745,Fragrant/Fruity,Green
6850745,Fruity,Citrus
6850745,Grassy/Woody,Woody
6850745,Green,Green
6850745,Lemon,Citrus
6850745,Lemon,Fruity
6850745,Minty,Camphor
6850745,Minty,Spices
6850745,Nature,Floral
6850745,Nature,Fruity
6850745,Popcorn,Woody
6850745,Spices,Spices
6850745,Sweet,Fruity
6850745,Sweet,Minty
