essential_oil,smiles
"Yarmor Pine oil, synthetic",CC(C)C1=CCC(=CC1)C
"Yarmor Pine oil, synthetic",CC(C)C1=CC=C(C)CC1
"Yarmor Pine oil, synthetic",CC1(C)C2CCC(C2)C1=C
"Yarmor Pine oil, synthetic",CC1=CCC2CC1C2(C)C
"Yarmor Pine oil, synthetic",CC(C)=CCCC(=C)C=C
"Yarmor Pine oil, synthetic",CC1=CCC2C(C1)C2(C)C
Yarrow oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Yarrow oil,CC1(C)C2CCC(=C)C1C2
Yarrow oil,CC1=CCC2CC1C2(C)C
Yarrow oil,CC1(C)CC2C1CCC3(C)OC3CCC2=C
Yarrow oil,CC(C)C1=CCC(=CC1)C
Yarrow oil,CC(=C)[C@H]1CCC(=CC1)C
Yarrow oil,CC(C)=CCCC(=C)C=C
Yarrow oil,CC(C)=CCCC(C)(O)C=C
Yarrow oil,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C
Yarrow oil,CC(C)=CC\C=C(/C)C=C
Yarrow oil,CC1(C)C2CCC(C2)C1=C
Yarrow oil,CC(C)=C1CCC(=CC1)C
Yarrow oil,CC(C)=CC/C=C(/C)C=C
Ylang ylang oil,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil,CC(=O)OCc1ccccc1
Ylang ylang oil,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil,COc1ccc(C)cc1
Ylang ylang oil,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil,COC(=O)c1ccccc1
Ylang ylang oil,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil,CC(=O)OCC=C(C)C
Ylang ylang oil,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil,COc1cc(CC=C)ccc1O
Ylang ylang oil,COc1cc(\C=C\C)ccc1O
Ylang ylang oil,CC1=CCC2CC1C2(C)C
Ylang ylang oil,CC1(C)C2CCC(=C)C1C2
Ylang ylang oil extra,CC(=O)OCc1ccccc1
Ylang ylang oil extra,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil extra,COc1ccc(C)cc1
Ylang ylang oil extra,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil extra,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil extra,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil extra,COC(=O)c1ccccc1
Ylang ylang oil extra,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil extra,CC(=O)OCC=C(C)C
Ylang ylang oil extra,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil extra,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil extra,COc1cc(CC=C)ccc1O
Ylang ylang oil extra,COc1cc(\C=C\C)ccc1O
Ylang ylang oil extra,CC1=CCC2CC1C2(C)C
Ylang ylang oil extra super,CC(=O)OCc1ccccc1
Ylang ylang oil extra super,COc1ccc(C)cc1
Ylang ylang oil extra super,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil extra super,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil extra super,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil extra super,COC(=O)c1ccccc1
Ylang ylang oil extra super,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil extra super,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil extra super,CC(=O)OCC=C(C)C
Ylang ylang oil extra super,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil extra super,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil extra super,COc1cc(CC=C)ccc1O
Ylang ylang oil extra super,COc1cc(\C=C\C)ccc1O
Ylang ylang oil extra super,CC1=CCC2CC1C2(C)C
Ylang ylang oil extra super,CC1(C)C2CCC(=C)C1C2
Ylang ylang oil I,CC(=O)OCc1ccccc1
Ylang ylang oil I,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil I,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil I,COc1ccc(C)cc1
Ylang ylang oil I,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil I,COC(=O)c1ccccc1
Ylang ylang oil I,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil I,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil I,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil I,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil I,CC(=O)OCC=C(C)C
Ylang ylang oil I,COc1cc(CC=C)ccc1O
Ylang ylang oil I,COc1cc(\C=C\C)ccc1O
Ylang ylang oil I,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil I,CC1=CCC2CC1C2(C)C
Ylang ylang oil I,CC1(C)C2CCC(=C)C1C2
Ylang ylang oil II,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil II,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil II,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil II,CC(=O)OCc1ccccc1
Ylang ylang oil II,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil II,COc1ccc(C)cc1
Ylang ylang oil II,COC(=O)c1ccccc1
Ylang ylang oil II,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil II,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil II,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil II,COc1cc(CC=C)ccc1O
Ylang ylang oil II,COc1cc(\C=C\C)ccc1O
Ylang ylang oil II,CC1=CCC2CC1C2(C)C
Ylang ylang oil II,CC1(C)C2CCC(=C)C1C2
Ylang ylang oil III,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang ylang oil III,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang ylang oil III,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang ylang oil III,CC(C)=CCCC(C)(O)C=C
Ylang ylang oil III,CC(=O)OCc1ccccc1
Ylang ylang oil III,CC(=O)OC\C=C\c1ccccc1
Ylang ylang oil III,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang ylang oil III,COc1ccc(C)cc1
Ylang ylang oil III,COc1cc(CC=C)ccc1O
Ylang ylang oil III,COc1cc(\C=C\C)ccc1O
Ylang ylang oil III,CC(C)=CCC\C(C)=C\CO
Ylang ylang oil III,CC1=CCC2CC1C2(C)C
Ylang-ylang extract,CC(C)=CCC\C(C)=C\C\C=C(/C)C=C
Ylang-ylang extract,CC(=O)OCc1ccccc1
Ylang-ylang extract,CC(C)=CCCC(C)(O)C=C
Ylang-ylang extract,COc1ccc(C)cc1
Ylang-ylang extract,CC(=O)OC/C=C(C)/CCC=C(C)C
Ylang-ylang extract,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
Ylang-ylang extract,COC(=O)c1ccccc1
Ylang-ylang extract,CC(=O)OC\C=C\c1ccccc1
Ylang-ylang extract,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO
Ylang-ylang extract,CC(=O)OCC=C(C)C
Ylang-ylang extract,CC(C)=CCC\C(C)=C\CO
Ylang-ylang extract,COc1cc(CC=C)ccc1O
Ylang-ylang extract,COc1cc(\C=C\C)ccc1O
Ylang-ylang extract,CC1=CCC2CC1C2(C)C
Ylang-ylang extract,CC1(C)C2CCC(=C)C1C2
