CID,Flavor Profile: ,FEMA Flavor Profile: ,Taste: ,Odor: 
62000,"garlic, cabbage",Savory,,
62003,,Savory,,
62007,"cherry, fruity",Fruit,,
62013,"vegetable, sulfury, tropical, spicy, green","Durian, Fat, Fruit, Mango",,
62016,sweet,,,
62017,"floral, sweet, fruity, honey, nutty",Fruit,,
62024,"cooling, pineapple, banana, sweet, pungent, fruity, green",Fruit,,
62069,"vegetable, earthy, creamy, green",Green,,
62074,"bland, sweet-like",,,
62080,sweet,,,
62087,sulfurous,Savory,,
62089,"waxy, fatty, musty, creamy, dairy, mossy, milk, plastic",Savory,,
62090,"burnt, sulfurous, roasted, fatty, meaty",Savory,,
62092,"tobacco, herbal, animal, sweet",Floral,,
62095,"minty, camphor","Mint, Cool",,
62098,"powdery, heliotrope, cotton, sweet, candy, raspberry",Fruit,,
62105,"bouillon, onion, pork, savory, lamb, chicken",Savory,,
62106,vegetable,,,
62117,,,,
62126,,Fruit,,
62127,"earthy, woody, dry",,,
62128,"sulfurous, roasted, meat, chicken, beef",Savory,,
62131,"roasted, sulfury, fishy, coffee, meaty, alliaceous, smoke",,,
62143,"sulfurous, garlic, onion, savory, coffee",,,
62144,"butterscotch, sulfurous, tropica, coffee, horseradish, nutty",Savory,,
62145,"roasted in sugar syrup, meaty",Savory,,
62148,"musty, earthy, sweet, herbal",Savory,,
62151,"camphoraceous, alcohol, mild cooling","Mint, Cool",,
62166,"tutti frutti, strawberry, sweet, rum, tropical, fruity, green",Fruit,,
62182,"roasted, meaty",Savory,,
62183,meaty,Savory,,
62196,sweet,,,
62217,"floral, neroli, grape",Fruit,,
62218,"musty, mushroom",Green,,
62223,sweet,,,
62237,"sulfur, sulfurous, roasted, potato, onion, meat, horseradish, metallic","Black Currant, Cat, Meat, Onion, Sulfur",,
62240,"fir, jam, woody, sweet, balsam, raspberry",,,
62247,sweet,,,
62321,"berry, banana, sweet, fruity, bergamot, pear",Pear,,
62326,"sulfurous, roasted, meaty",Savory,,
62328,"citrus, geranium, tropical, old wood, green, herbal, bitter",Fruit,,
62329,musky,,,"sweet, musky odor"
62332,"carnation, balsamic, rose, floral, hyacinth",Honey,,
62333,"mild, must, wine, fruity, earth","Earth, Must",,
62336,"leafy, floral, earthy, walnut, hyacinth, mushroom, green",Fruit,,
62341,"bitter, rhubarb, gardenia, musty, floral, green, sweet, herbal, leafy, fruity",Fruit,,
62348,"vanilla, sweet, anise, creamy, balsam, tonka, phenolic",Dairy,,
62349,"brown, sugar, maple syrup",,,
62350,,,,
62351,"horseradish, earthy, vegetable, sulfurous",Savory,,
62362,"clove, balsam, mild",,,
62367,"minty, eucalyptus, terpene, green","Mint, Cool",,
62374,"tobacco, musty, woody, sweet, leaf, tea",Floral,,
62375,"wine, sharp, floral, hummus, fruity, almond, green",Green,,
62378,"spice, outdoor, jasmin, herbal, fresh, myrrh, woody",Floral,,
62384,"raw, potato, vegetable, earthy, green",Savory,,
62385,"styrene, citrus, gasoline, clove, guaiacol, pine, spicy, phenolic","Citrus, Pine",,
62424,"gassy, sulfury",Savory,,
62433,"apple, fruity, ripe",,,
62434,"garlic, onion, alliaceous, green",Green,,
62444,"cabbage, putrid, garlic, sulfury, animal, cheese","Cabbage, Cheese, Garlic, Sulfur",,
62445,"apple, herbal, green, earthy, fruity, soapy, cheese",Fruit,,
62453,"medical, chemical, almond shell, sweet, phenolic",,,
62465,"spice, smoky, clove, bacon, spicy, phenolic","Clove, Phenol, Spice",,
62469,"floral, green",Floral,,
62484,"truffle, herbal, herb","Herb, Truffle",,
62490,"sweet, fruity, green",Fruit,,
62510,"roast, roasted, boiled shrimp, green, fishy, nutty, smoke","Green, Nut, Roast, Roasted",,
62539,"caramel, toasted, buttery, nutty, almond",Fat,,
62553,"honeysuckle, sweet, powdery, winey",Floral,,
62566,,,,
62572,"marshmallow, apple skin, grape, tropical, fruity, green","Marshmallow, Roasted Nut",,
62578,"plum, raspberry, strawberry",Fruit,,
62580,"berry, powdery, jam, heliotrope, plum, fruity, tropical",Fruit,,
62583,"sweet, creamy, tonka",,,
62592,"chamomile, floral, sweet, tropical, fruity, clean, tea, green",Fruit,,
62610,"odorless, sweet",,,
62653,,Fruit,,
62654,"fresh, floral, muguet, melon, fruity",Floral,,
62661,"herbal, floral, creamy, celery, green",Green,,
62698,sweet,,,faint odor of acetic acid
62725,"wasabi, privet, vegetable, tomato, earthy, tomato leaf, leaf, metallic, green","Green, Tomato, Tomato Leaf, Wine",,
62752,"butterscotch, chocolate, caramel, smoky, sweet, maple, fenugreek",Savory,,
62835,"maple, caramel, cotton candy, tobacco, spice, burnt, smoky, fennel, coffee, sugar, extremely sweet, celery, strong, seedy","Cotton Candy, Curry, Maple, Savory, Spice",,
62852,sweet,,,
62876,"leafy, vegetable, green",Green,,
62884,bitter,,,
62885,bitter,,,
62897,"nutty, caramellic, chocolate, roasted",Savory,,
62900,"coconut, burnt, coumarin, toasted, celery, nutty, tonka","Butter, Cocoa, Coconut",,
62901,"tallow, waxy, oily, earthy, creamy, mushroom",Savory,,
62902,"pineapple, apple skin, fresh, waxy, melon, fruity, natural, green",Fruit,,
62907,,"Mint, Cool",,
62908,"musty, sweet, fruity",Fruit,,
62911,"floral, earthy, sweet, musty",Floral,,
62913,"caramel, sweet, herbal",Savory,,
62920,bitter,,,
62945,bitter,,,
63013,bitter,,,
64646,bitter,,,
64685,"woody, pine, camphor","Camphor, Fragrant, Green, Polish & Camphor, Must",burning taste somewhat reminiscent of mint,"piney, camphor-like odor"
64689,sweet,,,
64731,sweet-like,,,
64763,sweetbitter,,intensely sweet,
64791,sweet,,,
64927,bitter,,bitter taste,odorless
64947,sweet,,,
65030,bitter,,,
65041,sweet,,,
65064,bitter,,,
65080,bitter,,,
65084,bitter,,,
65128,sweet-like,,,
65243,bitter,,,
65247,odorless,,,
65285,,Savory,,
65288,"nutty, popcorn, cereal, bread",,,
65289,fruity,Fruit,,
65290,,Savory,,
65300,,"Mint, Cool",,
65413,"leafy, sulfurous, pepper, vegetable, melon, metallic, green","Black Currant, Fruit, Melon",,
65425,"cabbage, pineapple, sulfury, fruity, cheese",Savory,,
65427,,,,
65428,,"Mint, Cool",,
65562,sweet-like,,,
65571,bitter,,,
65575,"soft, cedarwood, sweet, woody, dry",,,woody-earthy
65724,"celery, menthol, camphor",Green,,
66008,bitter,,,
66093,"balsam, valerian",,,
66124,bitter,,bitter-tasting,"characteristic odor resembling geranium leaves
odorless"
66147,bitter,,,
66160,bitter,,,
66282,"garlic, onion, alliaceous",,,
66370,sweet,,,
66595,"nutty, walnut",,,
66654,"camphor, borneol",,,
66751,"fruity, balsam",,,
66828,,,,
67005,musky,,,
67111,bitter,,,
67116,"floral, sweet, vanilla",,,
67145,bitter,,,
67179,"floral, sweet, lavender, petitgrain",,,
67328,"pineapple, ethereal, animal, fruity, metallic",,,
67350,musky,,,
67413,bitter,,,
67521,mushroom,,,
68051,bitter,,,
68057,,,,
68066,bitter,,,
68071,bitter,,,
68077,bitter,,,
68112,bitter,,,
68148,"phenol, medicine, medicinal, phenolic",,,
68214,bitter,,,
68274,sweet-like,,,
68316,"wood, woody",,,
68346,"mint, berry, herbal, honey, herb, green",,,
68415,bitter,,,
68437,bitter,,,
68481,"anisic, almond, powdery, phenolic",,,
68482,fruity,Fruit,,
68490,,,,
68843,bitter,,,
68960,green,Green,,
68972,,,,
69320,"tobacco, roasted, fatty, nutty, green",Savory,,
69350,"grassy, green",Green,,
69354,caramellic,,,
69415,green,Green,,
69435,sweet,,,
69600,vanillin,,,
69794,bitter,,,
69816,,,,
69963,green,Green,,
70264,"spice, herb",,,
70962,minty,,,
71077,sweet,,,
71080,sweet,,sweet taste,odorless
71083,sweet,,,
71098,sweet,,,
71105,bitter,,,
71113,bitter,,,
71412,bitter,,,
71471,bitter,,,
71476,bitter,,,
71485,sweet,,intensely sweet taste,
71542,bitter,,,
71544,"cortex, rose, floral, sweet, almond, green",Floral,,
71567,sweet,,bitter,slight
71802,bitter,,,
71830,bitter,,,
72200,sweet-like,,,
72276,bitter,,,
72277,bitter,,,
72281,bitter,,,
72304,bitter,,,
72320,bitter,,,
72344,bitter,,,
72625,bitter,,,
72964,bitter,,,
73111,,,,
73356,bitter,,,
73395,sweet-like,,,
73404,bitter,,,
73415,bitter,,,
73467,bitter,,,
73635,bitter,,,
73661,sweet-like,,,
73662,sweet-like,,,
73750,"sulfurous, cabbage, vegetable, egg, dairy, cheese","Cabbage, Cheese, Garlic, Sulfur",,
73885,,,,
73981,odorless,,,
74008,"mild, herbal, fennel, oily, fruity",Green,,
74066,sweet-like,,,
74096,"vegetable, metallic, meat, green, acrylate, weedy, sulfide, cooked, plastic",Green,,
74786,"caramel, warm, herbal, fruity, green",Heat,,
74901,"apple, ripe",,,
75187,"herbal, floral, sweet, fruity, green",,,
75263,"mustard, pungent",Savory,,
75320,"banana, waxy, sweet, fruity, cognac, green",,,
75427,"citrus, herbal, fresh",,,
75515,"ethereal, tropical, fruity, green","Cabbage, Fruit, Green, Onion, Sulfur",,
75552,"strong, garlic, onion",,,
75664,"medicine, medicinal",,,
76152,"roasted, vegetable, meat, nutty, almond",Nuts,,
76326,,,,
76599,sweet,,,
76607,sweet,,,
76654,,Green,,
76808,bitter,,,
76922,"pungent, aromatic",Floral,,
76935,sweet,,,
77151,"garlic, onion, sulfurous","Green, Onion, Roasted",,
77775,cabbage,,,
77837,"nutty, roasted",Nuts,,
77840,nutty,,,
77932,"cabbage, sulfurous, onion, alliaceous, meaty","Durian, Onion, Roasted Onion, Sulfur, Tropical Fruit",,
78120,"sharp, green",Green,,
78126,rubber,Rubber,,
78151,,Green,,
78152,,,,
78160,"cabbage, radish",Cabbage,,
78199,"citrus, apricot, wine_like, vegetable, fatty, floral, earthy, woody, fruity, herbaceous, nutty, meaty, spicy, green","Fruit, Green, Onion, Radish, Sulfur",,
78484,"painty, herbal, sweet, fruity, lavender",Floral,,
78879,fruity,,,
78925,"sulfurous, meaty",Savory,,
78941,,"Mint, Cool",,
79023,"leaves, minty, buchu, blackcurrant",,,
79025,sweet,,,
79029,sweet,,,
79045,,,,
79086,green,Green,,
79105,,,,
79248,"roast, grilled, beef",,,
79457,"fatty, fruity",Fruit,,
79730,bitter,,,
79803,"shrimp, ammoniacal",,,
79828,"sulfur, garlic, cabbage, meaty",,,
79881,bitter,,,
79990,"musty, earthy",,,
80024,"cabbage, sulfurous, garlic, potato, vegetable",Savory,,
80046,"garlic, sulfury","Durian, Leek, Onion, Roasted Onion, Sulfur",,
80127,sweet,,,
80208,"spice, flower",,,
80354,fruity,Fruit,,
80408,"sulfur, roast, coffee, fishy",,,
80455,"sweet, spicy",Nuts,,
80584,"fresh, sweet, bluebell, almond, lime blossom, green",,,
80606,pineapple,,,
80790,"leafy, herbal, spicy",,,
80796,,,,
81045,"fruity, vegetable, brandy, green",Fruit,,
81221,"herbal, spicy",Spice,,
81263,,Floral,,
81264,sweet,,,
81696,sweet,,,
81964,"rose, fruity, leaf",,,
82050,bitter,,,
82170,sweet,,"sweet taste, approx 60% as sweet as sugar (wt/wt)",odorless
82202,"garlic, cooked, meat, cooked meat",,,
82227,,,,
82229,"earthy, woody, herbal, camphor",Floral,,
82241,bitter,,,
82308,sweet,,,
82336,"orange, fruity, leaf",Fruit,,
82530,sweet-like,,,
82635,"fresh, green",Green,,
83036,"alcoholic, fermented, ethereal, fruity, green",Fruit,,
83136,sweet,,,
83246,sweet,,,
83489,sweet-like,,,
83653,"cananga, floral, wintergreen, almond, phenolic",,,
83862,sweet-like,,,
83887,sweet,,"acidic/neutral
sour",
84029,bitter,,,
84170,sweet,,,
84216,,Fruit,,
84234,"turnup, pungent, radish",Floral,,
84532,"camphoreous, cedar",,,
84559,"mild, herbal, waxy, fresh, orchid, green",Green,,
84567,bitter,,,
84571,sweet,,sweet,odorless
84695,sweet,,,
84740,sweet,,,
84815,sweet,,sulfurous,faint
84825,"mint, minty, caramel, green",Mint,,
84996,sweet,,,
85053,"nutty, green",,,
85073,"musty, nutty, meaty",,,
85090,sweet,,,
85224,nutty,,,
85315,sweet-like,,,
85519,"fatty, ester","Asparagus, Cabbage, Herb, Mushroom, Potato",,
85520,"cabbage, sulfurous","Cheese, Mushroom, Sulfur",,
85521,"cabbage, pungent",Savory,,
85522,"roasted, nut, potato, fruity, tropical, cooked potato, roasted nut, cooked","Cooked potato, Garlic, Roasted Nut",,
85536,"oily, butter, fatty",,,
85704,bland,,,
85730,"caramel, ester, fruity",,,
85741,"floral, fruity",,,
85763,sweet,,,
85880,odorless,,,
86015,,Fruit,,
86016,,Fruit,,
86094,,Fruit,,
86559,,,,
86575,odorless,,,
86597,"spicy, balsamic",,,
86608,,,,
86609,"wax, herbal, waxy, herb",,,
86733,"sour, ethereal, ripe, sweet, tropical, fruity, dairy, buttery, rummy",Floral,,
86748,"wood, citrus, woody, camphor",,,
86752,"metal, ginger",,,
86753,"fruit, herbal, fruity, herb","Fruit, Herb",,
86818,"herbal, spicy",,,
87436,"horseradish, mustard","Horseradish, Mustard",,
87466,"nutty, vegetable, green",Green,,
87637,hazelnut,,,
87724,sweet,,,
87793,"floral, gassy, fruity, meaty, green",Savory,,
87813,"citrus, fresh, floral, plastic, green",Floral,,
87947,fruity,Fruit,,
88275,sweet,,,
88286,bitter,,,
88290,"box tree, sulfurous, blackcurrant, cat-urine, meaty","Black Currant, Box Tree, Cat, Citrus, Meat",,
88454,"musty, fruit, fruity, melon, pear, rotting, green",Fruit,,
88460,bitter,,,
88719,sweet,,,
88735,"odorless, sweet",,pure sweet taste (sweetening power =0.45 relative to sucrose in about a 10% solution),
88881,bitter,,,
89306,"turpentine, fruit, woody, pungent, lavender, pine, camphor",Fruit,,
89307,"citrus, herbal, musty, fruity, green",Fruit,,
89316,"wood, woody",,,
89421,bitter,,,
89440,musky,,,odor type: musk
89539,,,,
89559,"minty, fruity","Mint, Cool",,
89560,"oily, earthy, creamy, intensely, mushroom, green",,,
89594,bitter,,"acrid, burning",fish-like odor when warm
89755,,,,
89862,sweet,,,
90008,sweet,,,
90173,sweet,,,
90246,"fermented, tomato, sulfury, sharp, ripe, acrid, mushroom, cheese",Dairy,,
90454,bitter,,,
90540,sweet,,,
90716,,,,
90785,"spicy, spice",,,
90972,"fruity, sulfury",Savory,,
90984,"sulfurous, grapefruit",Savory,,
91354,"wood, woody",,,
91429,bitter,,,
91457,"wood, green",,,
91461,bitter,,,
91469,bitter,,,
91476,sweet,,,
91496,fruit,Fruit,,
91513,bitter,,,
91532,sweet-like,,,
91557,sweet-like,,,
91558,bitter,,,
91576,sweet,,,
91587,sweet,,,
91978,"leafy, fresh, cool, hyacinth, metallic, spring, green",Green,,
92092,sweet,,,
92116,"balsam, wood, balsamic",,,
92138,"sweet, wood, woody, green",,,
92139,herb,,,
92141,bitter,,,
92199,sweet-like,,,
92221,"fir, herbal, fresh, woody, camphor",,,
92231,,,,
92257,sweet,,,
92313,,,,
92333,sweet,,,
92472,sweet,,,
92649,,Fruit,,
92762,,,,
92776,,,,
92780,"spice, herbal, caraway, woody, cumin",Spice,,
92794,bitter,,,
92798,bitter,,,
92817,sweet,,,
92843,bitter,,,
92851,sweet,,,
92876,bitter,,,
92942,bitter,,,
92953,bitter,,,
92972,bitter,,,
92990,bitter,,,
93019,spice,,,
93046,,,,
93075,sweet,,,
93078,sweet,,,
93081,"fruity, citrus, fruit",,,
93111,"bready, brown, caramel, burnt, cotton candy, sweet, sugar, maple",,,
93199,"citrus, floral, aldehydic, marine, greasy",,,
93236,"strong, onion, sulfurous",Savory,,
93320,"cabbage, broccoli",,,
93366,,Green,,
93579,sweet,,,
93596,"bell, pepper, green",,,
93838,,Fruit,,
93971,sweet,,,
94060,"herbal, herb",,,
94136,sweet-like,,,
94154,sweet,,,
94164,woody,,,
94169,sweet,,,
94174,"herbal, sweet, fruity, tropical, minty, green",,,
94214,sweet,,,
94217,"cool, minty",,,
94254,,,,
94270,sweet,,,
94314,,Savory,,
94378,"herbal, spicy",Spice,,
94579,"mint, peppermint, sweet, woody, tropical, leaf","Leaf, Mint",,
94780,sweet,,,
94886,"fruity, dairy",Fruit,,
95086,"vanilla, fruity",Fruit,,
95289,"pepper, spice",,,
95313,sweet-like,,,
95337,,,,
95392,"apple, licorice, strawberry, fresh, fruity",Fruit,,
95397,"floral, green",Floral,,
95457,"roasted, cooked",Savory,,
95495,,,,
95572,fruity,Fruit,,
95978,"apple, fruity, fresh",,,
96241,sweet,,,
96368,sweet-like,,,
96814,sweet,,,
96851,sweet-like,,,
96923,,,,
97398,sweet,,,
97730,fatty,,,
97805,sweet,,,
97895,"fruity, fresh",Fruit,,
97897,"wood, woody, herbal, herb","Herb, Wood",,
97987,fruit,,,
98043,,,,
98046,bitter,,,
98251,,,,
98280,"roasted, cooked",,,
98330,"sulfurous, toasted, egg, bread, sulfury, tomato, broth, meaty",Savory,,
98346,sweat,,,
98461,winey,Fruit,,
98492,"chocolate, tobacco, balsam, animal",,,
98497,"leafy, amber, herbal, woody, green",Green,,
98781,"garlic, onion, green",,,
99459,sweet,,,
99513,sweet,,,
99924,bitter,,,
99967,bitter,,,
100031,"minty, spearmint",,,
100096,sweet,,,
100187,bitter,,,
100197,"herbal, herb",,,
100299,sweet-like,,,
101003,,Savory,,
101010,"pineapple, tropica, tropical, galbanum, green",Green,,
101115,"tobacco, sweet, herbal",Floral,,
101150,"herbal, earthy, woody, leaf, aldehydic, green",,,
101365,"mandarin, sweet, soft, petitgrain",Fruit,,
101536,"nutty, caramel",Nuts,,
101549,,Floral,,
101552,sweet,,,
101597,bitter,,,
101684,bitter,,,
101716,"floral, rose",,,
101748,sweet,,,
101750,"solvent, low, diterpene",,,
101781,sweet-like,,,
101798,sweet,,,
101799,bitter,,,
101812,sweet-like,,,
101977,"oil, rose, bitter, citronella, oily, leaf, petal",,,
101989,"natural, musk, animal",,,
102024,,,,
102190,sweet,,,
102191,sweet,,,
102198,sweet-like,,,
102288,sweet,,,
102436,sweet,,,
102550,"minty, fruity",Fruit,,
102604,"rose, floral, sweet, woody, balsam",Floral,,
102611,"herbal, floral, earthy, wood, flower, green",,,
102648,minty,"Mint, Cool",,
102667,"herbal, woody, balsam, pine, camphor",Green,,
102861,"lactonic, jasmin, floral, oily, tropical, natural, green",Fruit,,
102916,"herbal, fresh, fruity, orris, cumin",,,
102926,sweet,,,
102993,"grassy, fruity, green",Green,,
103005,"woody, sweet, sandalwood, clean",,,
103034,,,,
103788,,Savory,,
104421,"nutty, roasted",,,
104620,"burnt, roasted",,,
104721,"nutty, hazelnut, caramel, roasted",,,
104722,"hazelnut, popcorn, roasted",,,
104723,sweet,,,
104938,sweet,,,
105652,,Fruit,,
105705,sweet-like,,,
105755,,,,
105758,"nutty, roasted",,,
106217,"chocolate, fat, aromatic, cocoa, dark, smoke",,,
106441,,,,
106530,"yeast, fermented, bread, rye, coffee, dark",Floral,,
106756,floral,Fruit,,
106766,"grapefruit peel, citrus, fresh, woody, soapy, violet, green",,,
106997,"lime, berry, rooty, damp, earthy, musty, ground, camphor",Savory,,
107059,"apple, fruity",,,
107148,sweet,,,
107152,"peppery, balsamic, sweet, woody, balsam, wood",,,
107153,,,,
107166,"ambergris, old paper, sweet, labdanum, dry",Green,,
107217,"fir, citrus, herbal, fresh, sweet, pine",Floral,,
107381,"citrus, gardenia, fresh, natural, green",,,
107415,sweet,,,
107428,sweet,,,
107452,sweet,,,
107526,sweet,,sweet,odorless
107531,sweet,,,
107561,"minty, pungent, peppermint","Mint, Cool",,
107689,"acidic, odorless",,,
107905,bitter,,,
107971,bitter,,,
108223,sweet,,,
108335,"acetic, mild",,,
108518,"ethereal, herbal, fruity",Floral,,
108764,"floral, fruity",Fruit,,
108765,"sulfurous, roasted, meat, egg, roasted meat",,,
109257,"fatty, citrus, green",Green,,
109332,"grapefruit peel, soupy, sulfury, fresh, fir needle, tropical, minty, seedy",Savory,,
109455,"chocolate, powdery, vanilla, sweet, creamy, dairy",Floral,,
109457,"vanilla, sweet, creamy, spicy",Dairy,,
109467,"neroli, rose, sweet, fruity, petitgrain",Floral,,
110061,sweet,,,
110373,"rum, fruity",Fruit,,
110543,"bready, berry, jammy, strawberry, sweet, caramellic",Savory,,
110664,,,,
110673,bitter,,,
110676,sweet,,,
110747,"lemon, citrus, aldehydic, green",Fruit,,
