Test UID,Components in mixtures,Components that differ,% mixture overlap,Stimulus dilution,Answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,subject 1,subject 2,subject 3,subject 4,subject 5,subject 6,subject 7,subject 8,subject 9,subject 10,subject 11,subject 12,subject 13,subject 14,subject 15,subject 16,subject 17,subject 18,subject 19,subject 20,subject 21,subject 22,subject 23,subject 24,subject 25,subject 26
157,30,10,66.67,1/2,right,butanal,propan-2-one,dimethyl benzyl carbinyl butyrate,bis(methylsulfanyl)methane,2-hydroxypropanoic acid,octanal,laevo-beta-pinene,1-hexanol,ethyl decanoate,S-(methyl thio) butyrate,gamma-valerolactone,trimethyl amine,nonan-2-ol,butanoic acid,1-octen-3-ol,pentyl valerate,(methyldisulfanyl) methane,pentan-2-ol,undecylenic acid,anisole,p-cresyl-iso-butyrate,4-pentenoic acid,ethyl propionate,skatole,"2,4-trans-trans-decadienal","2-methyl-5-propan-2-ylcyclohexa-1,3-diene","2,3-dimethyl pyrazine",eucalyptol,alpha-pinene,cinnamic aldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,
186,30,10,66.67,1/2,wrong,amyl butyrate,2-phenylethyl acetate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,gamma-valerolactone,strawberry aldehyde,ortho-tolualdehyde,2-ethyl pyrazine,methyl salicylate,anisole,phenyl ethanol,hexyl hexanoate,nonan-2-ol,dibutyl amine,caryophyllene,heptan-2-one,2-oxopropanoic acid,methyl anthranilate,laevo-beta-pinene,4-methyl anisole,eucalyptol,acetic acid,melonal,undecanal,ethyl hexanoate,iso-valeraldehyde,ethyl butyrate,alpha-pinene,p-cresyl acetate,para-methyl quinoline,,,,,,,,,,,,,,,,,,,,,,,,,,
186,30,10,66.67,1/4,wrong,amyl butyrate,2-phenylethyl acetate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,gamma-valerolactone,strawberry aldehyde,ortho-tolualdehyde,2-ethyl pyrazine,methyl salicylate,anisole,phenyl ethanol,hexyl hexanoate,nonan-2-ol,dibutyl amine,caryophyllene,heptan-2-one,2-oxopropanoic acid,methyl anthranilate,laevo-beta-pinene,4-methyl anisole,eucalyptol,acetic acid,melonal,undecanal,ethyl hexanoate,iso-valeraldehyde,ethyl butyrate,alpha-pinene,p-cresyl acetate,para-methyl quinoline,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,right,wrong,right,wrong,wrong,wrong,right,right,wrong,right,wrong,right,right,wrong,right,wrong,wrong
186,30,10,66.67,not diluted,right,amyl butyrate,2-phenylethyl acetate,2-phenyl propionaldehyde dimethyl acetal,iso-valeric acid,gamma-valerolactone,strawberry aldehyde,ortho-tolualdehyde,2-ethyl pyrazine,methyl salicylate,anisole,phenyl ethanol,hexyl hexanoate,nonan-2-ol,dibutyl amine,caryophyllene,heptan-2-one,2-oxopropanoic acid,methyl anthranilate,laevo-beta-pinene,4-methyl anisole,l-menthol,iso-bornyl acetate,2-methylpropanal,hexanoic acid,ethyl benzoate,4-methoxybenzaldehyde,decan-2-one,ethyl formate,methylsulfanylmethane,isoamyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,
193,30,10,66.67,1/2,wrong,butyl acetate,4-methyl anisole,ethyl formate,propan-1-ol,strawberry aldehyde,nonyl acetate,octanal,gamma-valerolactone,toluene,skatole,benzaldehyde,acetaldehyde,diphenyl oxide,indole,1-octen-3-ol,pentyl valerate,ethyl octanoate,methyl anthranilate,furfuryl mercaptan,undecylenic acid,acetophenone,3-hexanol,heptanal,propane-1-thiol,methyl propanoate,p-cresyl acetate,dimethyl benzyl carbinyl butyrate,propyl sulfide,phenyl acetylene,isoamyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,
193,30,10,66.67,1/4,wrong,butyl acetate,4-methyl anisole,ethyl formate,propan-1-ol,strawberry aldehyde,nonyl acetate,octanal,gamma-valerolactone,toluene,skatole,benzaldehyde,acetaldehyde,diphenyl oxide,indole,1-octen-3-ol,pentyl valerate,ethyl octanoate,methyl anthranilate,furfuryl mercaptan,undecylenic acid,acetophenone,3-hexanol,heptanal,propane-1-thiol,methyl propanoate,p-cresyl acetate,dimethyl benzyl carbinyl butyrate,propyl sulfide,phenyl acetylene,isoamyl acetate,wrong,wrong,right,wrong,right,wrong,wrong,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,right,right,wrong,right,right,wrong,right,right,right,right
193,30,10,66.67,not diluted,right,butyl acetate,4-methyl anisole,ethyl formate,propan-1-ol,strawberry aldehyde,nonyl acetate,octanal,gamma-valerolactone,toluene,skatole,benzaldehyde,acetaldehyde,diphenyl oxide,indole,1-octen-3-ol,pentyl valerate,ethyl octanoate,methyl anthranilate,furfuryl mercaptan,undecylenic acid,l-menthol,caryophyllene,pentanoic acid,2-phenyl propionaldehyde dimethyl acetal,ethyl decanoate,2-hydroxypropanoic acid,heptan-2-ol,musk galaxolide,thiophene,butyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,
221,30,10,66.67,not diluted,wrong,cinnamic aldehyde,methyl butanoate,diethyl butanedioate,pent-1-en-3-ol,iso-valeric acid,pentan-2-ol,4-ethyl guaiacol,propan-2-one,guaiacol,2-phenylethyl acetate,"2,3-dimethyl pyrazine",hydroxy citronellal,methyl propanoate,caryophyllene,ethyl pentanoate,muguet carbinol,2-hydroxypropanoic acid,4-methyl anisole,gamma-undecalactone,anisole,benzaldehyde,l-menthol,acetaldehyde,3-hexanol,para-methyl quinoline,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",linalool,"(3S)-3,7-dimethyloct-6-en-1-ol", 1-Isopropyl-4-methylbenzene,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,
221,30,10,66.67,1/2,wrong,cinnamic aldehyde,methyl butanoate,diethyl butanedioate,pent-1-en-3-ol,iso-valeric acid,pentan-2-ol,4-ethyl guaiacol,propan-2-one,guaiacol,2-phenylethyl acetate,"2,3-dimethyl pyrazine",hydroxy citronellal,methyl propanoate,caryophyllene,ethyl pentanoate,muguet carbinol,2-hydroxypropanoic acid,4-methyl anisole,gamma-undecalactone,anisole,benzaldehyde,l-menthol,acetaldehyde,3-hexanol,para-methyl quinoline,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",linalool,"(3S)-3,7-dimethyloct-6-en-1-ol", 1-Isopropyl-4-methylbenzene,propyl sulfide,wrong,wrong,wrong,right,wrong,right,wrong,right,wrong,right,wrong,right,right,wrong,right,wrong,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong
221,30,10,66.67,1/4,right,cinnamic aldehyde,methyl butanoate,diethyl butanedioate,pent-1-en-3-ol,iso-valeric acid,pentan-2-ol,4-ethyl guaiacol,propan-2-one,guaiacol,2-phenylethyl acetate,"2,3-dimethyl pyrazine",hydroxy citronellal,methyl propanoate,caryophyllene,ethyl pentanoate,muguet carbinol,2-hydroxypropanoic acid,4-methyl anisole,gamma-undecalactone,anisole,diphenyl oxide,2-methylpropanoic acid,butanal,alpha-pinene,iso-pentyl phenyl acetate,ortho-acetyl pyridine,1-octen-3-ol,decanoic acid,acetophenone,ethyl propionate,,,,,,,,,,,,,,,,,,,,,,,,,,
234,30,10,66.67,1/2,wrong,toluene,ethyl pentanoate,undecylenic acid,2-oxopropanoic acid,butyl acetate,linalool,strawberry aldehyde,dibutyl amine,ethyl 2-hydroxypropanoate,nonan-2-ol,hydroxy citronellal,caryophyllene,para-methyl quinoline, 1-Isopropyl-4-methylbenzene,ethyl formate,ortho-tolualdehyde,decan-2-one,4-Methyl-3-penten-2-one,celeriax,ortho-acetyl pyridine,methylsulfanylmethane,trans-2-hexenal,2-methylpropanoic acid,anisole,hexanal,heptan-2-one,"2,4-trans-trans-decadienal",cinnamic aldehyde,4-ethyl guaiacol,heptanal,,,,,,,,,,,,,,,,,,,,,,,,,,
234,30,10,66.67,1/4,wrong,toluene,ethyl pentanoate,undecylenic acid,2-oxopropanoic acid,butyl acetate,linalool,strawberry aldehyde,dibutyl amine,ethyl 2-hydroxypropanoate,nonan-2-ol,hydroxy citronellal,caryophyllene,para-methyl quinoline, 1-Isopropyl-4-methylbenzene,ethyl formate,ortho-tolualdehyde,decan-2-one,4-Methyl-3-penten-2-one,celeriax,ortho-acetyl pyridine,methylsulfanylmethane,trans-2-hexenal,2-methylpropanoic acid,anisole,hexanal,heptan-2-one,"2,4-trans-trans-decadienal",cinnamic aldehyde,4-ethyl guaiacol,heptanal,wrong,wrong,wrong,right,right,right,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,wrong,right,wrong,wrong,wrong,right,right,right,right,right
234,30,10,66.67,not diluted,right,toluene,ethyl pentanoate,undecylenic acid,2-oxopropanoic acid,butyl acetate,linalool,strawberry aldehyde,dibutyl amine,ethyl 2-hydroxypropanoate,nonan-2-ol,hydroxy citronellal,caryophyllene,para-methyl quinoline, 1-Isopropyl-4-methylbenzene,ethyl formate,ortho-tolualdehyde,decan-2-one,4-Methyl-3-penten-2-one,celeriax,ortho-acetyl pyridine,butyl sulfide,p-cresyl acetate,(methyldisulfanyl) methane,diphenyl oxide,musk galaxolide,octanal,1-octen-3-ol,butanoic acid,ethyl decanoate,acetophenone,,,,,,,,,,,,,,,,,,,,,,,,,,
245,30,10,66.67,1/2,wrong,trimethyl amine,ethyl butyrate,linalool,diethyl butanedioate,anisole,2-phenyl propionaldehyde dimethyl acetal,"2,4-trans-trans-decadienal",p-cresyl acetate,propan-1-ol,iso-phorone,methyl propanoate,iso-valeraldehyde,"2,3-dimethyl pyrazine",guaiacol,limonene,propan-2-one,3-hexanol,methyl benzoate,ethyl formate,dibutyl amine,_-terpineol,pentyl valerate,phenyl acetylene,pent-1-en-3-ol,propan-2-ol,phenyl ethanol,benzaldehyde,pentanoic acid,bis(methylsulfanyl)methane,methyl octanoate,,,,,,,,,,,,,,,,,,,,,,,,,,
245,30,10,66.67,1/4,wrong,trimethyl amine,ethyl butyrate,linalool,diethyl butanedioate,anisole,2-phenyl propionaldehyde dimethyl acetal,"2,4-trans-trans-decadienal",p-cresyl acetate,propan-1-ol,iso-phorone,methyl propanoate,iso-valeraldehyde,"2,3-dimethyl pyrazine",guaiacol,limonene,propan-2-one,3-hexanol,methyl benzoate,ethyl formate,dibutyl amine,_-terpineol,pentyl valerate,phenyl acetylene,pent-1-en-3-ol,propan-2-ol,phenyl ethanol,benzaldehyde,pentanoic acid,bis(methylsulfanyl)methane,methyl octanoate,wrong,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,right,right,right,right,right,wrong,right,wrong,wrong,wrong,right,right,right,wrong
245,30,10,66.67,not diluted,right,trimethyl amine,ethyl butyrate,linalool,diethyl butanedioate,anisole,2-phenyl propionaldehyde dimethyl acetal,"2,4-trans-trans-decadienal",p-cresyl acetate,propan-1-ol,iso-phorone,methyl propanoate,iso-valeraldehyde,"2,3-dimethyl pyrazine",guaiacol,limonene,propan-2-one,3-hexanol,methyl benzoate,ethyl formate,dibutyl amine,p-cresol,1-octen-3-ol,2-methylpropanoic acid,hexyl hexanoate,2-hydroxypropanoic acid,ortho-acetyl pyridine,nonyl acetate,dimethyl trisulfide,acetoin,cinnamic aldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,
248,30,10,66.67,1/2,wrong,methyl benzoate,muguet carbinol,p-cresyl-iso-butyrate,undecylenic acid,1-hexanol,anisole,p-cresyl acetate,thiolane,iso-pentyl phenyl acetate,hydroxy citronellal,acetic acid,phenyl acetylene,isoamyl acetate,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",ethyl decanoate,propan-2-one,3-hexanol,phenyl acetic acid,acetaldehyde,4-ethyl guaiacol, 1-Isopropyl-4-methylbenzene,pentyl acetate,heptanal,ethyl octanoate,methyl octanoate,thiophene,4-pentenoic acid,ortho-tolualdehyde,limonene,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,
248,30,10,66.67,not diluted,wrong,methyl benzoate,muguet carbinol,p-cresyl-iso-butyrate,undecylenic acid,1-hexanol,anisole,p-cresyl acetate,thiolane,iso-pentyl phenyl acetate,hydroxy citronellal,acetic acid,phenyl acetylene,isoamyl acetate,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",ethyl decanoate,propan-2-one,3-hexanol,phenyl acetic acid,acetaldehyde,4-ethyl guaiacol, 1-Isopropyl-4-methylbenzene,pentyl acetate,heptanal,ethyl octanoate,methyl octanoate,thiophene,4-pentenoic acid,ortho-tolualdehyde,limonene,propyl sulfide,right,right,right,wrong,wrong,right,wrong,wrong,wrong,right,wrong,right,right,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,wrong,wrong,wrong,right,right
248,30,10,66.67,1/4,right,methyl benzoate,muguet carbinol,p-cresyl-iso-butyrate,undecylenic acid,1-hexanol,anisole,p-cresyl acetate,thiolane,iso-pentyl phenyl acetate,hydroxy citronellal,acetic acid,phenyl acetylene,isoamyl acetate,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",ethyl decanoate,propan-2-one,3-hexanol,phenyl acetic acid,acetaldehyde,4-ethyl guaiacol,hexyl hexanoate,ethyl hexanoate,propane-1-thiol,ethyl pentanoate,butyl sulfide,2-phenyl propionaldehyde dimethyl acetal,linalool,methyl butanoate,pent-1-en-3-ol,methyl propanoate,,,,,,,,,,,,,,,,,,,,,,,,,,
249,30,10,66.67,not diluted,wrong,4-ethyl guaiacol,cyclohexanol,gamma-undecalactone,p-cresol,4-pentenoic acid,ortho-tolualdehyde,2-methylpropanal,gamma-valerolactone,butanal,2-hydroxypropanoic acid,iso-bornyl acetate,thymol,nonan-2-ol,S-(methyl thio) butyrate,pentyl acetate,hydroxy citronellal,muguet carbinol,ethyl decanoate,pentyl valerate,butyl sulfide,melonal,pentan-2-ol,heptanal,4-methyl anisole,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",2-methylpropanoic acid,4-Methyl-3-penten-2-one,skatole,iso-phorone,ethyl formate,,,,,,,,,,,,,,,,,,,,,,,,,,
249,30,10,66.67,1/4,wrong,4-ethyl guaiacol,cyclohexanol,gamma-undecalactone,p-cresol,4-pentenoic acid,ortho-tolualdehyde,2-methylpropanal,gamma-valerolactone,butanal,2-hydroxypropanoic acid,iso-bornyl acetate,thymol,nonan-2-ol,S-(methyl thio) butyrate,pentyl acetate,hydroxy citronellal,muguet carbinol,ethyl decanoate,pentyl valerate,butyl sulfide,melonal,pentan-2-ol,heptanal,4-methyl anisole,"2-methyl-5-propan-2-ylcyclohexa-1,3-diene",2-methylpropanoic acid,4-Methyl-3-penten-2-one,skatole,iso-phorone,ethyl formate,right,wrong,right,right,wrong,right,right,wrong,right,wrong,wrong,right,wrong,right,wrong,right,wrong,wrong,wrong,right,right,right,right,right,wrong,right
249,30,10,66.67,1/2,right,4-ethyl guaiacol,cyclohexanol,gamma-undecalactone,p-cresol,4-pentenoic acid,ortho-tolualdehyde,2-methylpropanal,gamma-valerolactone,butanal,2-hydroxypropanoic acid,iso-bornyl acetate,thymol,nonan-2-ol,S-(methyl thio) butyrate,pentyl acetate,hydroxy citronellal,muguet carbinol,ethyl decanoate,pentyl valerate,butyl sulfide,musk galaxolide,propan-1-ol,dimethyl benzyl carbinyl butyrate,geraniol,propan-2-ol,diphenyl oxide,ethyl hexanoate,hexanal,hexan-3-one,pent-1-en-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,
258,30,10,66.67,not diluted,wrong,acetic acid,para-methyl quinoline,2-phenylethyl acetate,methyl salicylate,butyl acetate,decanoic acid,ethyl 2-hydroxypropanoate,phenyl ethanol,skatole,undecanal,dimethyl trisulfide,methyl benzoate,eugenol,benzaldehyde,trimethyl amine,muguet carbinol,ethyl benzoate,gamma-undecalactone,1-octen-3-ol,propyl sulfide,2-methylpropanoic acid,acetaldehyde,phenyl acetic acid,acetophenone,heptan-2-one,"(3S)-3,7-dimethyloct-6-en-1-ol",butanal,nonan-2-ol,bis(methylsulfanyl)methane,dimethyl benzyl carbinyl butyrate,,,,,,,,,,,,,,,,,,,,,,,,,,
258,30,10,66.67,1/2,wrong,acetic acid,para-methyl quinoline,2-phenylethyl acetate,methyl salicylate,butyl acetate,decanoic acid,ethyl 2-hydroxypropanoate,phenyl ethanol,skatole,undecanal,dimethyl trisulfide,methyl benzoate,eugenol,benzaldehyde,trimethyl amine,muguet carbinol,ethyl benzoate,gamma-undecalactone,1-octen-3-ol,propyl sulfide,2-methylpropanoic acid,acetaldehyde,phenyl acetic acid,acetophenone,heptan-2-one,"(3S)-3,7-dimethyloct-6-en-1-ol",butanal,nonan-2-ol,bis(methylsulfanyl)methane,dimethyl benzyl carbinyl butyrate,wrong,wrong,right,right,right,right,wrong,wrong,right,right,wrong,wrong,right,wrong,wrong,right,right,wrong,wrong,wrong,wrong,wrong,right,wrong,right,right
258,30,10,66.67,1/4,right,acetic acid,para-methyl quinoline,2-phenylethyl acetate,methyl salicylate,butyl acetate,decanoic acid,ethyl 2-hydroxypropanoate,phenyl ethanol,skatole,undecanal,dimethyl trisulfide,methyl benzoate,eugenol,benzaldehyde,trimethyl amine,muguet carbinol,ethyl benzoate,gamma-undecalactone,1-octen-3-ol,propyl sulfide,melonal,ethyl hexanoate,iso-pentyl phenyl acetate,furfuryl mercaptan,amyl butyrate,dibutyl amine,trans-2-hexenal,2-oxopropanoic acid,2-methylpropanal,nonyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,1,96.67,1/2,wrong,ethyl propionate,alpha-pinene,acetic acid,isoamyl acetate,toluene,celeriax,propan-2-one,hexyl hexanoate,p-cresyl-iso-butyrate,methyl salicylate,hydroxy citronellal,methylsulfanylmethane,iso-pentyl phenyl acetate,decan-2-one,phenyl acetylene,4-methoxybenzaldehyde,ethyl hexanoate,2-oxopropanoic acid,acetoin,"(3S)-3,7-dimethyloct-6-en-1-ol",muguet carbinol,guaiacol,strawberry aldehyde,4-Methyl-3-penten-2-one,1-octen-3-ol,3-hexanol,laevo-beta-pinene,diethyl butanedioate,2-phenyl propionaldehyde dimethyl acetal,propane-1-thiol,,,,,,,,,,,,,,,,,,,,,,,,,,
6,30,1,96.67,1/4,wrong,ethyl propionate,alpha-pinene,acetic acid,isoamyl acetate,toluene,celeriax,propan-2-one,hexyl hexanoate,p-cresyl-iso-butyrate,methyl salicylate,hydroxy citronellal,methylsulfanylmethane,iso-pentyl phenyl acetate,decan-2-one,phenyl acetylene,4-methoxybenzaldehyde,ethyl hexanoate,2-oxopropanoic acid,acetoin,"(3S)-3,7-dimethyloct-6-en-1-ol",muguet carbinol,guaiacol,strawberry aldehyde,4-Methyl-3-penten-2-one,1-octen-3-ol,3-hexanol,laevo-beta-pinene,diethyl butanedioate,2-phenyl propionaldehyde dimethyl acetal,propane-1-thiol,right,wrong,wrong,right,right,right,right,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong,right,wrong,wrong
6,30,1,96.67,not diluted,right,ethyl propionate,alpha-pinene,acetic acid,isoamyl acetate,toluene,celeriax,propan-2-one,hexyl hexanoate,p-cresyl-iso-butyrate,methyl salicylate,hydroxy citronellal,methylsulfanylmethane,iso-pentyl phenyl acetate,decan-2-one,phenyl acetylene,4-methoxybenzaldehyde,ethyl hexanoate,2-oxopropanoic acid,acetoin,"(3S)-3,7-dimethyloct-6-en-1-ol",muguet carbinol,guaiacol,strawberry aldehyde,4-Methyl-3-penten-2-one,1-octen-3-ol,3-hexanol,laevo-beta-pinene,diethyl butanedioate,2-phenyl propionaldehyde dimethyl acetal,propyl sulfide,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,1,96.67,not diluted,wrong,caryophyllene,bis(methylsulfanyl)methane,nonan-2-ol,propan-2-ol,muguet carbinol,eucalyptol,p-cresyl acetate,4-methyl anisole,methyl octanoate,toluene,heptanal,propyl sulfide,methyl anthranilate,iso-valeric acid,pentanoic acid,decan-2-one,celeriax,ethyl benzoate,acetic acid,benzaldehyde,indole,alpha-pinene,acetophenone,methyl propanoate,iso-bornyl acetate,ethyl decanoate,hexan-3-one,pentan-2-ol,phenyl acetic acid,2-phenyl propionaldehyde dimethyl acetal,,,,,,,,,,,,,,,,,,,,,,,,,,
9,30,1,96.67,1/4,wrong,caryophyllene,bis(methylsulfanyl)methane,nonan-2-ol,propan-2-ol,muguet carbinol,eucalyptol,p-cresyl acetate,4-methyl anisole,methyl octanoate,toluene,heptanal,propyl sulfide,methyl anthranilate,iso-valeric acid,pentanoic acid,decan-2-one,celeriax,ethyl benzoate,acetic acid,benzaldehyde,indole,alpha-pinene,acetophenone,methyl propanoate,iso-bornyl acetate,ethyl decanoate,hexan-3-one,pentan-2-ol,phenyl acetic acid,2-phenyl propionaldehyde dimethyl acetal,wrong,right,wrong,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,wrong,wrong,wrong,right,right,right,right,wrong,right,wrong,wrong,right,wrong,right,wrong
9,30,1,96.67,1/2,right,caryophyllene,bis(methylsulfanyl)methane,nonan-2-ol,propan-2-ol,muguet carbinol,eucalyptol,p-cresyl acetate,4-methyl anisole,methyl octanoate,toluene,heptanal,propyl sulfide,methyl anthranilate,iso-valeric acid,pentanoic acid,decan-2-one,celeriax,ethyl benzoate,acetic acid,benzaldehyde,indole,alpha-pinene,acetophenone,methyl propanoate,iso-bornyl acetate,ethyl decanoate,hexan-3-one,pentan-2-ol,phenyl acetic acid,cinnamic aldehyde,,,,,,,,,,,,,,,,,,,,,,,,,,
38,30,1,96.67,not diluted,wrong,iso-pentyl phenyl acetate,4-Methyl-3-penten-2-one,limonene,gamma-valerolactone,acetaldehyde,furfuryl mercaptan,pentanoic acid,linalool,thiolane,methyl butanoate,l-menthol,hydroxy citronellal,_-terpineol,"(3S)-3,7-dimethyloct-6-en-1-ol",musk galaxolide,cinnamic aldehyde,"2,4-trans-trans-decadienal",ethyl benzoate,pent-1-en-3-ol,ethyl formate,gamma-undecalactone,ethyl decanoate,eugenol,bis(methylsulfanyl)methane,skatole,methylsulfanylmethane,iso-phorone,p-cresyl acetate,undecanal,iso-bornyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,
38,30,1,96.67,1/2,wrong,iso-pentyl phenyl acetate,4-Methyl-3-penten-2-one,limonene,gamma-valerolactone,acetaldehyde,furfuryl mercaptan,pentanoic acid,linalool,thiolane,methyl butanoate,l-menthol,hydroxy citronellal,_-terpineol,"(3S)-3,7-dimethyloct-6-en-1-ol",musk galaxolide,cinnamic aldehyde,"2,4-trans-trans-decadienal",ethyl benzoate,pent-1-en-3-ol,ethyl formate,gamma-undecalactone,ethyl decanoate,eugenol,bis(methylsulfanyl)methane,skatole,methylsulfanylmethane,iso-phorone,p-cresyl acetate,undecanal,iso-bornyl acetate,wrong,wrong,right,wrong,wrong,wrong,right,wrong,wrong,right,wrong,wrong,wrong,wrong,right,right,wrong,right,wrong,right,wrong,right,right,right,wrong,right
38,30,1,96.67,1/4,right,iso-pentyl phenyl acetate,4-Methyl-3-penten-2-one,limonene,gamma-valerolactone,acetaldehyde,furfuryl mercaptan,pentanoic acid,linalool,thiolane,methyl butanoate,l-menthol,hydroxy citronellal,_-terpineol,"(3S)-3,7-dimethyloct-6-en-1-ol",musk galaxolide,cinnamic aldehyde,"2,4-trans-trans-decadienal",ethyl benzoate,pent-1-en-3-ol,ethyl formate,gamma-undecalactone,ethyl decanoate,eugenol,bis(methylsulfanyl)methane,skatole,methylsulfanylmethane,iso-phorone,p-cresyl acetate,undecanal,phenyl acetic acid,,,,,,,,,,,,,,,,,,,,,,,,,,
45,30,1,96.67,1/4,wrong,thiolane,ethyl propionate,"2,3-dimethyl pyrazine",cinnamic aldehyde,pentyl valerate,acetoin,para-methyl quinoline,methyl anthranilate,dibutyl amine,eucalyptol,laevo-beta-pinene,4-methoxybenzaldehyde,anisole,gamma-undecalactone,pentanoic acid,hexyl hexanoate,iso-phorone,p-cresyl-iso-butyrate,ethyl decanoate,1-octen-3-ol,hexan-3-one,propane-1-thiol,celeriax,methylsulfanylmethane,furfuryl mercaptan,trans-2-hexenal,guaiacol,butane-2-thiol,limonene,butanal,,,,,,,,,,,,,,,,,,,,,,,,,,
45,30,1,96.67,not diluted,wrong,thiolane,ethyl propionate,"2,3-dimethyl pyrazine",cinnamic aldehyde,pentyl valerate,acetoin,para-methyl quinoline,methyl anthranilate,dibutyl amine,eucalyptol,laevo-beta-pinene,4-methoxybenzaldehyde,anisole,gamma-undecalactone,pentanoic acid,hexyl hexanoate,iso-phorone,p-cresyl-iso-butyrate,ethyl decanoate,1-octen-3-ol,hexan-3-one,propane-1-thiol,celeriax,methylsulfanylmethane,furfuryl mercaptan,trans-2-hexenal,guaiacol,butane-2-thiol,limonene,butanal,wrong,wrong,right,right,wrong,right,wrong,wrong,wrong,right,wrong,wrong,wrong,right,wrong,right,wrong,wrong,wrong,wrong,wrong,right,wrong,wrong,right,wrong
