CID,UID,Pleasant,Volatile,WeakStrong,Bitter,Chemical,Spice,Sweet,FreshRotten,CleanDirty,Burnt,Fruity,Develops,Garlic
101010,8264,2,1,100,85,1,93,1,1,19,1,1,83,1
101010,8267,23,74,88,77,54,81,4,66,46,21,11,88,69
101010,8270,13,10,89,78,79,76,16,5,15,80,23,90,61
101010,8276,24,50,76,2,94,57,1,51,63,51,2,70,9
101010,8277,27,2,86,72,92,93,2,56,2,2,57,32,64
101010,8281,1,17,98,57,85,30,1,33,14,1,1,72,1
101010,8283,1,15,95,98,96,87,1,2,2,41,1,80,57
101010,8285,13,30,81,54,24,80,26,34,38,84,15,74,33
101010,8289,20,36,66,67,72,69,25,66,38,62,33,68,32
101010,8291,42,62,61,58,78,36,31,31,40,61,31,64,18
101010,8293,20,78,71,63,73,60,61,34,65,27,78,69,23
101010,8299,1,21,98,89,90,84,3,2,5,82,4,21,90
101010,8302,22,76,73,31,67,82,13,20,29,24,22,91,83
101010,8307,1,5,100,99,72,91,5,26,22,59,1,86,76
101010,8308,50,73,50,13,29,31,27,63,50,27,60,28,3
101010,8314,34,59,64,1,69,66,1,39,65,59,10,42,81
101010,8316,4,32,96,50,41,54,50,55,50,78,61,98,3
101010,8324,18,91,89,57,41,56,28,18,19,64,54,76,63
101010,8330,9,58,78,50,78,76,26,16,27,60,22,74,60
101010,8335,1,100,100,100,39,100,1,1,1,1,1,100,50
101010,8338,6,90,93,89,21,90,7,10,8,58,5,50,99
101010,8342,18,91,96,57,99,88,14,27,15,66,26,74,77
101010,8346,6,17,93,86,85,77,15,24,41,83,10,20,90
101010,8347,10,18,85,71,71,30,16,31,39,16,38,36,60
101010,8354,1,24,100,94,63,78,1,19,1,53,1,78,88
101010,8358,1,75,41,68,67,28,1,3,20,1,1,21,1
101010,8361,2,88,92,99,99,2,2,26,2,57,2,90,2
101010,8364,17,77,86,79,39,27,43,15,20,59,58,58,83
101010,8369,33,51,57,17,42,25,11,53,45,43,40,51,25
101010,8370,6,50,98,50,96,50,50,50,50,50,50,50,50
101010,8374,23,7,100,1,69,67,1,80,26,1,76,51,1
101010,8379,1,1,98,100,100,100,1,1,1,76,1,100,100
101010,8381,1,40,95,50,95,62,8,39,1,34,7,55,37
101010,8383,1,31,100,1,100,100,100,14,2,67,99,99,1
101010,8385,11,50,77,79,26,55,15,40,35,60,14,50,90
101010,8388,8,36,71,49,52,59,1,49,40,50,2,66,100
101010,8390,7,31,100,70,99,99,6,20,36,2,2,76,2
101010,8391,8,24,80,91,92,81,14,15,10,65,21,78,59
101010,8400,1,1,100,100,1,100,1,1,1,1,1,32,100
101010,8402,36,39,61,32,36,66,19,52,51,31,58,64,59
101010,8404,1,82,90,78,19,84,18,5,7,69,22,77,86
101010,8410,17,63,86,66,73,71,23,59,50,69,22,85,76
101010,8413,50,50,61,57,50,64,37,47,50,55,46,50,50
101010,8430,1,90,99,1,99,74,7,99,72,1,84,99,8
101010,8708,14,18,78,81,60,100,13,11,19,33,36,90,35
101010,8731,66,95,99,75,61,69,3,54,62,67,9,97,99
101010,8736,33,76,69,65,63,63,6,46,27,61,23,22,19
101010,8764,39,50,50,71,50,62,16,50,50,50,50,50,58
101010,8771,27,9,80,13,81,54,73,60,58,7,67,90,1
101010,8792,7,70,49,2,7,49,2,14,3,3,3,50,72
101010,9068,37,20,79,31,61,78,37,61,62,49,37,87,64
101010,9323,34,29,87,12,59,87,7,46,16,59,61,30,52
108242,7627,57,93,3,5,12,3,22,54,38,4,12,37,14
108242,7669,88,70,32,32,33,65,67,82,85,23,68,78,22
108242,7670,32,26,81,40,62,80,24,50,61,19,17,79,58
108242,7685,56,64,11,30,43,35,69,57,71,19,59,43,2
108242,7900,60,34,57,56,69,54,34,57,70,56,20,34,2
108242,8409,1,43,100,100,1,1,1,1,1,57,1,43,1
108242,8440,70,59,60,45,10,57,53,57,47,55,43,57,54
108242,8545,86,36,57,43,36,44,39,68,73,12,24,64,2
108242,8607,31,28,73,69,73,100,18,31,59,23,22,76,19
108242,8623,43,29,77,60,38,84,8,57,28,63,35,55,4
108242,8677,27,65,63,1,2,85,1,99,81,1,2,32,2
108242,8747,44,19,76,1,56,13,1,12,36,53,1,50,58
108242,8750,78,40,50,40,50,15,50,67,73,31,56,68,10
108242,8755,92,75,22,11,9,9,64,92,91,7,20,28,6
108242,8767,93,57,61,6,71,28,27,61,76,4,1,60,3
108242,8781,57,60,83,60,62,1,16,100,100,1,1,61,1
108242,8786,68,42,65,18,19,17,42,70,59,11,7,56,6
108242,8821,46,53,4,31,51,8,58,47,48,36,52,48,21
108242,8989,86,50,40,37,64,41,55,85,97,32,71,58,25
108242,9204,100,30,97,13,15,21,75,100,93,12,79,89,1
108242,9207,56,39,40,3,40,3,53,65,50,3,42,43,3
108242,9209,1,74,70,34,64,1,72,58,62,1,62,73,1
108242,9211,41,44,64,59,57,53,26,33,26,50,9,43,58
108242,9213,79,78,1,26,25,5,83,65,67,3,71,15,1
108242,9215,58,50,50,25,63,55,62,61,58,58,57,36,10
108242,9239,90,50,50,50,50,50,50,50,94,14,50,10,50
108242,9245,61,24,58,1,57,7,62,57,64,2,53,41,3
108242,9248,60,83,62,23,19,76,40,76,73,59,63,69,27
108242,9256,26,42,71,32,67,67,42,54,57,63,58,39,8
108242,9261,32,9,26,59,55,11,33,50,33,50,32,23,32
108242,9262,1,5,15,10,53,83,1,12,44,1,13,14,83
108242,9275,4,91,90,85,98,88,27,6,5,89,5,97,64
108242,9292,89,57,46,10,5,4,50,79,96,3,19,45,3
108242,9320,80,92,96,53,60,67,61,75,81,36,61,90,30
116699,7632,12,24,82,58,93,67,7,10,29,8,15,59,8
116699,7642,34,29,72,35,40,62,11,10,16,2,65,50,72
116699,7651,28,68,79,82,72,76,19,25,19,79,11,75,80
116699,7656,13,30,66,71,94,68,29,67,69,7,66,78,2
116699,7658,70,60,44,59,45,59,44,60,67,45,58,76,40
116699,7668,2,74,101,93,2,54,15,2,2,55,4,79,60
116699,7671,7,59,87,63,56,63,13,19,12,55,21,82,61
116699,7684,39,34,71,33,63,32,37,42,40,33,55,83,27
116699,7731,2,5,99,50,35,99,21,77,23,2,2,50,1
116699,7766,95,84,99,99,93,6,6,44,19,99,1,18,2
116699,7886,43,84,80,81,35,86,24,43,81,56,13,75,37
116699,7894,1,36,100,33,100,100,1,44,51,42,1,98,1
116699,7905,28,59,57,65,61,52,44,40,36,70,42,43,60
116699,7942,24,11,88,74,79,64,15,30,36,70,42,74,1
116699,7945,6,50,72,83,85,100,25,1,20,74,1,44,74
116699,7974,8,20,62,70,85,78,20,31,19,70,18,13,22
116699,7992,57,39,55,46,54,57,42,52,56,46,35,56,36
116699,7997,1,81,81,36,100,1,1,1,1,100,1,87,1
116699,8000,37,27,93,70,100,100,29,32,64,69,1,21,75
116699,8007,13,1,100,100,100,11,1,90,100,77,1,100,79
116699,8026,25,12,87,63,72,18,23,12,38,58,17,22,61
116699,8027,1,11,96,3,100,81,1,1,6,35,1,68,60
116699,8030,50,50,94,29,50,76,50,61,50,50,66,59,50
116699,8031,16,85,87,87,87,80,13,38,15,82,12,78,39
116699,8034,29,50,1,7,82,7,4,50,1,7,1,50,5
116699,8044,1,1,100,100,100,75,1,1,7,1,1,98,1
116699,8054,58,35,62,91,29,40,85,39,56,36,67,31,31
116699,8065,43,100,100,1,50,55,39,24,58,36,64,100,100
116699,8066,58,60,37,54,41,1,53,54,48,3,34,22,1
116699,8069,78,69,67,30,63,56,60,79,79,32,55,43,65
116699,8076,39,73,64,54,61,22,25,86,68,3,23,80,4
116699,8083,36,50,50,32,62,50,62,37,50,50,66,50,18
116699,8091,40,95,98,75,97,60,60,64,97,95,6,96,3
116699,8095,50,1,100,50,50,100,50,50,50,1,50,100,1
116699,8108,1,100,100,100,100,100,27,49,74,1,1,100,31
116699,8111,2,20,97,85,80,90,1,17,13,100,11,93,39
116699,8116,27,44,58,74,92,63,34,58,34,66,58,61,43
116699,8117,20,41,53,84,60,56,33,23,5,4,11,43,1
116699,8122,23,64,67,56,83,13,61,39,42,67,69,50,2
116699,8130,1,1,100,100,94,1,1,1,1,98,1,100,1
116699,8141,39,29,34,59,74,59,33,50,52,32,56,30,58
116699,8143,2,36,50,47,100,3,50,40,11,50,50,58,1
116699,8155,2,26,83,72,83,49,3,26,12,17,6,29,7
116699,8175,15,57,82,58,75,65,25,33,26,63,27,65,49
116699,8179,37,12,100,82,77,67,70,50,50,1,9,1,1
116699,8181,66,23,54,52,49,47,49,54,51,44,37,67,35
116699,8185,66,68,57,57,65,26,81,65,78,2,78,58,3
116699,8187,100,4,61,3,6,59,50,99,98,60,7,92,1
116699,8188,33,3,91,100,55,48,6,47,26,95,15,40,10
116699,8192,2,7,98,79,90,99,84,53,55,1,3,3,2
116699,8211,32,66,93,92,64,66,11,17,14,96,12,36,65
116699,8232,14,10,95,96,96,70,42,7,46,88,5,92,6
116699,8247,60,34,26,22,66,59,35,64,69,26,62,65,27
116699,8256,4,92,99,96,95,98,96,54,97,95,99,96,75
116699,8287,25,71,61,76,73,68,31,50,62,3,2,23,24
116699,8300,23,26,30,23,63,61,60,68,63,2,56,5,2
116699,8317,1,1,93,100,1,100,1,32,1,1,60,100,69
116699,8326,42,48,46,53,45,52,47,41,31,47,46,40,52
116699,8340,22,86,99,55,93,100,1,49,70,50,1,89,54
116699,8351,90,56,67,19,19,56,56,73,89,7,75,74,3
116699,8353,29,19,61,19,63,64,61,31,36,19,68,72,51
116699,8416,83,2,99,99,94,99,99,33,65,24,99,100,9
116699,8553,1,64,80,89,69,81,36,4,1,40,50,50,62
116699,8560,44,15,87,67,71,89,40,39,36,90,60,44,59
116699,8561,24,6,90,23,5,90,29,33,1,1,1,98,56
116699,8562,5,16,77,85,96,80,22,10,9,91,18,79,75
116699,8564,69,76,50,15,56,50,50,63,59,50,55,36,51
116699,8566,39,57,63,31,59,50,59,67,39,64,63,36,50
116699,8570,1,12,100,74,99,82,1,14,23,100,1,76,76
116699,8590,12,82,100,39,78,72,86,23,40,65,44,83,13
116699,8611,1,26,89,85,90,86,1,51,13,96,7,76,27
116699,8613,5,37,100,68,73,64,23,16,20,69,5,71,5
116699,8614,31,57,73,54,93,76,50,50,93,76,50,50,50
116699,8626,57,42,78,25,97,85,30,59,60,47,37,31,11
116699,8628,50,41,78,95,50,97,5,4,23,22,19,50,50
116699,8629,50,50,61,67,50,50,50,50,50,50,50,50,50
116699,8631,61,59,54,53,54,54,39,69,54,54,46,58,30
116699,8655,1,2,100,99,99,99,1,24,19,90,1,100,75
116699,8658,60,57,60,33,56,62,58,43,54,59,44,62,38
116699,8661,28,55,56,54,64,56,52,45,29,52,54,45,8
116699,8683,59,30,61,55,56,56,34,50,68,42,70,32,60
116699,8698,14,53,76,88,75,24,30,45,12,46,8,68,26
116699,8746,1,10,100,76,65,16,1,16,9,79,31,24,74
116699,8754,19,50,94,17,85,63,74,50,93,17,66,79,17
116699,8756,54,60,62,38,46,55,47,54,58,23,57,59,14
116699,8768,33,86,5,50,59,50,50,50,50,50,50,50,50
116699,8769,51,58,26,77,45,88,49,75,30,65,29,62,37
116699,8770,1,50,100,87,84,100,7,7,1,69,1,50,71
116699,8774,1,38,100,64,100,50,1,60,59,34,1,100,55
116699,8779,7,61,58,84,62,72,55,12,19,55,67,88,5
116699,8787,26,29,71,75,95,73,1,28,6,71,1,79,62
116699,8800,19,20,100,90,71,81,23,68,51,78,1,90,64
116699,8803,9,88,69,59,71,53,59,12,29,90,42,76,39
116699,8806,2,5,96,97,94,95,3,2,2,86,3,93,83
116699,8808,58,64,81,5,81,55,56,64,60,70,63,64,2
116699,8811,9,34,97,97,94,95,26,19,74,55,10,50,17
116699,8816,41,58,64,44,61,64,15,60,63,4,16,46,30
116699,8823,1,74,91,90,90,1,1,50,24,81,1,96,1
116699,8917,64,80,98,72,87,100,1,77,50,61,1,85,3
116699,8970,9,26,92,84,68,88,24,26,21,59,20,65,58
116699,8979,3,50,50,80,65,100,37,50,33,1,63,66,32
116699,8980,26,55,62,57,61,36,24,47,65,1,53,60,26
116699,9095,42,42,67,50,49,61,75,59,59,61,68,59,44
116699,9112,61,60,69,47,55,54,41,64,56,2,7,93,2
116699,9119,16,12,87,89,50,93,9,10,19,86,13,38,16
116699,9162,86,98,75,63,69,66,66,77,60,33,72,85,87
116699,9208,34,79,76,44,42,61,39,83,45,95,29,92,43
116699,9223,2,90,95,1,94,30,1,43,40,92,2,97,61
116699,9224,33,9,90,52,99,8,33,33,47,2,32,65,1
116699,9253,25,6,98,98,100,99,3,76,33,4,19,93,71
116699,9259,1,100,100,46,100,72,78,43,56,1,88,100,1
116699,9265,7,1,100,21,100,94,7,9,6,6,41,88,70
116699,9267,1,1,100,67,100,100,1,8,6,1,2,100,8
116699,9268,31,57,62,65,61,67,7,43,40,62,36,25,56
116699,9277,8,25,86,86,53,74,1,1,1,1,1,28,1
116699,9308,7,59,85,88,46,82,24,4,8,44,17,62,39
116699,9309,97,3,9,1,9,12,100,80,80,3,94,25,6
116699,9316,1,100,100,100,100,100,1,42,25,100,24,100,74
116699,9325,40,55,55,57,58,77,30,54,39,57,38,72,61
638011,7627,78,60,70,60,54,8,79,84,28,12,73,56,7
638011,7628,96,71,78,12,35,1,18,97,95,1,76,30,8
638011,7629,101,71,34,25,62,58,58,87,89,7,62,81,6
638011,7630,98,78,26,3,85,3,80,96,101,3,37,68,10
638011,7631,89,32,101,59,23,79,82,101,101,2,84,69,2
638011,7632,26,62,16,61,55,22,16,25,59,63,31,22,22
638011,7633,65,61,57,37,66,60,74,83,69,32,83,64,32
638011,7634,42,71,37,55,56,48,47,47,53,43,43,54,39
638011,7636,68,12,54,12,44,63,79,59,97,8,80,72,11
638011,7637,83,50,61,19,61,2,101,69,62,2,101,50,2
638011,7642,83,69,81,3,74,2,75,87,88,2,96,79,2
638011,7644,79,68,26,25,23,79,76,73,65,20,89,30,22
638011,7646,93,77,84,3,73,3,70,95,99,2,100,93,2
638011,7647,75,84,79,17,82,71,79,82,75,8,85,84,19
638011,7648,26,42,21,1,80,1,1,37,72,1,1,50,1
638011,7649,74,78,59,63,13,12,65,76,79,11,78,62,14
638011,7651,37,55,72,65,66,69,27,46,37,78,13,65,83
638011,7652,101,101,101,2,2,2,2,101,101,2,101,101,2
638011,7653,78,52,52,2,2,3,77,87,74,3,76,52,3
638011,7655,62,58,62,26,15,32,100,54,25,26,90,57,16
638011,7656,39,60,73,29,85,34,40,74,87,2,80,24,2
638011,7657,57,59,63,72,50,10,62,50,69,10,90,64,11
638011,7658,82,40,70,38,44,37,58,71,71,34,76,62,32
638011,7659,91,50,60,13,2,60,25,60,96,2,86,81,2
638011,7660,50,50,5,50,50,50,50,50,50,50,50,50,50
638011,7661,71,66,43,21,63,20,66,67,76,42,82,89,15
638011,7662,95,85,69,3,38,11,67,88,91,2,82,71,3
638011,7665,29,20,68,12,75,11,56,64,70,14,54,77,12
638011,7666,95,91,87,27,86,76,90,101,90,64,101,92,2
638011,7667,79,25,57,12,33,16,75,85,81,15,70,73,17
638011,7668,84,58,58,29,53,6,53,72,87,13,69,40,10
638011,7669,82,13,75,18,61,27,56,83,93,22,94,73,25
638011,7670,76,24,81,13,9,8,63,92,81,6,76,77,6
638011,7671,55,58,63,25,63,26,53,55,53,21,69,57,24
638011,7672,53,64,64,39,70,42,58,65,46,32,80,72,40
638011,7673,60,25,42,9,15,14,44,63,13,21,58,43,8
638011,7674,89,58,87,56,36,2,56,95,95,5,96,41,36
638011,7675,66,58,59,29,56,24,53,62,57,45,67,54,26
638011,7679,64,64,38,25,70,41,79,29,70,27,71,66,9
638011,7680,90,80,74,18,7,68,84,92,91,39,87,71,5
638011,7681,74,2,79,2,73,2,18,82,78,76,2,75,2
638011,7683,92,14,43,23,24,6,47,95,86,7,55,34,13
638011,7684,82,64,64,5,5,7,92,54,68,12,98,71,7
638011,7685,79,37,73,11,54,11,76,62,62,25,62,52,2
638011,7686,73,38,71,44,39,53,59,73,62,6,63,56,2
638011,7687,80,50,51,9,34,13,16,82,85,7,25,50,2
638011,7688,95,32,85,68,56,69,74,94,86,6,76,79,6
638011,7689,76,43,76,5,57,4,14,99,95,60,100,81,4
638011,7691,56,101,88,67,83,2,59,87,89,2,85,97,2
638011,7697,64,69,78,26,74,32,31,82,62,28,38,70,29
638011,7698,81,77,73,17,68,43,74,98,98,8,60,36,44
638011,7703,89,61,76,42,2,22,68,90,75,1,98,18,23
638011,7704,81,76,68,71,60,37,83,99,98,18,100,33,9
638011,7706,78,46,64,23,64,61,82,77,90,15,81,72,15
638011,7708,39,61,70,26,70,70,38,35,40,55,58,61,3
638011,7711,100,98,100,1,1,1,99,98,100,97,99,99,1
638011,7712,55,19,66,11,58,51,23,92,90,2,65,56,17
638011,7713,37,82,82,35,81,27,79,95,92,5,98,94,1
638011,7714,64,100,94,12,100,6,86,94,86,5,90,88,12
638011,7716,60,50,73,54,60,1,82,80,69,1,87,73,1
638011,7717,78,98,89,2,49,2,70,101,98,2,99,98,2
638011,7718,76,63,58,12,64,2,92,63,24,2,76,37,2
638011,7720,44,64,78,46,40,28,37,55,57,62,61,43,21
638011,7721,59,59,90,22,74,8,76,97,91,7,83,70,4
638011,7722,38,20,100,9,1,1,1,100,100,1,100,100,1
638011,7723,90,57,82,2,68,61,60,79,78,3,72,50,2
638011,7724,67,34,74,34,54,79,54,72,88,3,64,67,21
638011,7726,76,99,90,60,70,67,93,91,99,2,91,91,9
638011,7727,54,58,47,43,61,1,75,100,68,34,53,18,1
638011,7731,68,67,73,7,55,65,64,88,94,2,99,50,1
638011,7732,78,66,59,74,44,66,64,66,86,63,63,63,30
638011,7733,85,59,61,11,44,3,61,93,100,14,75,61,2
638011,7734,50,59,54,52,50,53,55,57,72,8,54,53,1
638011,7736,1,100,100,100,69,100,1,1,1,100,1,100,100
638011,7737,82,75,69,20,9,20,81,88,65,26,67,61,11
638011,7739,29,69,61,76,38,73,30,49,26,75,72,21,1
638011,7740,60,85,87,13,87,89,62,62,77,11,82,83,13
638011,7741,72,91,91,31,78,9,89,67,28,27,68,100,5
638011,7744,91,66,81,21,20,89,88,77,100,1,91,60,19
638011,7746,99,66,84,31,13,5,13,97,95,4,100,78,1
638011,7747,52,51,46,20,53,20,77,56,54,26,86,65,2
638011,7748,74,71,56,8,59,2,87,78,83,1,99,50,2
638011,7749,77,33,68,1,74,32,74,94,80,1,96,23,1
638011,7750,98,15,62,16,14,34,76,100,100,18,100,73,73
638011,7752,43,36,44,42,73,9,65,21,77,10,62,28,10
638011,7753,100,100,100,71,29,100,80,100,100,1,50,71,1
638011,7754,99,19,89,2,57,5,14,79,100,11,84,74,1
638011,7755,1,73,75,29,100,55,38,1,75,1,1,29,1
638011,7756,73,37,72,35,34,36,69,76,76,35,85,63,27
638011,7757,81,36,83,23,71,24,75,80,80,22,80,71,22
638011,7758,67,56,56,1,57,1,60,65,71,1,62,59,1
638011,7760,75,29,88,55,65,74,81,85,87,32,93,83,30
638011,7763,90,82,71,27,46,26,63,73,84,6,74,52,5
638011,7765,61,61,79,20,75,17,70,75,79,17,62,86,17
638011,7766,64,57,56,5,99,56,56,68,57,3,57,27,2
638011,7768,67,28,67,24,28,30,71,68,68,28,70,38,15
638011,7769,87,61,43,12,24,5,54,57,58,2,65,30,1
638011,7771,70,82,66,1,42,1,53,79,59,1,85,57,1
638011,7772,68,79,63,79,31,39,29,80,90,22,81,20,31
638011,7773,59,54,57,16,73,21,34,86,77,17,64,59,17
638011,7774,69,69,58,14,31,30,37,90,74,6,79,30,8
638011,7776,87,77,83,2,58,64,76,77,89,2,95,87,2
638011,7778,55,50,50,50,31,50,42,66,70,1,66,57,50
638011,7779,79,80,92,1,7,2,69,80,79,1,86,97,2
638011,7780,65,63,41,2,46,3,96,64,76,1,82,51,2
638011,7782,77,38,58,20,22,19,49,75,88,7,96,67,15
638011,7783,91,50,76,9,25,14,66,89,92,15,91,50,8
638011,7784,88,59,80,7,43,2,77,94,74,1,99,99,2
638011,7786,69,54,76,24,55,43,74,71,52,26,87,69,12
638011,7787,18,70,42,77,37,3,32,18,24,3,1,62,1
638011,7788,24,80,89,45,83,94,79,17,75,4,73,81,72
638011,7789,50,62,50,7,9,19,54,55,54,9,61,50,10
638011,7790,55,39,35,26,55,54,73,59,52,34,75,53,29
638011,7791,16,86,88,60,95,1,72,85,70,1,96,91,1
638011,7792,78,56,72,24,60,12,72,62,57,20,88,40,7
638011,7794,66,62,66,57,32,39,58,80,84,39,69,59,37
638011,7796,89,74,85,22,25,10,88,71,71,11,93,83,11
638011,7797,67,65,65,50,67,63,53,50,65,50,50,50,50
638011,7798,78,76,61,1,59,1,65,67,88,2,80,58,1
638011,7799,87,50,55,1,55,1,100,94,100,1,100,50,1
638011,7800,100,35,40,1,40,1,72,75,79,1,100,33,1
638011,7801,16,21,71,85,100,1,29,50,50,63,42,50,1
638011,7802,85,1,85,1,33,59,57,61,100,37,87,72,1
638011,7803,85,24,100,17,7,51,51,100,76,4,100,51,1
638011,7804,84,84,75,16,12,24,34,71,76,16,91,37,6
638011,7805,67,63,63,36,66,19,1,99,77,21,97,98,4
638011,7806,56,59,53,1,1,19,56,63,58,1,28,59,14
638011,7807,94,97,100,75,87,63,55,100,98,8,100,81,1
638011,7808,46,49,38,34,45,15,40,58,63,62,63,22,15
638011,7811,37,36,28,39,67,61,58,62,61,35,43,34,37
638011,7816,66,65,55,53,57,1,66,69,70,55,64,63,25
638011,7817,58,35,36,33,32,33,63,62,57,21,61,63,1
638011,7819,74,64,57,1,54,1,93,83,67,1,58,66,1
638011,7820,85,72,75,2,2,3,75,99,89,2,100,68,2
638011,7822,80,1,45,31,70,1,85,59,50,1,56,50,1
638011,7823,99,43,38,3,89,5,72,73,65,4,92,45,5
638011,7824,68,64,69,38,42,61,66,66,50,61,71,71,19
638011,7826,67,41,69,11,58,64,73,94,91,6,71,57,1
638011,7827,100,67,72,53,58,64,100,100,100,55,100,100,1
638011,7828,65,31,91,12,2,79,35,77,98,5,78,76,12
638011,7829,71,71,74,17,38,79,38,72,69,1,70,40,1
638011,7830,68,33,40,30,36,6,89,91,90,25,98,55,2
638011,7832,63,30,81,12,63,12,89,67,79,58,91,76,9
638011,7837,92,75,81,54,26,6,77,81,99,1,93,32,3
638011,7838,91,73,75,25,69,80,86,96,95,5,96,83,12
638011,7839,62,61,65,34,56,54,76,66,64,55,92,78,37
638011,7841,100,1,100,1,29,1,66,100,100,1,100,100,1
638011,7842,74,85,64,39,56,8,64,90,90,9,75,20,10
638011,7843,58,57,57,3,1,4,55,69,68,2,62,22,2
638011,7845,68,57,37,33,41,24,62,58,69,35,42,37,23
638011,7846,80,99,76,18,69,69,80,49,77,30,73,89,1
638011,7847,37,13,98,89,96,91,93,92,93,69,82,89,1
638011,7848,72,34,63,12,15,22,76,54,58,16,77,58,2
638011,7849,63,54,53,33,10,51,68,59,57,6,59,62,1
638011,7850,63,66,72,18,67,60,62,85,81,2,93,37,4
638011,7852,37,81,80,34,51,65,77,63,55,27,59,77,14
638011,7856,70,50,57,10,50,55,86,71,76,5,88,50,17
638011,7857,57,69,84,77,83,1,59,62,70,1,50,100,1
638011,7858,33,68,36,59,68,46,100,76,78,1,76,51,1
638011,7861,75,78,74,13,3,1,63,95,87,5,100,82,2
638011,7862,85,79,40,18,23,23,27,80,76,29,79,29,18
638011,7863,89,61,62,35,22,54,92,92,73,25,97,91,9
638011,7864,84,50,50,50,54,53,58,69,62,42,90,43,39
638011,7865,61,59,32,21,61,25,58,80,68,24,57,28,1
638011,7866,70,60,85,61,17,15,66,94,25,37,100,18,21
638011,7867,78,59,22,1,74,63,78,71,71,1,58,76,1
638011,7868,68,63,70,55,29,59,13,61,76,26,88,68,21
638011,7869,97,85,91,1,17,1,99,66,70,1,88,85,1
638011,7871,78,77,69,62,76,70,93,68,94,18,100,76,10
638011,7872,41,61,73,56,75,59,56,46,56,57,43,58,41
638011,7873,41,67,75,63,59,31,34,59,58,32,66,64,29
638011,7875,100,1,25,1,1,1,72,64,100,1,1,100,1
638011,7876,83,87,77,50,58,61,55,75,77,13,85,60,37
638011,7878,54,68,66,8,60,55,26,44,59,25,72,60,12
638011,7879,81,78,35,8,11,10,84,81,20,13,94,67,8
638011,7880,54,34,54,24,43,15,65,55,64,1,67,33,3
638011,7881,90,65,78,1,43,1,100,100,100,1,100,51,1
638011,7883,81,64,59,43,34,17,63,59,86,41,78,73,19
638011,7884,29,100,82,78,85,66,71,76,96,15,67,87,24
638011,7886,64,67,62,27,39,38,63,86,95,24,87,65,27
638011,7888,56,61,54,20,17,30,63,70,60,2,93,82,14
638011,7890,57,14,82,5,61,10,94,93,92,5,95,10,3
638011,7893,82,64,76,15,59,16,87,82,85,17,81,81,11
638011,7894,1,59,50,56,100,45,50,50,44,63,1,45,1
638011,7895,97,83,68,18,5,4,94,83,94,11,89,88,10
638011,7896,58,21,71,16,52,75,31,90,71,17,66,67,3
638011,7897,64,65,7,27,69,1,72,24,18,1,1,62,1
638011,7898,100,75,57,1,25,54,75,99,75,1,84,100,1
638011,7900,98,75,70,6,28,36,61,85,96,9,96,84,2
638011,7902,45,62,75,58,60,59,62,68,78,59,62,81,21
638011,7904,99,100,2,1,2,2,100,99,99,2,99,2,1
638011,7905,64,53,50,52,51,62,53,75,64,50,53,63,22
638011,7906,86,17,90,2,34,1,88,98,99,2,99,99,1
638011,7907,49,45,57,22,46,31,63,54,55,36,68,58,24
638011,7908,63,40,70,13,66,40,90,59,57,36,82,64,3
638011,7909,77,71,29,31,36,33,64,75,71,30,77,28,22
638011,7911,82,90,42,13,15,8,81,70,79,52,79,44,12
638011,7914,87,30,62,17,30,9,72,75,89,3,74,53,3
638011,7915,5,56,57,44,69,64,53,38,5,57,53,39,53
638011,7918,90,87,24,1,5,2,12,99,94,2,83,30,1
638011,7919,58,84,82,1,60,12,100,86,83,1,89,66,1
638011,7920,86,13,77,5,80,9,75,94,96,2,83,83,1
638011,7921,33,27,1,1,36,1,50,39,50,40,51,35,41
638011,7922,76,59,65,1,1,18,79,87,78,1,52,78,1
638011,7925,62,65,67,29,64,60,78,69,64,25,73,62,31
638011,7926,50,36,13,59,61,34,36,66,70,11,59,49,19
638011,7927,83,18,63,6,2,1,22,100,96,2,95,80,2
638011,7928,52,23,55,1,1,54,1,56,61,1,5,38,1
638011,7930,89,100,66,1,1,1,94,100,100,1,100,83,1
638011,7931,100,13,65,1,22,1,66,78,91,1,72,84,1
638011,7932,93,59,34,6,3,5,3,98,76,5,68,59,6
638011,7933,21,50,72,90,3,20,2,98,99,2,75,99,1
638011,7934,60,63,58,28,34,33,73,67,62,35,63,62,28
638011,7935,69,34,57,8,62,55,65,50,64,11,57,14,2
638011,7936,58,68,61,76,85,60,63,71,94,4,66,38,26
638011,7937,32,99,99,7,77,55,91,73,78,18,100,98,5
638011,7938,70,14,78,1,31,1,56,95,89,1,100,83,1
638011,7939,88,18,67,32,1,68,69,95,83,8,70,65,13
638011,7940,75,92,81,17,17,73,50,74,75,17,81,74,17
638011,7941,86,1,1,1,87,1,100,100,77,13,50,25,1
638011,7942,71,60,56,23,38,22,72,69,65,31,76,59,1
638011,7943,74,44,23,35,30,35,55,80,56,42,87,50,38
638011,7944,90,32,22,14,13,15,91,81,87,6,94,21,14
638011,7945,100,53,80,1,1,1,79,100,100,1,93,72,1
638011,7946,85,90,82,20,32,15,79,94,93,24,81,95,19
638011,7947,43,47,74,51,52,51,51,48,51,28,55,52,1
638011,7950,73,29,83,65,59,71,26,79,77,7,87,68,17
638011,7951,100,1,75,1,1,1,99,100,96,1,100,86,1
638011,7952,61,78,94,15,38,23,56,61,56,29,93,74,35
638011,7953,80,76,58,22,35,38,9,67,84,1,100,77,15
