Stimulus,odor.class,odor.class.source,dataset.assigned,transport.ML.odor.probability,many.feature.ML.odor.probability,boiling.point.experimental,boiling.point.estimate.EPISuite,boiling.point.estimate.Banks,boiling.point.estimate.Burnop,boiling.point.best.available,vapor.pressure.experimental,vapor.pressure.best.available
CC(=C)C=C,Odor,PubChem,train,0.99321656441316,0.999949323304463,34.0,34.95,39.7400532728051,33.0059955536904,34.0,550.0,550.0
CC(=C)C=O,Odor,van Gemert 2011,train,0.99916661682073,0.999839413911104,68.4,76.22,44.7201045098916,34.5668621682895,68.4,155.0,155.0
CC(=C)CC(C)(C)C,Odor,PubChem,train,0.997295025270432,0.999916066655715,101.0,87.72,127.200005910186,121.066673159886,101.0,44.7,44.7
CC(=C)CCl,Odor,PubChem,train,0.996322963852435,0.999906764489424,71.5,79.78,89.6511443882434,74.0030955249121,71.5,102.0,102.0
CC(=C)CO,Odor,PubChem,train,0.999407027265988,0.999878590861044,,105.69,49.6903622481967,31.7867071296175,105.69,,14.9
CC(=CC(=O)C)C,Odor,van Gemert 2011,train,0.99932490743231,0.999954096885631,130.0,119.61,103.786700418784,97.2384782430808,130.0,8.21,8.21
CC(=CC(=O)C=C(C)C)C,Odor,PubChem,train,0.999912993742328,0.999970310895151,197.5,186.09,163.145552266181,176.02193883149,197.5,0.277,0.277
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C,Odor,PubChem,train,0.90429349988699,0.995586313772947,,405.44,305.72261792295,175.80434124728,405.44,0.00014,0.00014
CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C,Odor,PubChem,train,0.917395807802677,0.99423261359334,,497.13,302.673540373867,281.302561535037,497.13,7.08e-06,7.08e-06
CC(=CC=C)C,Odor,PubChem,train,0.989848272874951,0.999968540956615,76.5,70.54,72.5538517374564,65.8981714854314,76.5,,111.0
CC(=CC=O)C,Odor,PubChem,train,0.999841147786356,0.999985745659615,134.0,109.79,76.715844063791,67.3039768548105,134.0,,8.35
CC(=CCC(CO)C(=C)C)C,Odor,PubChem,train,0.999315874942113,0.999979187297868,,221.7,181.799761762364,195.317300551146,221.7,,0.0195
CC(=CCC/C(=C/CCC(=O)C)/C)C,Odor,Lab-Tested,test,0.944755356758833,0.99990533656819,,260.99,220.109483257088,255.028451331442,260.99,,0.0251
CC(=CCCC(=C)C=C)C,Odor,PubChem,train,0.999935425221338,0.999974314472638,167.0,156.22,160.690633214104,175.247558680744,167.0,2.09,2.09
CC(=CCCC(=CC=O)C)C,Odor,Lab-Tested,train,0.999721472384408,0.99998203990981,227.0,217.44,179.574800758237,197.785140942477,227.0,,0.0913
CC(=CCCC(=CCCC(=CCO)C)C)C,Odor,PubChem,train,0.935996636748314,0.999571889697108,,319.11,241.823806255186,287.825814994095,319.11,,3.94e-05
CC(=CCCC(=CCO)C)C,Odor,van Gemert 2011,train,0.999282819626387,0.999949682729493,225.0,239.89,181.799761762364,195.317300551146,225.0,0.03,0.03
CC(=CCCC(=O)C)C,Odor,van Gemert 2011,train,0.999799356766744,0.999983632522344,173.5,164.35,147.54017401199,150.044342576225,173.5,,1.78
CC(=CCCC(C)(C=C)O)C,Odor,van Gemert 2011,train,0.99964265737799,0.999972773262925,198.0,204.05,181.799761762364,195.317300551146,198.0,0.16,0.16
CC(=CCCC(C)(C=C)OC(=O)C)C,Odor,PubChem,train,0.99857809394598,0.999902777017269,220.0,228.95,221.751380473543,255.476566235793,220.0,0.111,0.111
CC(=CCCC1=COC=C1)C,Odor,PubChem,train,0.99988016786665,0.999977255163685,185.5,196.79,177.316328058728,-47.2857147903621,185.5,,0.738
CC(=CCCl)Cl,Odor,PubChem,train,0.999121213913895,0.999877269612625,131.0,124.81,145.864569090331,138.813033288225,131.0,,9.57
CC(=CCO)C,Odor,PubChem,train,0.99952472752193,0.999965705552313,140.0,137.75,80.8836777901215,64.671237024059,140.0,,2.36
CC(=CCOC(=O)C(C)C)CCC=C(C)C,Odor,Lab-Tested,train,0.998111240798607,0.999732185940957,,272.6,243.224948736178,288.156127657537,272.6,,0.008
CC(=NOC(=O)NC)SC,Odor,PubChem,train,0.640535533428192,0.989332150667906,,228.0,190.257281425325,,228.0,5.4e-06,5.4e-06
CC(=O)Br,Odor,PubChem,train,0.996026009321213,0.999627790821251,76.0,100.86,143.008545819411,74.892854611603,76.0,122.0,122.0
CC(=O)C,Odor,van Gemert 2011,train,0.993199293501675,0.999813820046256,55.5,44.8,12.0708682828553,-4.33916183946462,55.5,231.0,231.0
CC(=O)C(=O)C,Odor,van Gemert 2011,train,0.994775273837149,0.999351918057073,88.0,117.7,80.7817004029754,68.7428579136715,88.0,56.8,56.8
CC(=O)C(C)(C)C,Odor,van Gemert 2011,train,0.999428914336022,0.99994556594902,106.1,95.05,107.354252444567,94.6926916759009,106.1,31.5,31.5
CC(=O)C(C)C,Odor,van Gemert 2011,train,0.998021805193275,0.999976772664013,94.33,80.27,80.8836777901215,64.671237024059,94.33,52.5,52.5
CC(=O)C(O)C,Odor,Lab-Tested,train,0.999327672179788,0.998473458690569,143.0,137.57,84.8549228199891,66.2133742953016,143.0,,2.0
CC(=O)C1=CC=CC=C1,Odor,Lab-Tested,train,0.99990665257792,0.999799604745931,202.0,189.81,139.0375001795,170.819786910358,202.0,0.397,0.397
CC(=O)C1=CC=CC=C1N,Odor,PubChem,train,0.998764828662388,0.994750345125794,251.0,258.46,159.328074268377,214.566308176891,251.0,,0.0258
CC(=O)C1=CC=CO1,Odor,PubChem,train,0.99930762295844,0.999913044914138,175.0,153.08,123.87954172029,-125.889874782302,175.0,,0.947
CC(=O)C1=CC=CS1,Odor,Lab-Tested,train,0.998803354799747,0.999887580052018,213.5,199.74,147.499182559234,,213.5,,0.183
CC(=O)C1CCC(=O)O1,Odor,PubChem,train,0.955902617424726,0.998937330790795,,247.55,150.141746435161,47.0279013707208,247.55,,0.031
CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,Odorless,PubChem,train,0.0749713778495789,0.0157626271247864,,396.19,294.983026224715,334.222902312373,396.19,,2.38e-06
CC(=O)C=C,Odor,PubChem,train,0.994552309159189,0.999900509152212,81.4,68.48,44.7201045098916,34.5668621682895,81.4,,91.3
CC(=O)C=O,Odor,PubChem,train,0.97114660218358,0.998423688113689,72.0,107.85,49.5689495386667,36.1804167584771,72.0,,121.0
CC(=O)CC(=O)C,Odor,van Gemert 2011,train,0.997567649465054,0.999919660185697,138.0,140.6,107.266851448042,98.5041513513239,138.0,2.96,2.96
CC(=O)CC(=O)OC,Odor,PubChem,train,0.999278399744071,0.999771914503071,171.7,147.34,133.12234020419,126.944145025864,171.7,0.892,0.892
CC(=O)CC(C)(C)O,Odor,van Gemert 2011,train,0.999859350064071,0.999773340125103,167.9,162.64,133.19707382676,123.402219124641,167.9,1.71,1.71
CC(=O)CC(O)(C)C,Odor,van Gemert 2011,train,0.999859350064071,0.999773340125103,167.9,162.64,133.19707382676,123.402219124641,167.9,1.71,1.71
CC(=O)CCC(=O)C,Odor,PubChem,train,0.999758944250061,0.999778009500005,194.0,162.59,130.150072642504,125.82093046411,194.0,,0.688
CC(=O)CCC1=CC(=C(C=C1)O)OC,Odor,PubChem,train,0.857954919338226,0.993220308795571,,310.81,220.025619363234,270.276617190625,310.81,,0.000253
CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC,Odorless,Lab-Tested,train,0.0788624286651611,0.0196582078933716,,350.13,245.976782189472,440.077881137427,350.13,,2.02e-05
CC(=O)CCC1=CC=C(C=C1)O,Odor,PubChem,train,0.932260617613792,0.999217704113107,,280.39,192.287924268271,234.311655690901,280.39,,0.000567
CC(=O)CCl,Odor,PubChem,train,0.999825030419743,0.999910976992396,119.0,111.24,93.4287035470568,75.4884752206947,119.0,12.0,12.0
CC(=O)Cl,Odor,van Gemert 2011,train,0.993543589022011,0.999849038693355,50.7,57.68,64.5521935517048,43.726052568794,50.7,287.0,287.0
CC(=O)I,Odor,PubChem,train,0.999556917347945,0.999476228782441,108.0,134.95,198.010505349554,114.514495701813,108.0,32.4,32.4
CC(=O)N,Odor,van Gemert 2011,train,0.9901416990906,0.994004050735384,222.0,177.41,14.9856876839742,25.2275955144153,222.0,0.04,0.04
CC(=O)N(C)C,Odor,van Gemert 2011,train,0.999148009170312,0.999801264959387,165.0,138.25,82.8906767832713,89.3773322609232,165.0,2.0,2.0
CC(=O)N(C)C1=CC=CC=C1,Odor,van Gemert 2011,train,0.992752598132938,0.997338860761374,256.0,261.51,176.151545438106,234.35510087809,256.0,,0.00338
CC(=O)NC1=CC=C(C=C1)C(=O)CCl,Odorless,PubChem,train,0.0167949795722961,0.001615285873413,,382.89,233.908785093457,310.042064057502,382.89,,1.48e-06
CC(=O)NC1=CC=C(C=C1)O,Odorless,PubChem,train,0.0526641011238098,0.004582405090332,,340.65,178.37152510855,234.566145254204,340.65,,1.94e-06
CC(=O)NC1=CC=CC=C1,Odorless,van Gemert 2011,train,0.1273432970047,0.0203272104263306,304.0,300.79,159.328074268377,214.566308176891,304.0,0.0002,0.0002
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,Odorless,PubChem,train,0.0053346157073974,0.0026609301567077,,461.85,241.730825313987,,461.85,,6.62e-10
CC(=O)O,Odor,van Gemert 2011,train,0.996300064725801,0.991656811907887,117.9,122.3,17.8280478532379,-2.38724979618013,117.9,15.7,15.7
CC(=O)OC,Odor,Lab-Tested,train,0.98879521060735,0.999757914236397,92.0,52.62,54.4108216975083,33.5398753003881,92.0,216.0,216.0
CC(=O)OC(=O)C,Odor,van Gemert 2011,train,0.99986891746812,0.999599695089273,139.5,52.62,110.676527329277,99.7902171258724,139.5,5.1,5.1
CC(=O)OC(C)(C)C,Odor,van Gemert 2011,train,0.999497892102227,0.999926368363958,97.0,102.32,133.19707382676,123.402219124641,97.0,47.0,47.0
CC(=O)OC1=CC=CC=C1,Odor,van Gemert 2011,train,0.999682450346882,0.99922178639099,196.0,195.93,160.564972491386,193.816198928447,196.0,0.398,0.398
CC(=O)OC1CC(CC=C1C)C(=C)C,Odor,Lab-Tested,validation,0.995181897655129,0.999644670460839,,245.13,220.067557620582,267.379259549874,245.13,,0.0353
CC(=O)OC1CC2CCC1(C2(C)C)C,Odor,van Gemert 2011,train,0.999499494791962,0.997770495712757,221.0,225.89,221.751380473543,172.281172354778,221.0,0.228,0.228
CC(=O)OC1CCCCC1,Odor,PubChem,train,0.992387775331736,0.999762180668768,173.0,179.41,168.000913587592,185.346268963124,173.0,10.8,10.8
CC(=O)OC=C,Odor,van Gemert 2011,train,0.99630219116807,0.999518662865739,72.8,76.05,80.7817004029754,68.7428579136715,72.8,90.2,90.2
CC(=O)OCC(CO)O,Odor,PubChem,train,0.873222932219505,0.993507219944149,,239.96,158.017354271618,150.707073006508,239.96,,0.00392
CC(=O)OCC(CO)OC(=O)C,Odor,PubChem,train,0.932012729346752,0.99576997756958,259.0,228.79,203.995982378595,218.293514434185,259.0,,0.00181
CC(=O)OCC(COC(=O)C)OC(=O)C,Odor,Lab-Tested,train,0.892691724002361,0.990392906591296,259.0,238.15,238.801259598909,273.897025050449,259.0,0.00248,0.00248
CC(=O)OCC1=CC=CC=C1,Odor,van Gemert 2011,train,0.999719264102168,0.999857455375604,213.0,215.57,177.259992718878,214.734820294011,213.0,0.177,0.177
CC(=O)OCC1=CC=CO1,Odor,PubChem,train,0.999054425570648,0.999470613372978,179.0,180.88,165.501134765556,-68.1509290238125,179.0,,1.01
CC(=O)OCCCC1=CC=CC=C1,Odor,PubChem,train,0.997380390996113,0.999852166045457,,252.15,205.918532746146,252.687303200389,252.15,,0.0243
CC(=O)OCCOC,Odor,van Gemert 2011,train,0.998423715820536,0.999750009708805,145.0,126.68,136.1144049921,124.589112120533,145.0,7.0,7.0
CC(=O)OCCOC(=O)C,Odor,van Gemert 2011,train,0.995476625394076,0.999344453623053,190.0,144.16,172.648793392765,176.064765151258,190.0,0.0774,0.0774
CC(=O)OCCOCCOCCOC(=O)C,Odorless,PubChem,train,0.0173081159591675,0.0090242028236389,286.0,263.02,250.050470029621,287.42735609771,286.0,,0.00409
CC(=O)OC[C@]1(O[C@H]2O[C@@H](COC(=O)C)[C@@H]([C@H]([C@@H]2OC(=O)C)OC(=O)C)OC(=O)C)O[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)COC(=O)C,Odorless,Lab-Tested,test,0.0005106925964355,0.0011931657791137,,640.99,397.437789539002,528.426155502208,640.99,,1.59e-12
CC(=O)OO,Odor,PubChem,train,0.997239874443039,0.902810886502266,110.0,104.77,59.011690990886,35.3251989842601,110.0,14.5,14.5
CC(=O)S,Odor,PubChem,train,0.994775273837149,0.999902780167758,93.0,106.22,59.1730393678072,,93.0,,50.5
CC(=O)SC,Odor,van Gemert 2011,train,0.999118312436622,0.999918259833066,,115.66,88.8739212638284,,115.66,,19.0
CC(C(=O)C)O,Odor,PubChem,train,0.999327672179788,0.997645291266963,143.0,137.57,84.8549228199891,66.2133742953016,143.0,,2.0
CC(C(=O)O)(Cl)Cl,Odor,PubChem,train,0.998911516508088,0.998791603953578,187.5,191.37,168.896649726365,164.796362847424,187.5,0.151,0.151
CC(C(=O)O)C,Odor,van Gemert 2011,train,0.999935053259833,0.99969626480015,154.4,153.79,84.8549228199891,66.2133742953016,154.4,1.81,1.81
CC(C(=O)O)Cl,Odor,PubChem,train,0.999859350064071,0.999283389712218,185.0,178.03,121.344351900847,105.834725362568,185.0,,0.757
CC(C(=O)O)N,Odorless,PubChem,train,0.0003360509872436,0.0033718943595886,,380.28,86.8169491867994,90.4907027421028,380.28,,2.68e-08
CC(C(=O)O)O,Odorless,PubChem,train,0.136675775051117,0.0035836696624755,,204.2,88.7375473498936,67.7764166975788,204.2,0.0814,0.0814
CC(C(=O)O)OC1=C(C=C(C=C1)Cl)Cl,Odorless,PubChem,train,0.0159586668014526,0.0107924938201904,,334.17,250.580208115816,311.098266413535,334.17,4.65e-07,4.65e-07
CC(C(=O)O)S,Odor,PubChem,train,0.992925142869353,0.996089983731508,,205.08,117.491646618523,,205.08,,0.28
CC(C(=O)OC)O,Odor,van Gemert 2011,train,0.999279984447639,0.993355417158455,144.8,144.35,114.102136018347,97.4024815883157,144.8,,1.81
CC(C(C)(C)C)OP(=O)(C)F,Odor,PubChem,train,0.999904418436927,0.996867900248617,198.0,182.92,209.534164552505,,198.0,0.41,0.41
CC(C(C)C)C,Odor,van Gemert 2011,train,0.926479198038578,0.999957727195579,57.9,40.65,80.9855957810971,60.6528003836924,57.9,235.0,235.0
CC(C(Cl)(Cl)Cl)O,Odor,van Gemert 2011,train,0.999649031640729,0.998048517853022,163.0,155.61,191.481081044856,191.106149844993,163.0,,0.337
CC(C)(C#N)C(C)(C)C#N,Odorless,PubChem,train,0.252528250217438,0.0246849060058594,,243.67,160.640381162059,233.448708954023,243.67,,0.00115
CC(C)(C#N)O,Odor,PubChem,train,0.998250935110264,0.995723359286785,171.0,163.91,78.7708640263917,100.736388308436,171.0,1.1,1.1
CC(C)(C)C,Odor,PubChem,train,0.211555361747742,0.999658863875084,9.5,19.6,49.8116943686624,27.4614425314554,9.5,1290.0,1290.0
CC(C)(C)C(=NOC(=O)NC)CSC,Odor,PubChem,train,0.990383325144649,0.996048455126584,,279.73,238.8962965076,,279.73,0.00017,0.00017
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,Odor,PubChem,train,0.870685458183289,0.982162643224001,,376.67,284.84194568023,201.18353154724,376.67,1.5e-08,1.5e-08
CC(C)(C)C(=O)C1C(=O)C2=CC=CC=C2C1=O,Odorless,PubChem,train,0.10454386472702,0.0195313692092896,,357.83,247.334989263789,235.327034262292,357.83,,1.29e-05
CC(C)(C)C(=O)Cl,Odor,PubChem,train,0.999428914336022,0.999696208338719,107.0,107.03,139.655987782609,131.202600617688,107.0,,32.4
CC(C)(C)C(=O)O,Odor,PubChem,train,0.999888063248363,0.998843447654508,163.8,166.85,110.762172136443,96.0399435041354,163.8,0.5,0.5
CC(C)(C)C1=C(C=CC(=C1)O)O,Odor,PubChem,train,0.4210284948349,0.984839639626443,273.0,281.17,194.331012208933,231.553286066447,273.0,,0.000124
CC(C)(C)C1=C(C=CC(=C1)OC)O,Odor,Lab-Tested,train,0.996529939584434,0.999386330426205,268.0,265.53,207.778991971926,250.010146174545,268.0,,0.00234
CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,Odor,PubChem,train,0.74044606089592,0.99500498175621,,313.91,240.33552187241,301.753599499248,313.91,,0.000746
CC(C)(C)C1=CC=C(C=C1)O,Odor,PubChem,train,0.996444184333086,0.999820521843503,237.0,229.66,177.316328058728,211.376140062478,237.0,0.0381,0.0381
CC(C)(C)C1=CC=CC=C1O,Odor,PubChem,train,0.999027806741651,0.999853576533496,223.0,229.66,177.316328058728,211.376140062478,223.0,0.09,0.09
CC(C)(C)C1=NN=C(N(C1=O)N)SC,Odor,PubChem,train,0.817426979541779,0.994774443563074,,366.8,235.918484206048,,366.8,4.35e-07,4.35e-07
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,Odorless,PubChem,train,0.124659717082977,0.0130853056907654,,394.23,246.011427534307,,394.23,3e-07,3e-07
CC(C)(C)CC(C)(C)S,Odor,PubChem,train,0.999154579010792,0.999738472048193,160.0,153.05,172.846175677842,,160.0,5.2,5.2
CC(C)(C)N,Odor,PubChem,train,0.995523003861308,0.99983445253747,45.0,62.76,52.1976142670945,53.9404886169659,45.0,372.0,372.0
CC(C)(C)N=C=O,Odor,PubChem,train,0.999654266081052,0.999249917338602,,92.18,105.544576300728,120.82506891423,92.18,,13.2
CC(C)(C)O,Odor,van Gemert 2011,train,0.999556917347945,0.999801568483235,82.3,70.42,54.5290514736744,29.3063205134517,82.3,40.7,40.7
CC(C)(C)OC,Odor,PubChem,train,0.991320699453354,0.999860729207285,55.0,47.04,84.9545478823644,62.2675161967417,55.0,250.0,250.0
CC(C)(C)OOC(=O)C1=CC=CC=C1,Odor,PubChem,train,0.978864436969161,0.998428266029805,,252.83,220.025619363234,270.276617190625,252.83,0.33,0.33
CC(C)(C)OOC(C)(C)C,Odor,PubChem,train,0.998656498617493,0.999051336664706,111.0,121.72,172.764931716549,169.75648936151,111.0,25.1,25.1
CC(C)(C)S,Odor,van Gemert 2011,train,0.994825572241098,0.999929868761683,64.0,83.14,88.9712654223278,,64.0,181.0,181.0
CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Odor,PubChem,train,0.965452395379543,0.989659899845719,360.5,363.54,245.976782189472,333.181535908105,360.5,4e-08,4e-08
CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,Odorless,PubChem,train,0.0023234486579895,0.0101782083511353,,421.01,306.562889571263,292.059477220522,421.01,,2.55e-06
CC(C)(C1=CC=CC=C1)OO,Odor,PubChem,train,0.993188330903649,0.997535564471036,,232.24,179.519306047012,211.883137922304,232.24,0.00327,0.00327
CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2,Odor,PubChem,train,0.994816597551107,0.996425478020683,396.0,341.08,272.291115774721,371.544154965246,396.0,,7.51e-06
CC(C)(C=C)O,Odor,PubChem,train,0.998021805193275,0.999886800273089,97.0,93.27,80.8836777901215,64.671237024059,97.0,,23.4
CC(C)(C=NOC(=O)NC)SC,Odor,PubChem,train,0.976138651371002,0.994520138483495,,250.95,216.672044580963,,250.95,3.47e-05,3.47e-05
CC(C)(CCCC(=C)C=C)O,Odor,PubChem,train,0.998921630671248,0.999959209377266,,196.43,181.799761762364,195.317300551146,196.43,,0.0914
CC(C)C,Odor,van Gemert 2011,train,0.837411656975746,0.999894754349953,-11.7,3.21,12.2191465621692,-9.06346072928875,-11.7,2610.0,2610.0
CC(C)C#N,Odor,PubChem,train,0.999556917347945,0.999409263138659,103.9,105.98,42.2595041544351,70.4185802536094,103.9,32.7,32.7
CC(C)C(=O)C,Odor,van Gemert 2011,train,0.998021805193275,0.999963243186357,94.33,80.27,80.8836777901215,64.671237024059,94.33,52.5,52.5
CC(C)C(=O)O,Odor,van Gemert 2011,train,0.999935053259833,0.999651274265489,154.4,153.79,84.8549228199891,66.2133742953016,154.4,1.81,1.81
CC(C)C(C(=O)NC(=O)N)Br,Odor,van Gemert 2011,train,0.826018273830414,0.991513284854591,,391.68,242.3091152696,259.326788238091,391.68,,6.38e-07
CC(C)C(C(=O)O)N,Odorless,Lab-Tested,test,0.0049552917480468,0.0067088603973388,,396.49,134.669732070725,144.691502520468,396.49,,9.14e-09
CC(C)C(C(C)(C)COC(=O)C(C)C)O,Odor,PubChem,train,0.949601802974939,0.998575284145772,244.0,258.37,237.426702919051,268.264662020943,244.0,0.01,0.01
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C,Odor,PubChem,train,0.996552398893982,0.994262242224067,280.0,271.5,281.048090193315,342.333657593943,280.0,0.00066,0.00066
CC(C)C(C)C,Odor,PubChem,train,0.926479198038578,0.999948743959976,57.9,40.65,80.9855957810971,60.6528003836924,57.9,235.0,235.0
CC(C)C(C)O,Odor,PubChem,train,0.999786042695632,0.999936823354801,112.0,101.35,84.9545478823644,62.2675161967417,112.0,9.15,9.15
CC(C)C1=CC(=CC=C1)OC(=O)NC,Odor,PubChem,train,0.951679073274136,0.963227868080139,,273.43,219.201072011419,287.119838053024,273.43,,0.00278
CC(C)C1=CC2=CCC3C(C2CC1)(CCCC3(C)C(=O)O)C,Odor,PubChem,train,0.90670407563448,0.974280588328838,,394.94,289.212263342341,397.218087974918,394.94,,3.19e-07
CC(C)C1=CC=C(C=C1)C=O,Odor,PubChem,train,0.999059687019326,0.999629614670994,235.5,228.34,175.023455154299,214.28860463767,235.5,,0.0587
CC(C)C1=CC=CC=C1,Odor,van Gemert 2011,train,0.999867295467993,0.999903442148934,152.4,157.02,139.109540073514,167.004234613417,152.4,4.5,4.5
CC(C)C1=CC=CC=C1C(C)C,Odor,PubChem,train,0.99980713801051,0.999906866061792,202.0,206.62,190.319230021617,230.692074427708,202.0,0.256,0.256
CC(C)C=C,Odor,PubChem,train,0.872662857174873,0.99993616885331,20.1,28.2,44.8447685635516,30.0720883319908,20.1,903.0,903.0
CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Odorless,Wikipedia,train,0.169276654720306,0.0046712160110473,,465.44,290.660538606516,394.973227688634,465.44,,1.32e-08
CC(C)C=O,Odor,van Gemert 2011,train,0.999211452319287,0.999918792891549,64.5,69.83,49.6903622481967,31.7867071296175,64.5,173.0,173.0
CC(C)CC(=O)C,Odor,van Gemert 2011,train,0.999325645621866,0.999975379581883,116.5,104.57,107.354252444567,94.6926916759009,116.5,19.9,19.9
CC(C)CC(=O)CC(C)C,Odor,van Gemert 2011,train,0.999451256706379,0.999965267776133,169.4,159.16,168.060792904628,171.103262583189,169.4,1.65,1.65
CC(C)CC(=O)O,Odor,van Gemert 2011,train,0.999872306463658,0.999838104922674,176.5,175.25,110.762172136443,96.0399435041354,176.5,0.44,0.44
CC(C)CC(=O)OC,Odor,van Gemert 2011,train,0.999205188185442,0.999953066235321,116.5,111.74,133.19707382676,123.402219124641,116.5,14.0,14.0
CC(C)CC(=O)OCC(C)C,Odor,van Gemert 2011,train,0.999101564637385,0.999965308161336,168.5,165.67,186.099442393939,193.733787802363,168.5,1.84,1.84
CC(C)CC(=O)OCC=C,Odor,PubChem,train,0.999882038850046,0.999974074407874,,155.46,168.000913587592,174.345596554791,155.46,,3.11
CC(C)CC(C(=O)O)N,Odorless,Lab-Tested,test,0.0057949423789978,0.281846940517426,,408.1,154.201125531554,168.745627433371,408.1,,5.52e-09
CC(C)CC(C)(C#N)N,Odor,PubChem,train,0.999882547417656,0.99774614837952,,206.92,147.553835469498,198.734655010509,206.92,,0.255
CC(C)CC(C)(C#N)N=NC(C)(CC(C)C)C#N,Odorless,PubChem,train,0.0892032980918884,0.0164755582809448,,341.05,259.221201109452,391.627436087901,341.05,,6.09e-05
CC(C)CC(C)(C)C,Odor,PubChem,train,0.998069351306185,0.999902127645328,99.2,81.44,130.302267427716,118.66960192553,99.2,49.3,49.3
CC(C)CC(C)C,Odor,van Gemert 2011,train,0.998127563856542,0.999947934109514,80.4,66.36,107.4416080905,90.9241060959591,80.4,79.4,79.4
CC(C)CC(C)N,Odor,PubChem,train,0.998472148436122,0.999952378922899,109.0,106.84,109.161972469675,113.72127324963,109.0,,25.4
CC(C)CC(C)O,Odor,van Gemert 2011,train,0.99955727433553,0.999945672105241,131.6,124.88,110.84777317428,92.3310367143183,131.6,5.3,5.3
CC(C)CC(C)OC(=O)C,Odor,van Gemert 2011,train,0.999821182733285,0.999760963546578,147.5,143.81,170.401546393059,171.996257789078,147.5,4.0,4.0
CC(C)CC1=NC=CN=C1OC,Odor,PubChem,train,0.983769103884697,0.999542314035352,,236.45,194.341055855859,4.56974825702929,236.45,,0.0348
CC(C)CC=O,Odor,van Gemert 2011,train,0.998021805193275,0.999969382741256,92.5,94.52,80.8836777901215,64.671237024059,92.5,50.0,50.0
CC(C)CCC(=O)C,Odor,van Gemert 2011,train,0.998781627975404,0.999978224826918,144.0,127.98,130.226187843189,122.227516331254,144.0,5.77,5.77
CC(C)CCC(=O)O,Odor,van Gemert 2011,train,0.99988871745154,0.999819573669811,200.5,195.8,133.19707382676,123.402219124641,200.5,,0.352
